751014,428.34,129.81,2.265611902,-2.31,-0.04031710572,-3.62,-0.06318091892,0.4,0.16,5.64,-0.25,-4.27,-16.94,31.03,50.76,316.17,0
751050,448.15,101.38,1.769414796,-0.62,-0.01082104136,-6.75,-0.1178097245,0.49,0.17,5.71,-0.26,-4.53,-16.96,40.61,58.55,371.69,0
751087,468.46,101.38,1.769414796,-0.62,-0.01082104136,-6.75,-0.1178097245,0.49,0.17,5.71,0.02,-5.36,-17.01,40.61,58.55,371.69,0
751126,489.16,101.38,1.769414796,-0.62,-0.01082104136,-6.75,-0.1178097245,0.49,0.17,5.71,-0.04,-5.78,-17.02,40.61,58.55,371.69,0
751175,510.18,66.19,1.155233432,3,0.05235987756,-9,-0.1570796327,0.49,0.17,5.75,-0.06,-6.07,-17,38.2,69.43,367.71,0
751244,553.18,66.19,1.155233432,3,0.05235987756,-9,-0.1570796327,0.49,0.17,5.75,-0.4,-6.97,-16.85,38.2,69.43,367.71,0
751269,553.18,37.31,0.6511823439,6.5,0.1134464014,-8.88,-0.1549852376,0.37,0.17,5.76,-0.26,-7.5,-16.8,49.01,97.82,433.92,0
751292,564.08,37.31,0.6511823439,6.5,0.1134464014,-8.88,-0.1549852376,0.37,0.17,5.76,-0.39,-7.27,-16.76,49.01,97.82,433.92,0
751314,575.11,37.31,0.6511823439,6.5,0.1134464014,-8.88,-0.1549852376,0.37,0.17,5.76,-0.12,-6.76,-16.77,49.01,97.82,433.92,0
751336,586.13,1.81,0.03159045946,9.88,0.1724385301,-6.06,-0.1057669527,0.38,0.24,5.8,0.08,-6.37,-16.75,44.24,89.49,438.53,0
751369,608.43,1.81,0.03159045946,9.88,0.1724385301,-6.06,-0.1057669527,0.38,0.24,5.8,0.17,-5.64,-16.75,44.24,89.49,438.53,0
751391,619.68,1.81,0.03159045946,9.88,0.1724385301,-6.06,-0.1057669527,0.38,0.24,5.8,0.61,-5.3,-16.77,44.24,89.49,438.53,0
751413,630.93,1.81,0.03159045946,9.88,0.1724385301,-6.06,-0.1057669527,0.38,0.24,5.8,0.69,-5.09,-16.78,44.24,89.49,438.53,0
751435,642.27,332.62,5.805314158,11.25,0.1963495408,-2.56,-0.04468042885,0.4,0.14,5.83,0.6,-4.76,-16.77,45.23,84.56,509.45,0
751457,653.6,332.62,5.805314158,11.25,0.1963495408,-2.56,-0.04468042885,0.4,0.14,5.83,0.67,-4.37,-16.74,45.23,84.56,509.45,0
751490,676.44,332.62,5.805314158,11.25,0.1963495408,-2.56,-0.04468042885,0.4,0.14,5.83,0.57,-3.77,-16.7,45.23,84.56,509.45,0
751512,687.93,332.62,5.805314158,11.25,0.1963495408,-2.56,-0.04468042885,0.4,0.14,5.83,0.34,-3.63,-16.65,45.23,84.56,509.45,0
751538,710.99,296.81,5.180311753,10.81,0.1886700921,2.12,0.03700098014,0.39,0.03,5.83,0.1,-3.38,-16.63,52.61,69.24,513.81,0
751571,734.14,296.81,5.180311753,10.81,0.1886700921,2.12,0.03700098014,0.39,0.03,5.83,-0.66,-3.01,-16.57,52.61,69.24,513.81,0
751595,745.75,296.81,5.180311753,10.81,0.1886700921,2.12,0.03700098014,0.39,0.03,5.83,-0.87,-2.88,-16.58,52.61,69.24,513.81,0
751629,769.03,296.81,5.180311753,10.81,0.1886700921,2.12,0.03700098014,0.39,0.03,5.83,-0.99,-2.26,-16.58,52.61,69.24,513.81,0
751652,769.03,267.81,4.67416627,8.56,0.149400184,5.12,0.0893608577,0.41,0.03,5.76,-0.72,-1.44,-16.62,69.34,52.42,554.44,0
751674,780.7,267.81,4.67416627,8.56,0.149400184,5.12,0.0893608577,0.41,0.03,5.76,-0.7,-1.34,-16.67,69.34,52.42,554.44,0
751696,792.38,267.81,4.67416627,8.56,0.149400184,5.12,0.0893608577,0.41,0.03,5.76,-0.54,-0.84,-16.7,69.34,52.42,554.44,0
751718,804.07,267.81,4.67416627,8.56,0.149400184,5.12,0.0893608577,0.41,0.03,5.76,-0.66,-1.07,-16.7,69.34,52.42,554.44,0
751750,827.49,232.75,4.062253834,4.38,0.07644542124,6.19,0.1080358807,0.47,0.1,5.68,-0.88,-1.43,-16.78,71.57,46.89,556.19,0
751773,839.21,232.75,4.062253834,4.38,0.07644542124,6.19,0.1080358807,0.47,0.1,5.68,-1.01,-1.68,-16.79,71.57,46.89,556.19,0
751795,850.95,232.75,4.062253834,4.38,0.07644542124,6.19,0.1080358807,0.47,0.1,5.68,-1.4,-2.06,-16.76,71.57,46.89,556.19,0
751817,862.7,232.75,4.062253834,4.38,0.07644542124,6.19,0.1080358807,0.47,0.1,5.68,-1.56,-2.29,-16.72,71.57,46.89,556.19,0
751854,898.02,204.62,3.571292715,0.75,0.01308996939,5.06,0.08831366015,0.48,0.18,5.6,-1.78,-2.89,-16.6,84.68,65,579.58,0
751884,921.6,204.62,3.571292715,0.75,0.01308996939,5.06,0.08831366015,0.48,0.18,5.6,-1.54,-2.85,-16.57,84.68,65,579.58,0
751913,921.6,204.62,3.571292715,0.75,0.01308996939,5.06,0.08831366015,0.48,0.18,5.6,-0.34,-3.26,-16.62,84.68,65,579.58,0
