#time,alt,vx,vy,vz,wx,wy,wz,thetax,thetay,thetaz,windx,windy,u
9.75,5232.16,243.854,12.8182,0.633515,0,0.00419267,0.0658712,-0.000961342,0.00267374,0.20204,2.44673,38.7799,0
9.8,5243.93,242.151,12.3528,0.680213,0,0.00416328,0.0642417,-0.000952301,0.00288576,0.205292,-0.226466,34.308,0
9.85,5255.61,240.447,11.913,0.724953,0,0.00398274,0.0633914,-0.000942762,0.00309244,0.208483,1.33213,22.0239,0
9.9,5267.21,238.746,11.4971,0.767913,0,0.00397473,0.0619912,-0.000932753,0.00329433,0.211618,-0.597893,30.0376,0
9.95,5278.71,237.048,11.1098,0.810125,0,0.00396636,0.0603004,-0.000922376,0.00349571,0.214675,-0.62341,34.2703,0
10,5290.13,235.35,10.7496,0.851241,0,0.00389957,0.059079,-0.000911646,0.00369511,0.217659,0.0350768,26.5717,0
10.05,5301.46,233.654,10.4158,0.892278,0,0.00405959,0.0574464,-0.000900591,0.00389674,0.220572,-2.92194,32.8593,0
10.1,5312.7,231.96,10.1096,0.93356,0,0.00405615,0.0559594,-0.000889254,0.00410219,0.223407,-0.81527,30.2761,0
10.15,5323.86,230.268,9.82943,0.973991,0,0.00402712,0.0545341,-0.000877641,0.00430672,0.22617,-0.527438,29.0712,0
10.2,5334.92,228.578,9.57551,1.01303,0,0.00392826,0.0529427,-0.0008658,0.00450796,0.228856,0.376167,31.6264,0
10.25,5345.9,226.89,9.34891,1.05086,0,0.00392781,0.051259,-0.000853799,0.00470661,0.231461,-0.963434,33.0292,0
10.3,5356.79,225.203,9.1476,1.0873,0,0.00379648,0.0499596,-0.000841643,0.00490187,0.233992,0.657205,26.5361,0
10.35,5367.6,223.517,8.96733,1.1225,0,0.00381486,0.0489723,-0.000829282,0.00509423,0.236465,-1.27747,21.1597,0
10.4,5378.31,221.834,8.80709,1.15845,0,0.00404139,0.0477933,-0.000816723,0.00529265,0.238884,-3.9318,24.3588,0
10.45,5388.94,220.155,8.67036,1.19344,0,0.00376259,0.0461228,-0.000804064,0.00548965,0.241232,2.73565,32.7048,0
10.5,5399.49,218.476,8.55716,1.22615,0,0.00373807,0.0448832,-0.00079136,0.00567899,0.243507,-0.843334,25.1853,0
10.55,5409.94,216.801,8.46553,1.25918,0,0.00392787,0.0435019,-0.000778602,0.00587239,0.245716,-3.70553,27.6977,0
10.6,5420.31,215.129,8.39682,1.29352,0,0.00409935,0.0419489,-0.000765844,0.00607473,0.247852,-3.57034,30.7549,0
10.65,5430.59,213.459,8.35339,1.32849,0,0.00416684,0.0400544,-0.00075318,0.00628296,0.249902,-2.20465,36.9391,0
10.7,5440.79,211.791,8.33485,1.36116,0,0.00379846,0.0385033,-0.000740643,0.00648356,0.251866,3.88852,31.0462,0
10.75,5450.89,210.124,8.33716,1.3903,0,0.00361445,0.037294,-0.000728181,0.00667028,0.253761,1.08211,24.8934,0
10.8,5460.92,208.459,8.35738,1.41598,0,0.00325203,0.0362436,-0.000715758,0.00684327,0.255599,3.23295,22.3458,0
10.85,5470.85,206.796,8.39421,1.43933,0,0.00326515,0.0352248,-0.000703386,0.00700748,0.257386,-1.53584,21.5684,0
10.9,5480.7,205.136,8.44779,1.46211,0,0.00324426,0.0340996,-0.0006911,0.00717143,0.259119,-1.12338,23.6748,0
10.95,5490.46,203.48,8.51953,1.48461,0,0.00331009,0.0327457,-0.00067898,0.00733644,0.26079,-2.31334,28.1681,0
11,5500.14,201.826,8.61135,1.50706,0,0.00334048,0.0311797,-0.000667124,0.00750378,0.262388,-1.85489,32.4633,0
11.05,5509.73,200.174,8.72306,1.52946,0,0.00340407,0.0298011,-0.000655558,0.00767341,0.263912,-2.34024,29.1417,0
11.1,5519.24,198.525,8.85372,1.55133,0,0.0033466,0.0283426,-0.000644282,0.00784313,0.265366,-0.625703,30.9921,0
11.15,5528.66,196.877,9.00276,1.57129,0,0.00312663,0.0270159,-0.000633316,0.00800585,0.266749,1.64396,28.804,0
11.2,5537.99,195.231,9.16784,1.58987,0,0.00316699,0.0259661,-0.000622609,0.00816402,0.268074,-2.04005,23.5513,0
11.25,5547.24,193.588,9.34958,1.60837,0,0.00321377,0.0244433,-0.000612222,0.00832433,0.269334,-2.20992,33.3582,0
11.3,5556.41,191.948,9.5499,1.62623,0,0.00314004,0.0229323,-0.00060227,0.00848389,0.270518,-0.406257,33.5416,0
11.35,5565.49,190.309,9.76765,1.64251,0,0.0029913,0.0215784,-0.000592745,0.00863784,0.271631,0.650901,30.7802,0
11.4,5574.48,188.671,10.0003,1.65649,0,0.00275641,0.020521,-0.000583579,0.00878216,0.272683,1.6172,25.1851,0
11.45,5583.39,187.034,10.246,1.66783,0,0.00252597,0.0195191,-0.000574722,0.0089148,0.273684,1.49143,24.4261,0
11.5,5592.21,185.402,10.5065,1.67598,0,0.002161,0.0180124,-0.000566303,0.00903251,0.274622,4.20752,35.5339,0
11.55,5600.95,183.77,10.782,1.68079,0,0.00187729,0.0168862,-0.000558379,0.00913395,0.275495,2.49566,27.929,0
11.6,5609.6,182.141,11.0712,1.68324,0,0.0017141,0.015644,-0.000550915,0.00922419,0.276308,0.863149,30.7513,0
11.65,5618.17,180.512,11.3732,1.68372,0,0.00150296,0.0145884,-0.000543914,0.00930503,0.277063,1.40135,27.2645,0
11.7,5626.65,178.886,11.6881,1.68293,0,0.00148297,0.0133249,-0.000537396,0.00938005,0.277761,-1.27654,32.2116,0
11.75,5635.05,177.261,12.015,1.68227,0,0.00158565,0.0123754,-0.000531346,0.00945711,0.278404,-3.00365,25.7976,0
11.8,5643.37,175.639,12.3545,1.67953,0,0.00107345,0.010891,-0.000525826,0.00952388,0.278985,7.08966,38.7432,0
11.85,5651.6,174.018,12.7084,1.6736,0,0.000896692,0.00951598,-0.000520956,0.0095734,0.279495,1.34681,36.5731,0
11.9,5659.74,172.395,13.0721,1.6653,0,0.000561359,0.00900786,-0.000516514,0.00961012,0.279958,1.61888,18.5035,0
11.95,5667.81,170.776,13.4437,1.65397,0,0.000214443,0.00799933,-0.000512424,0.00962973,0.280383,3.68128,29.6669,0
12,5675.78,169.157,13.8244,1.64022,0,2.29519e-06,0.00715851,-0.000508775,0.00963534,0.280762,1.32928,26.1242,0
12.05,5683.68,167.539,14.2125,1.62421,0,-0.000319723,0.00654127,-0.000505477,0.00962759,0.281105,2.17558,22.047,0
12.1,5691.49,165.924,14.6075,1.60601,0,-0.000533604,0.00574349,-0.000502523,0.00960641,0.281412,1.36631,26.2527,0
12.15,5699.21,164.311,15.0116,1.58735,0,-0.000451991,0.00456325,-0.000500052,0.0095819,0.281669,-2.84632,35.9305,0
12.2,5706.85,162.698,15.4244,1.56934,0,-0.000394576,0.00380362,-0.000498051,0.00956083,0.281878,-2.25019,26.2316,0
12.25,5714.41,161.086,15.8443,1.55106,0,-0.000531265,0.00296852,-0.000496435,0.00953776,0.282047,0.497512,28.7911,0
12.3,5721.89,159.475,16.2713,1.53165,0,-0.000695023,0.00214534,-0.000495218,0.00950717,0.282175,0.929594,29.1729,0
12.35,5729.28,157.865,16.7047,1.51116,0,-0.00082927,0.00146468,-0.000494362,0.00946911,0.282265,0.267491,26.1801,0
12.4,5736.58,156.256,17.1437,1.49065,0,-0.000735509,0.000783151,-0.000493832,0.00943,0.282322,-2.62173,26.7344,0
12.45,5743.81,154.647,17.5881,1.47039,0,-0.000795086,0.000118762,-0.00049362,0.00939175,0.282344,-0.640705,26.8684,0
12.5,5750.95,153.04,18.0379,1.45063,0,-0.00063843,-0.000619231,-0.000493738,0.00935589,0.282331,-3.62087,29.5936,0
12.55,5758,151.435,18.4938,1.43155,0,-0.00064485,-0.00150614,-0.000494236,0.00932378,0.282278,-1.23147,34.0935,0
12.6,5764.98,149.829,18.9557,1.4128,0,-0.000576428,-0.0022589,-0.000495112,0.00929319,0.282184,-2.34846,31.2038,0
12.65,5771.87,148.225,19.4237,1.39393,0,-0.000701668,-0.00323747,-0.000496388,0.00926117,0.282046,0.952639,38.1947,0
12.7,5778.67,146.62,19.8974,1.37456,0,-0.000738172,-0.00392241,-0.000498043,0.00922508,0.281867,-0.766263,30.7126,0
12.75,5785.4,145.015,20.3739,1.35371,0,-0.00113879,-0.00413969,-0.0004999,0.0091781,0.281666,2.06238,22.8582,0
12.8,5792.04,143.412,20.8527,1.33151,0,-0.00116158,-0.00477821,-0.00050194,0.00912047,0.281443,-0.929099,30.803,0
12.85,5798.59,141.809,21.3356,1.30972,0,-0.00107513,-0.00548709,-0.000504274,0.00906442,0.281186,-2.58528,33.6158,0
12.9,5805.07,140.206,21.8219,1.28986,0,-0.000669026,-0.00595734,-0.000506862,0.00902065,0.2809,-6.98012,29.416,0
12.95,5811.46,138.604,22.3108,1.27044,0,-0.000972348,-0.00650088,-0.000509666,0.00897947,0.280588,3.25551,31.2491,0
13,5817.77,137.001,22.8009,1.24901,0,-0.00129807,-0.00658357,-0.000512599,0.00892264,0.28026,-0.0456913,23.7787,0
13.05,5824,135.4,23.2912,1.226,0,-0.00149353,-0.00688238,-0.000515593,0.0088528,0.279924,-0.146496,25.6029,0
13.1,5830.14,133.798,23.7801,1.20239,0,-0.00153927,-0.00646995,-0.000518536,0.00877677,0.27959,-0.766232,20.8521,0
13.15,5836.2,132.2,24.2683,1.17844,0,-0.00167239,-0.00702039,-0.000521483,0.00869631,0.279252,0.882556,33.4915,0
13.2,5842.18,130.601,24.7588,1.1536,0,-0.00188247,-0.00746132,-0.000524616,0.00860726,0.27889,1.60881,31.3611,0
13.25,5848.08,129,25.2477,1.1282,0,-0.00193912,-0.00689616,-0.000527689,0.00851152,0.278531,-0.263474,17.417,0
13.3,5853.89,127.404,25.7351,1.10287,0,-0.00195407,-0.00731795,-0.000530696,0.00841399,0.278176,-0.863878,31.2951,0
13.35,5859.62,125.807,26.224,1.07726,0,-0.00212306,-0.00776367,-0.00053385,0.00831188,0.277799,1.31922,33.3683,0
13.4,5865.27,124.211,26.7138,1.05225,0,-0.00186957,-0.00798709,-0.000537104,0.00821174,0.277405,-2.68749,29.0894,0
13.45,5870.83,122.614,27.2019,1.02767,0,-0.00207623,-0.00758682,-0.000540283,0.00811283,0.277016,1.66355,22.7064,0
13.5,5876.32,121.019,27.6879,1.00188,0,-0.0023747,-0.00768673,-0.000543362,0.00800141,0.276633,0.820099,29.1443,0
13.55,5881.72,119.425,28.1735,0.974689,0,-0.0026606,-0.00788855,-0.000546454,0.00787536,0.276244,1.70096,30.9464,0
13.6,5887.04,117.831,28.6592,0.945937,0,-0.00303532,-0.00814091,-0.000549582,0.00773275,0.275843,4.79546,33.4986,0
13.65,5892.28,116.237,29.1432,0.916568,0,-0.00303617,-0.00769087,-0.000552613,0.00758074,0.275447,-0.858365,23.1813,0
13.7,5897.43,114.645,29.6237,0.888231,0,-0.00284899,-0.00738155,-0.000555441,0.00743346,0.275071,-2.90249,26.9777,0
13.75,5902.51,113.054,30.1029,0.860505,0,-0.00297482,-0.00765638,-0.000558209,0.00728771,0.274695,0.190567,33.2583,0
13.8,5907.5,111.463,30.5812,0.832115,0,-0.00324142,-0.00748878,-0.00056094,0.00713199,0.274316,1.67434,29.9208,0
13.85,5912.41,109.873,31.057,0.803471,0,-0.00325496,-0.00715346,-0.000563521,0.00696936,0.27395,-0.597987,28.1221,0
13.9,5917.24,108.285,31.5308,0.774572,0,-0.00351774,-0.00718375,-0.00056599,0.00679985,0.273591,0.84812,32.6916,0
13.95,5921.98,106.696,32.0024,0.745562,0,-0.00350311,-0.00673502,-0.000568326,0.00662412,0.273243,-0.966868,24.5575,0
14,5926.65,105.109,32.4707,0.716968,0,-0.00356606,-0.00635086,-0.000570464,0.00644719,0.272916,0.357071,26.9718,0
14.05,5931.23,103.524,32.9361,0.689036,0,-0.00346757,-0.00602351,-0.000572431,0.00627119,0.272607,-2.05528,29.0635,0
14.1,5935.73,101.938,33.3985,0.662004,0,-0.00342668,-0.00554953,-0.00057422,0.00609867,0.272318,-1.47972,24.1161,0
14.15,5940.15,100.355,33.858,0.63581,0,-0.00335051,-0.00522517,-0.00057584,0.0059291,0.272048,-1.75674,29.7295,0
14.2,5944.49,98.7742,34.3153,0.610307,0,-0.00335742,-0.00498307,-0.000577331,0.00576124,0.271793,-0.498391,33.4129,0
14.25,5948.74,97.1935,34.7704,0.585156,0,-0.0034202,-0.00467029,-0.000578701,0.00559163,0.271552,0.477942,30.6211,0
14.3,5952.92,95.6121,35.2226,0.560145,0,-0.00351958,-0.00406652,-0.000579903,0.005418,0.271334,2.10897,19.6654,0
14.35,5957.01,94.0343,35.6719,0.535245,0,-0.00360408,-0.00374112,-0.000580943,0.00523977,0.271139,1.12511,30.3444,0
14.4,5961.02,92.4572,36.1189,0.51055,0,-0.00367268,-0.00334033,-0.000581855,0.00505773,0.270962,1.13526,27.5212,0
14.45,5964.95,90.8803,36.5632,0.486531,0,-0.0035635,-0.00277915,-0.000582614,0.00487675,0.270809,-3.54069,21.2751,0
14.5,5968.8,89.306,37.0048,0.463067,0,-0.00366923,-0.00235959,-0.000583229,0.00469583,0.27068,2.33829,26.7903,0
14.55,5972.57,87.7325,37.4439,0.440102,0,-0.00360041,-0.00184328,-0.000583713,0.00451404,0.270575,-2.40933,23.0657,0
14.6,5976.25,86.1618,37.8809,0.417553,0,-0.00373092,-0.00152033,-0.000584085,0.00433068,0.270491,2.87114,30.744,0
14.65,5979.86,84.5912,38.3159,0.395346,0,-0.00371531,-0.00101438,-0.000584353,0.00414448,0.270428,-0.843648,23.4893,0
14.7,5983.38,83.023,38.7488,0.373874,0,-0.00365859,-0.000609867,-0.000584517,0.00396012,0.270388,-2.00161,27.6808,0
14.75,5986.83,81.4566,39.1801,0.352922,0,-0.00373626,-0.000282779,-0.000584604,0.00377522,0.270365,1.83297,31.049,0
14.8,5990.19,79.8899,39.6096,0.332215,0,-0.00382387,0.000274531,-0.000584604,0.0035862,0.270365,2.67487,21.1739,0
14.85,5993.47,78.3271,40.0375,0.312258,0,-0.00366534,0.000475924,-0.000584539,0.00339901,0.270384,-4.26055,36.0624,0
14.9,5996.67,76.7647,40.4645,0.29323,0,-0.00363682,0.000833525,-0.00058443,0.00321648,0.270417,-1.18116,29.7804,0
14.95,5999.78,75.2032,40.8901,0.274877,0,-0.00360874,0.00124293,-0.000584268,0.00303538,0.270469,-1.22985,27.3241,0
15,6002.82,73.6443,41.3147,0.257276,0,-0.00353621,0.00148109,-0.000584067,0.00285681,0.270537,-2.31966,35.4921,0
15.05,6005.78,72.0863,41.7385,0.240308,0,-0.00356085,0.00176609,-0.000583843,0.00267942,0.270619,0.613225,33.2675,0
15.1,6008.65,70.5293,42.1616,0.22404,0,-0.00345807,0.00206494,-0.000583594,0.00250402,0.270714,-3.93466,32.2413,0
15.15,6011.44,68.9735,42.5839,0.208481,0,-0.00346044,0.00238435,-0.000583325,0.00233112,0.270826,-0.0882118,31.3902,0
15.2,6014.16,67.42,43.0057,0.19333,0,-0.00353032,0.00253159,-0.00058305,0.00215639,0.270949,1.6159,40.5398,0
15.25,6016.79,65.8665,43.4272,0.178561,0,-0.00356087,0.00283155,-0.000582772,0.00197918,0.271083,1.09101,32.2064,0
15.3,6019.34,64.3144,43.8482,0.164171,0,-0.00363399,0.00310751,-0.000582492,0.00179939,0.271232,2.92671,33.2914,0
15.35,6021.81,62.7625,44.2686,0.150226,0,-0.00363683,0.00351528,-0.000582209,0.00161771,0.271397,-0.000488115,26.4395,0
15.4,6024.2,61.2129,44.6884,0.136721,0,-0.00371017,0.00382067,-0.000581929,0.00143413,0.271581,3.28786,31.4656,0
15.45,6026.51,59.6629,45.1076,0.12365,0,-0.00373134,0.00431775,-0.000581656,0.00124821,0.271784,0.901867,21.9517,0
15.5,6028.74,58.115,45.526,0.11121,0,-0.0036765,0.0047727,-0.000581394,0.00106315,0.272012,-2.80989,23.6794,0
15.55,6030.88,56.5699,45.944,0.0993713,0,-0.00370606,0.00508619,-0.000581155,0.000878723,0.272258,1.45091,30.6172,0
15.6,6032.95,55.0264,46.362,0.0879352,0,-0.00379555,0.00535616,-0.00058095,0.000691319,0.272519,4.75167,32.819,0
15.65,6034.94,53.4827,46.7799,0.0768076,0,-0.00390785,0.00578972,-0.000580784,0.000498883,0.272798,5.96782,24.167,0
15.7,6036.84,51.942,47.1977,0.0660703,0,-0.0039572,0.00606599,-0.000580666,0.000302421,0.273095,2.8089,32.1737,0
15.75,6038.66,50.4018,47.6156,0.0559125,0,-0.00393457,0.00642945,-0.000580602,0.00010531,0.273407,-1.36549,27.1977,0
15.8,6040.41,48.8642,48.0337,0.0463619,0,-0.00395579,0.00665143,-0.0005806,-9.17634e-05,0.273734,1.30247,35.1816,0
15.85,6042.07,47.3274,48.4523,0.0374084,0,-0.00394635,0.00691876,-0.000580665,-0.000289119,0.274074,-0.637237,32.1338,0
15.9,6043.65,45.7917,48.8714,0.0289983,0,-0.00400827,0.0071847,-0.000580802,-0.000487789,0.274427,4.13099,32.0324,0
15.95,6045.15,44.2581,49.291,0.0211128,0,-0.00402922,0.00736321,-0.000581016,-0.000688519,0.27479,1.50383,37.5935,0
16,6046.57,42.7237,49.7111,0.0138593,0,-0.00400014,0.0077397,-0.000581314,-0.000889031,0.275168,-1.92176,25.6983,0
16.05,6047.91,41.1897,50.1315,0.00724734,0,-0.00400423,0.00826118,-0.000581711,-0.00108891,0.275568,0.241926,19.1668,0
16.1,6049.17,39.6585,50.5522,0.001176,0,-0.00407155,0.00866211,-0.000582214,-0.00129056,0.275991,4.51502,24.3786,0
16.15,6050.35,38.1308,50.9737,-0.00437118,0,-0.00410831,0.00883462,-0.000582824,-0.00149481,0.276429,3.19148,37.2308,0
16.2,6051.45,36.6036,51.3961,-0.00930561,0,-0.00409351,0.00907688,-0.000583539,-0.00169959,0.276877,-1.21238,32.3871,0
16.25,6052.47,35.0764,51.8194,-0.0135944,0,-0.00408978,0.00946077,-0.000584375,-0.00190391,0.27734,-0.255871,24.8804,0
16.3,6053.41,33.5524,52.2435,-0.0172634,0,-0.00410227,0.00964435,-0.000585334,-0.00210843,0.277818,1.20746,35.8994,0
16.35,6054.26,32.0291,52.6689,-0.0203111,0,-0.0041004,0.00986358,-0.000586412,-0.00231321,0.278306,-0.156272,33.4605,0
16.4,6055.04,30.5065,53.0953,-0.022734,0,-0.00410739,0.0101556,-0.000587622,-0.00251811,0.278807,0.609535,29.3362,0
16.45,6055.73,28.9862,53.523,-0.0245178,0,-0.00408948,0.0103187,-0.000588964,-0.00272273,0.279319,-1.92364,37.062,0
16.5,6056.35,27.4662,53.9519,-0.0256681,0,-0.0040969,0.0105758,-0.00059044,-0.00292708,0.279841,0.701224,31.2713,0
16.55,6056.88,25.9467,54.3821,-0.0261994,0,-0.00410257,0.010929,-0.000592069,-0.00313175,0.280379,0.476818,26.6743,0
16.6,6057.34,24.4296,54.8135,-0.026102,0,-0.00409691,0.0111829,-0.000593857,-0.00333641,0.280932,-0.522299,31.6934,0
16.65,6057.71,22.9132,55.2463,-0.0253616,0,-0.00407736,0.0115037,-0.000595808,-0.00354043,0.281499,-1.66314,28.6132,0
16.7,6058,21.3991,55.6805,-0.0239589,0,-0.00403141,0.0117227,-0.000597923,-0.0037428,0.28208,-4.72191,34.2675,0
16.75,6058.22,19.8859,56.1162,-0.0219274,0,-0.00404968,0.0119896,-0.000600203,-0.00394447,0.282673,1.73998,31.8451,0
16.8,6058.35,18.3731,56.5535,-0.0192888,0,-0.00405627,0.0123922,-0.000602669,-0.00414675,0.283282,0.517949,26.119,0
16.85,6058.4,16.8622,56.9923,-0.0160429,0,-0.00407561,0.0127994,-0.000605345,-0.00434967,0.283912,1.49255,26.4372,0
16.9,6058.37,15.3541,57.4328,-0.012167,0,-0.00404216,0.0130317,-0.00060822,-0.00455223,0.284558,-3.38927,35.1537,0
