# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (ft/s²),,Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
15.259,5876.794,124.908,-33.27,134.256,33.276,836.749,0.581,836.749,0.04,49.223,0.609,42,-87.997,32.143,0.326,0,0.013,-8.58E-07,34.953,4.48,200.756,1.563,83.934,67.752,3.142,0.123,6.38E+06,0,6.093,0.538,0.538,0.336,0.072,0.122,0.064,0.183,-1.19E-06,0,0,0,0,0.017,0.015,5.15,20.831,68.818,0.082,0,35.546,794.509,1090.855,0.05,0.294
15.309,5882.998,123.245,-33.239,132.7,33.244,839.21,0.585,839.21,0.04,49.192,0.606,42,-87.997,32.143,0.343,0,0.013,1.94E-06,34.953,4.48,200.756,1.563,83.915,67.752,3.138,0.122,6.31E+06,0,5.951,0.538,0.538,0.336,0.072,0.122,0.067,0.192,2.15E-04,0,0,0,0,0.019,0.015,5.15,20.831,68.584,0.082,0,35.524,794.327,1090.831,0.05,0.295
15.359,5889.118,121.584,-33.208,131.147,33.213,841.668,0.589,841.669,0.04,49.162,0.604,42,-87.997,32.143,0.362,0,0.013,3.69E-06,34.953,4.48,200.756,1.563,83.895,67.752,3.134,0.12,6.23E+06,0,5.811,0.538,0.538,0.337,0.072,0.122,0.071,0.202,-3.20E-04,0,0,0,0,0.02,0.015,5.15,20.831,68.346,0.082,0,35.502,794.147,1090.807,0.05,0.295
15.409,5895.156,119.924,-33.177,129.598,33.183,844.126,0.592,844.126,0.04,49.132,0.602,42,-87.997,32.143,0.381,0,0.014,6.10E-06,34.953,4.48,200.756,1.563,83.873,67.752,3.13,0.119,6.16E+06,0,5.673,0.538,0.538,0.337,0.072,0.122,0.075,0.213,-4.83E-04,0,0,0,0,0.021,0.015,5.15,20.831,68.102,0.082,0,35.481,793.97,1090.783,0.05,0.296
15.459,5901.111,118.266,-33.147,128.054,33.152,846.582,0.596,846.582,0.04,49.102,0.6,42,-87.997,32.143,0.401,0,0.014,7.82E-06,34.953,4.48,200.756,1.563,83.85,67.752,3.126,0.117,6.08E+06,0,5.538,0.538,0.538,0.337,0.072,0.122,0.079,0.223,-1.04E-04,0,0,0,0,0.023,0.015,5.15,20.831,67.854,0.082,0,35.459,793.795,1090.76,0.05,0.297
15.509,5906.983,116.609,-33.117,126.514,33.122,849.036,0.599,849.036,0.04,49.072,0.599,42,-87.997,32.143,0.423,0,0.014,9.10E-06,34.953,4.48,200.756,1.563,83.826,67.752,3.121,0.116,6.01E+06,0,5.404,0.538,0.538,0.337,0.072,0.122,0.083,0.236,1.29E-04,0,0,0,0,0.024,0.015,5.15,20.831,67.601,0.082,0,35.438,793.623,1090.737,0.05,0.297
15.559,5912.772,114.954,-33.087,124.978,33.092,851.489,0.603,851.489,0.041,49.042,0.597,42,-87.997,32.143,0.446,0,0.015,1.05E-05,34.953,4.48,200.756,1.563,83.8,67.752,3.116,0.115,5.94E+06,0,5.273,0.538,0.538,0.337,0.072,0.122,0.088,0.248,-1.38E-04,0,0,0,0,0.026,0.014,5.15,20.831,67.342,0.083,0,35.418,793.453,1090.714,0.05,0.298
15.609,5918.478,113.301,-33.058,123.447,33.063,853.94,0.606,853.94,0.041,49.012,0.596,42,-87.997,32.143,0.47,0,0.015,1.13E-05,34.953,4.48,200.756,1.563,83.774,67.752,3.111,0.113,5.86E+06,0,5.144,0.538,0.538,0.337,0.071,0.122,0.093,0.26,4.89E-04,0,0,0,0,0.027,0.014,5.15,20.831,67.078,0.083,0,35.397,793.286,1090.691,0.05,0.298
15.659,5924.102,111.649,-33.028,121.921,33.034,856.39,0.61,856.39,0.041,48.982,0.594,42,-87.997,32.143,0.496,0,0.015,1.24E-05,34.953,4.48,200.756,1.563,83.745,67.752,3.105,0.112,5.79E+06,0,5.016,0.538,0.538,0.337,0.071,0.122,0.098,0.275,1.84E-04,0,0,0,0,0.029,0.014,5.15,20.831,66.808,0.083,0,35.377,793.121,1090.669,0.05,0.299
15.709,5929.643,109.998,-33,120.399,33.005,858.838,0.614,858.839,0.041,48.953,0.593,42,-87.997,32.143,0.523,0,0.015,1.25E-05,34.953,4.48,200.756,1.563,83.715,67.752,3.1,0.11,5.72E+06,0,4.891,0.538,0.538,0.337,0.071,0.122,0.103,0.289,1.60E-04,0,0,0,0,0.031,0.014,5.15,20.831,66.533,0.083,0,35.358,792.958,1090.647,0.05,0.299
15.759,5935.102,108.349,-32.971,118.882,32.976,861.285,0.617,861.286,0.041,48.923,0.592,42,-87.997,32.143,0.552,0,0.016,1.33E-05,34.953,4.48,200.756,1.563,83.683,67.752,3.093,0.109,5.64E+06,0,4.768,0.538,0.538,0.337,0.071,0.122,0.109,0.304,4.52E-05,0,0,0,0,0.034,0.014,5.15,20.831,66.252,0.083,0,35.338,792.798,1090.626,0.05,0.3
15.809,5940.478,106.701,-32.943,117.37,32.948,863.731,0.621,863.731,0.041,48.893,0.592,42,-87.997,32.143,0.583,0,0.016,1.33E-05,34.953,4.48,200.756,1.563,83.65,67.752,3.087,0.108,5.57E+06,0,4.647,0.538,0.538,0.337,0.071,0.122,0.115,0.32,-4.96E-04,0,0,0,0,0.036,0.014,5.15,20.831,65.965,0.083,0,35.319,792.64,1090.605,0.05,0.301
15.859,5945.772,105.054,-32.915,115.862,32.92,866.175,0.624,866.175,0.041,48.864,0.591,42,-87.997,32.143,0.616,0,0.016,1.29E-05,34.953,4.48,200.756,1.563,83.614,67.752,3.08,0.106,5.50E+06,0,4.528,0.538,0.538,0.337,0.071,0.121,0.122,0.338,4.82E-04,0,0,0,0,0.038,0.013,5.15,20.831,65.671,0.084,0,35.3,792.485,1090.584,0.05,0.301
15.909,5950.983,103.409,-32.887,114.36,32.892,868.617,0.628,868.617,0.041,48.834,0.591,42,-87.997,32.143,0.65,0,0.017,1.30E-05,34.953,4.48,200.756,1.563,83.577,67.752,3.073,0.105,5.43E+06,0,4.411,0.537,0.538,0.337,0.071,0.121,0.129,0.355,-3.04E-04,0,0,0,0,0.041,0.013,5.15,20.831,65.372,0.084,0,35.282,792.332,1090.563,0.05,0.302
15.959,5956.113,101.766,-32.859,112.863,32.865,871.058,0.632,871.058,0.042,48.805,0.59,42,-87.997,32.143,0.687,0,0.017,1.27E-05,34.953,4.48,200.756,1.563,83.537,67.752,3.065,0.103,5.36E+06,0,4.296,0.537,0.538,0.337,0.071,0.121,0.137,0.375,2.65E-04,0,0,0,0,0.044,0.013,5.15,20.831,65.066,0.084,0,35.263,792.182,1090.543,0.05,0.303
16.009,5961.16,100.123,-32.832,111.372,32.838,873.498,0.635,873.498,0.042,48.775,0.59,42,-87.997,32.143,0.726,0,0.018,1.16E-05,34.953,4.48,200.756,1.563,83.495,67.752,3.057,0.102,5.28E+06,0,4.183,0.537,0.538,0.337,0.071,0.121,0.145,0.394,-4.12E-04,0,0,0,0,0.047,0.013,5.15,20.831,64.753,0.084,0,35.245,792.034,1090.523,0.05,0.304
16.059,5966.125,98.482,-32.805,109.886,32.81,875.936,0.639,875.936,0.042,48.746,0.59,42,-87.997,32.143,0.768,0,0.018,1.14E-05,34.953,4.48,200.756,1.563,83.451,67.752,3.048,0.101,5.21E+06,0,4.072,0.537,0.538,0.337,0.071,0.121,0.153,0.416,-1.26E-04,0,0,0,0,0.051,0.013,5.15,20.831,64.434,0.085,0,35.228,791.888,1090.504,0.05,0.304
16.109,5971.008,96.843,-32.778,108.406,32.784,878.372,0.643,878.372,0.042,48.716,0.591,42,-87.997,32.143,0.812,0,0.018,1.08E-05,34.953,4.48,200.756,1.563,83.404,67.752,3.039,0.099,5.14E+06,0,3.963,0.537,0.538,0.337,0.071,0.121,0.162,0.438,-7.56E-05,0,0,0,0,0.054,0.013,5.15,20.831,64.108,0.085,0,35.21,791.745,1090.484,0.05,0.306
16.159,5975.809,95.205,-32.752,106.931,32.757,880.807,0.646,880.807,0.042,48.687,0.591,42,-87.997,32.143,0.859,0,0.019,9.57E-06,34.953,4.48,200.756,1.563,83.354,67.752,3.03,0.098,5.07E+06,0,3.856,0.537,0.538,0.337,0.071,0.121,0.172,0.462,7.40E-05,0,0,0,0,0.058,0.013,5.15,20.831,63.774,0.085,0,35.193,791.604,1090.465,0.05,0.307
16.209,5980.529,93.568,-32.725,105.463,32.731,883.241,0.65,883.241,0.042,48.657,0.592,42,-87.997,32.143,0.909,0,0.019,8.94E-06,34.953,4.48,200.756,1.563,83.301,67.752,3.019,0.097,5.00E+06,0,3.751,0.537,0.539,0.337,0.071,0.121,0.182,0.487,3.99E-04,0,0,0,0,0.063,0.012,5.15,20.831,63.433,0.085,0,35.176,791.465,1090.447,0.05,0.308
16.259,5985.166,91.932,-32.699,104.001,32.704,885.673,0.654,885.673,0.042,48.628,0.593,42,-87.997,32.143,0.962,0,0.02,8.15E-06,34.953,4.48,200.756,1.563,83.246,67.752,3.009,0.095,4.93E+06,0,3.648,0.537,0.539,0.337,0.071,0.121,0.193,0.514,-4.16E-04,0,0,0,0,0.067,0.012,5.15,20.831,63.085,0.086,0,35.16,791.329,1090.429,0.05,0.31
16.309,5989.722,90.298,-32.673,102.545,32.678,888.104,0.657,888.104,0.042,48.598,0.594,42,-87.997,32.143,1.018,0,0.02,7.12E-06,34.953,4.48,200.756,1.563,83.187,67.752,2.997,0.094,4.86E+06,0,3.547,0.537,0.539,0.337,0.071,0.121,0.205,0.542,6.60E-05,0,0,0,0,0.072,0.012,5.15,20.831,62.729,0.086,0,35.143,791.196,1090.411,0.05,0.311
16.359,5994.196,88.665,-32.647,101.096,32.652,890.533,0.661,890.533,0.043,48.568,0.595,42,-87.997,32.143,1.078,0,0.02,6.22E-06,34.953,4.48,200.756,1.563,83.125,67.752,2.985,0.093,4.79E+06,0,3.448,0.537,0.539,0.337,0.071,0.121,0.217,0.571,3.47E-04,0,0,0,0,0.078,0.012,5.15,20.831,62.365,0.086,0,35.127,791.064,1090.393,0.05,0.313
16.409,5998.588,87.033,-32.621,99.653,32.627,892.96,0.665,892.961,0.043,48.538,0.597,42,-87.997,32.143,1.141,0,0.021,5.10E-06,34.953,4.48,200.756,1.563,83.059,67.752,2.972,0.091,4.72E+06,0,3.351,0.537,0.539,0.337,0.071,0.121,0.231,0.602,-4.08E-04,0,0,0,0,0.084,0.012,5.15,20.831,61.993,0.087,0,35.112,790.935,1090.376,0.05,0.314
16.459,6002.899,85.403,-32.595,98.218,32.601,895.386,0.669,895.387,0.043,48.508,0.599,42,-87.997,32.143,1.209,0,0.021,3.78E-06,34.953,4.48,200.756,1.563,82.989,67.752,2.959,0.09,4.66E+06,0,3.256,0.537,0.539,0.337,0.071,0.121,0.245,0.635,-1.03E-04,0,0,0,0,0.09,0.012,5.15,20.831,61.613,0.087,0,35.096,790.809,1090.359,0.05,0.314
16.509,6007.129,83.774,-32.57,96.789,32.575,897.811,0.672,897.811,0.043,48.478,0.601,42,-87.997,32.143,1.281,0,0.022,3.16E-06,34.953,4.48,200.756,1.563,82.916,67.752,2.944,0.089,4.59E+06,0,3.163,0.537,0.54,0.337,0.071,0.121,0.26,0.67,-1.39E-04,0,0,0,0,0.097,0.012,5.15,20.831,61.224,0.087,0,35.081,790.685,1090.342,0.05,0.315
16.559,6011.277,82.146,-32.544,95.368,32.55,900.234,0.676,900.235,0.043,48.448,0.603,42,-87.997,32.143,1.358,0,0.022,2.77E-06,34.953,4.48,200.756,1.563,82.838,67.752,2.929,0.087,4.52E+06,0,3.072,0.537,0.54,0.337,0.071,0.121,0.277,0.707,3.24E-04,0,0,0,0,0.104,0.011,5.15,20.831,60.826,0.088,0,35.067,790.563,1090.326,0.05,0.315
16.609,6015.343,80.519,-32.519,93.955,32.525,902.656,0.68,902.656,0.043,48.418,0.606,42,-87.997,32.143,1.439,0,0.023,2.03E-06,34.953,4.48,200.756,1.563,82.756,67.752,2.913,0.086,4.45E+06,0,2.983,0.537,0.54,0.337,0.071,0.121,0.294,0.746,4.25E-04,0,0,0,0,0.112,0.011,5.15,20.831,60.42,0.088,0,35.052,790.444,1090.31,0.05,0.316
16.659,6019.329,78.894,-32.494,92.551,32.499,905.076,0.684,905.076,0.043,48.388,0.609,42,-87.997,32.143,1.526,0,0.023,9.02E-07,34.953,4.48,200.756,1.563,82.669,67.752,2.896,0.085,4.39E+06,0,2.896,0.537,0.541,0.337,0.071,0.121,0.313,0.786,3.33E-04,0,0,0,0,0.121,0.011,5.15,20.831,60.004,0.088,0,35.038,790.327,1090.294,0.05,0.317
16.709,6023.233,77.27,-32.468,91.154,32.474,907.495,0.687,907.495,0.043,48.357,0.612,42,-87.997,32.143,1.619,0,0.024,-1.35E-07,34.953,4.48,200.756,1.563,82.577,67.752,2.879,0.084,4.32E+06,0,2.811,0.537,0.541,0.337,0.071,0.121,0.333,0.829,3.02E-04,0,0,0,0,0.13,0.011,5.15,20.831,59.58,0.089,0,35.024,790.212,1090.279,0.05,0.317
16.759,6027.056,75.647,-32.443,89.766,32.449,909.912,0.691,909.912,0.044,48.326,0.615,42,-87.997,32.143,1.717,0,0.024,-8.68E-07,34.953,4.48,200.756,1.563,82.48,67.752,2.86,0.082,4.25E+06,0,2.728,0.537,0.542,0.337,0.071,0.121,0.355,0.875,-9.13E-05,0,0,0,0,0.141,0.011,5.15,20.831,59.145,0.089,0,35.01,790.1,1090.264,0.05,0.318
16.809,6030.797,74.025,-32.418,88.387,32.424,912.327,0.695,912.328,0.044,48.296,0.619,42,-87.997,32.143,1.822,0,0.025,-1.59E-06,34.953,4.48,200.756,1.563,82.377,67.752,2.84,0.081,4.19E+06,0,2.647,0.537,0.542,0.337,0.071,0.121,0.378,0.922,-3.78E-04,0,0,0,0,0.152,0.011,5.15,20.831,58.701,0.089,0,34.997,789.991,1090.249,0.05,0.319
16.859,6034.458,72.405,-32.392,87.017,32.398,914.741,0.699,914.742,0.044,48.265,0.623,42,-87.997,32.143,1.934,0,0.026,-1.88E-06,34.953,4.48,200.756,1.563,82.269,67.752,2.819,0.08,4.12E+06,0,2.568,0.537,0.543,0.337,0.071,0.121,0.403,0.973,6.83E-05,0,0,0,0,0.164,0.011,5.15,20.831,58.247,0.09,0,34.984,789.883,1090.234,0.05,0.319
16.909,6038.038,70.786,-32.367,85.657,32.373,917.154,0.703,917.154,0.044,48.233,0.628,42,-87.997,32.143,2.053,0,0.026,-2.36E-06,34.953,4.48,200.756,1.563,82.155,67.752,2.797,0.079,4.06E+06,0,2.492,0.537,0.543,0.337,0.071,0.121,0.43,1.025,-3.77E-04,0,0,0,0,0.176,0.01,5.15,20.831,57.783,0.09,0,34.971,789.778,1090.22,0.05,0.32
16.959,6041.537,69.168,-32.341,84.307,32.348,919.565,0.707,919.565,0.044,48.202,0.632,42,-87.997,32.143,2.18,0,0.027,-2.98E-06,34.953,4.48,200.756,1.563,82.034,67.752,2.773,0.077,3.99E+06,0,2.417,0.537,0.544,0.337,0.071,0.121,0.458,1.081,2.19E-04,0,0,0,0,0.19,0.01,5.15,20.831,57.308,0.09,0,34.959,789.675,1090.207,0.05,0.321
17.009,6044.955,67.552,-32.316,82.968,32.322,921.974,0.71,921.974,0.044,48.17,0.637,42,-87.997,32.143,2.314,0,0.027,-3.46E-06,34.953,4.48,200.756,1.563,81.907,67.752,2.749,0.076,3.93E+06,0,2.344,0.537,0.545,0.337,0.071,0.121,0.489,1.139,4.86E-04,0,0,0,0,0.205,0.01,5.15,20.831,56.822,0.091,0,34.946,789.575,1090.193,0.05,0.322
17.059,6048.292,65.937,-32.29,81.639,32.296,924.382,0.714,924.382,0.044,48.138,0.643,42,-87.997,32.143,2.458,0,0.028,-3.90E-06,34.953,4.48,200.756,1.563,81.774,67.752,2.723,0.075,3.87E+06,0,2.273,0.537,0.546,0.337,0.071,0.121,0.522,1.2,-3.90E-04,0,0,0,0,0.222,0.01,5.15,20.831,56.326,0.091,0,34.935,789.477,1090.18,0.05,0.323
17.109,6051.549,64.323,-32.264,80.322,32.271,926.788,0.718,926.788,0.044,48.106,0.648,42,-87.997,32.143,2.611,0,0.028,-4.38E-06,34.953,4.48,200.756,1.563,81.633,67.752,2.695,0.074,3.80E+06,0,2.205,0.537,0.547,0.337,0.071,0.121,0.558,1.265,-4.68E-04,0,0,0,0,0.239,0.01,5.15,20.831,55.819,0.091,0,34.923,789.382,1090.167,0.05,0.323
17.159,6054.724,62.71,-32.238,79.017,32.244,929.192,0.722,929.193,0.045,48.073,0.654,42,-87.997,32.143,2.774,0,0.029,-4.55E-06,34.953,4.48,200.756,1.563,81.485,67.752,2.667,0.072,3.74E+06,0,2.138,0.537,0.548,0.337,0.071,0.121,0.596,1.332,3.82E-04,0,0,0,0,0.259,0.01,5.15,20.831,55.3,0.091,0,34.912,789.289,1090.155,0.05,0.324
17.209,6057.82,61.099,-32.211,77.724,32.218,931.595,0.726,931.595,0.045,48.04,0.661,42,-87.997,32.143,2.947,0,0.03,-4.46E-06,34.953,4.48,200.756,1.563,81.329,67.752,2.636,0.071,3.68E+06,0,2.074,0.537,0.55,0.337,0.071,0.121,0.638,1.402,2.53E-04,0,0,0,0,0.279,0.01,5.15,20.831,54.77,0.092,0,34.901,789.198,1090.142,0.05,0.325
17.259,6060.834,59.489,-32.185,76.444,32.192,933.996,0.73,933.997,0.045,48.007,0.668,42,-87.997,32.143,3.131,0,0.03,-4.86E-06,34.953,4.48,200.756,1.563,81.166,67.752,2.605,0.07,3.62E+06,0,2.011,0.537,0.551,0.337,0.071,0.121,0.682,1.475,-2.83E-04,0,0,0,0,0.301,0.01,5.15,20.831,54.228,0.092,0,34.89,789.109,1090.131,0.05,0.325
17.309,6063.769,57.881,-32.158,75.177,32.165,936.396,0.734,936.396,0.045,47.974,0.675,42,-87.997,32.143,3.328,0,0.031,-5.02E-06,34.953,4.48,200.756,1.563,80.995,67.752,2.571,0.069,3.56E+06,0,1.951,0.537,0.553,0.337,0.071,0.121,0.73,1.552,-3.02E-04,0,0,0,0,0.326,0.009,5.15,20.831,53.675,0.092,0,34.879,789.023,1090.119,0.05,0.326
17.359,6066.622,56.274,-32.13,73.925,32.137,938.794,0.738,938.794,0.045,47.94,0.683,42,-87.997,32.143,3.537,0,0.032,-5.12E-06,34.953,4.48,200.756,1.563,80.816,67.752,2.537,0.068,3.50E+06,0,1.893,0.537,0.555,0.337,0.071,0.121,0.782,1.631,-4.17E-04,0,0,0,0,0.352,0.009,5.15,20.831,53.109,0.093,0,34.869,788.939,1090.108,0.05,0.326
17.409,6069.396,54.668,-32.102,72.688,32.109,941.19,0.741,941.19,0.045,47.905,0.691,42,-87.997,32.143,3.759,0,0.032,-4.86E-06,34.953,4.48,200.756,1.563,80.628,67.752,2.5,0.067,3.44E+06,0,1.837,0.537,0.557,0.337,0.071,0.121,0.837,1.713,-2.93E-04,0,0,0,0,0.38,0.009,5.15,20.831,52.531,0.093,0,34.859,788.858,1090.097,0.05,0.327
17.459,6072.089,53.063,-32.074,71.465,32.081,943.584,0.745,943.584,0.045,47.871,0.699,42,-87.997,32.143,3.995,0,0.033,-4.90E-06,34.953,4.48,200.756,1.563,80.432,67.752,2.462,0.066,3.38E+06,0,1.783,0.537,0.559,0.337,0.071,0.121,0.897,1.799,-4.23E-04,0,0,0,0,0.41,0.009,5.15,20.831,51.94,0.093,0,34.85,788.779,1090.086,0.05,0.328
17.509,6074.702,51.46,-32.045,70.26,32.052,945.977,0.749,945.977,0.045,47.835,0.708,42,-87.997,32.143,4.246,0,0.034,-4.89E-06,34.953,4.48,200.756,1.563,80.227,67.752,2.422,0.064,3.32E+06,0,1.731,0.537,0.562,0.337,0.071,0.121,0.962,1.887,4.85E-04,0,0,0,0,0.442,0.009,5.15,20.831,51.336,0.093,0,34.84,788.702,1090.076,0.05,0.328
17.559,6077.235,49.859,-32.015,69.07,32.023,948.368,0.753,948.368,0.046,47.8,0.718,42,-87.997,32.143,4.512,0,0.035,-4.91E-06,34.953,4.48,200.756,1.563,80.014,67.752,2.381,0.063,3.27E+06,0,1.681,0.537,0.565,0.337,0.071,0.121,1.032,1.978,3.65E-04,0,0,0,0,0.477,0.009,5.15,20.831,50.72,0.094,0,34.831,788.628,1090.066,0.05,0.329
17.609,6079.688,48.259,-31.984,67.899,31.993,950.757,0.757,950.757,0.046,47.764,0.728,42,-87.996,32.143,4.795,0,0.035,-4.92E-06,34.953,4.48,200.756,1.563,79.792,67.752,2.338,0.062,3.21E+06,0,1.634,0.537,0.568,0.337,0.071,0.121,1.107,2.073,3.73E-05,0,0,0,0,0.515,0.009,5.15,20.831,50.091,0.094,0,34.823,788.556,1090.056,0.05,0.33
17.659,6082.061,46.661,-31.953,66.746,31.962,953.144,0.761,953.144,0.046,47.727,0.738,42,-87.996,32.143,5.096,0,0.036,-4.93E-06,34.953,4.48,200.756,1.563,79.561,67.752,2.293,0.061,3.16E+06,0,1.588,0.536,0.571,0.337,0.071,0.12,1.188,2.169,2.22E-04,0,0,0,0,0.556,0.009,5.15,20.831,49.448,0.094,0,34.814,788.487,1090.047,0.05,0.33
17.709,6084.354,45.064,-31.921,65.613,31.93,955.529,0.765,955.53,0.046,47.69,0.749,42,-87.996,32.143,5.414,0,0.037,-4.85E-06,34.953,4.48,200.756,1.563,79.321,67.752,2.246,0.06,3.10E+06,0,1.545,0.536,0.575,0.337,0.071,0.12,1.276,2.268,-6.25E-05,0,0,0,0,0.599,0.008,5.15,20.831,48.792,0.094,0,34.806,788.419,1090.038,0.05,0.331
17.759,6086.568,43.468,-31.888,64.5,31.897,957.913,0.769,957.913,0.046,47.652,0.761,42,-87.996,32.143,5.752,0,0.038,-4.93E-06,34.953,4.48,200.756,1.563,79.073,67.752,2.198,0.059,3.05E+06,0,1.504,0.536,0.579,0.337,0.071,0.12,1.371,2.368,1.71E-04,0,0,0,0,0.645,0.008,5.15,20.831,48.123,0.095,0,34.798,788.354,1090.029,0.05,0.332
17.809,6088.701,41.875,-31.854,63.408,31.863,960.295,0.773,960.295,0.046,47.614,0.773,42,-87.996,32.143,6.109,0,0.038,-4.69E-06,34.953,4.48,200.756,1.563,78.817,67.752,2.149,0.058,3.00E+06,0,1.465,0.536,0.584,0.337,0.071,0.12,1.473,2.47,-4.65E-05,0,0,0,0,0.695,0.008,5.15,20.831,47.44,0.095,0,34.79,788.292,1090.021,0.05,0.332
17.859,6090.755,40.283,-31.819,62.338,31.828,962.674,0.777,962.675,0.046,47.575,0.785,42,-87.996,32.143,6.487,0,0.039,-4.73E-06,34.953,4.48,200.756,1.563,78.553,67.752,2.097,0.057,2.95E+06,0,1.428,0.536,0.589,0.337,0.071,0.12,1.583,2.572,2.10E-04,0,0,0,0,0.748,0.008,5.15,20.831,46.743,0.095,0,34.783,788.231,1090.013,0.05,0.333
17.909,6092.73,38.693,-31.782,61.292,31.792,965.052,0.781,965.052,0.046,47.535,0.799,42,-87.996,32.143,6.887,0,0.04,-4.61E-06,34.953,4.48,200.756,1.563,78.281,67.752,2.045,0.056,2.90E+06,0,1.393,0.536,0.594,0.337,0.071,0.12,1.702,2.675,1.69E-05,0,0,0,0,0.805,0.008,5.15,20.831,46.033,0.095,0,34.776,788.174,1090.005,0.05,0.334
17.959,6094.624,37.105,-31.744,60.27,31.755,967.428,0.785,967.428,0.046,47.495,0.812,42,-87.996,32.143,7.31,0,0.041,-4.38E-06,34.953,4.48,200.756,1.563,78.002,67.752,1.99,0.055,2.85E+06,0,1.36,0.536,0.6,0.337,0.071,0.12,1.83,2.779,1.49E-04,0,0,0,0,0.865,0.008,5.15,20.831,45.308,0.096,0,34.769,788.118,1089.997,0.05,0.334
18.009,6096.44,35.519,-31.705,59.274,31.716,969.802,0.789,969.802,0.047,47.454,0.826,42,-87.996,32.143,7.755,0,0.041,-4.41E-06,34.953,4.48,200.756,1.563,77.716,67.752,1.935,0.054,2.80E+06,0,1.329,0.536,0.606,0.337,0.071,0.12,1.969,2.88,4.10E-05,0,0,0,0,0.929,0.008,5.15,20.831,44.57,0.096,0,34.763,788.065,1089.99,0.05,0.335
18.059,6098.176,33.934,-31.664,58.305,31.675,972.173,0.793,972.174,0.047,47.412,0.841,42,-87.996,32.143,8.225,0,0.042,-4.31E-06,34.953,4.48,200.756,1.563,77.424,67.752,1.878,0.053,2.76E+06,0,1.3,0.536,0.613,0.337,0.071,0.12,2.118,2.981,-4.61E-04,0,0,0,0,0.996,0.008,5.15,20.831,43.817,0.096,0,34.757,788.014,1089.983,0.05,0.336
18.109,6099.834,32.352,-31.621,57.363,31.632,974.543,0.797,974.543,0.047,47.37,0.857,42,-87.996,32.143,8.719,0,0.043,-4.13E-06,34.953,4.48,200.756,1.563,77.127,67.752,1.82,0.053,2.71E+06,0,1.273,0.536,0.62,0.337,0.071,0.12,2.278,3.079,8.62E-05,0,0,0,0,1.067,0.008,5.15,20.831,43.051,0.096,0,34.751,787.965,1089.977,0.05,0.336
18.159,6101.412,30.772,-31.576,56.451,31.588,976.91,0.801,976.91,0.047,47.327,0.872,42,-87.996,32.143,9.238,0,0.044,-3.98E-06,34.953,4.48,200.756,1.563,76.824,67.752,1.762,0.052,2.67E+06,0,1.247,0.536,0.627,0.337,0.071,0.12,2.45,3.174,1.97E-04,0,0,0,0,1.142,0.008,5.15,20.831,42.27,0.097,0,34.745,787.919,1089.971,0.05,0.337
18.209,6102.911,29.195,-31.528,55.57,31.541,979.275,0.805,979.276,0.047,47.282,0.889,42,-87.996,32.143,9.783,0,0.045,-3.71E-06,34.953,4.48,200.756,1.563,76.517,67.752,1.702,0.051,2.63E+06,0,1.223,0.536,0.635,0.337,0.071,0.12,2.636,3.265,3.74E-04,0,0,0,0,1.221,0.008,5.15,20.831,41.476,0.097,0,34.74,787.875,1089.965,0.05,0.338
18.259,6104.331,27.62,-31.479,54.72,31.492,981.638,0.809,981.639,0.047,47.238,0.905,42,-87.996,32.143,10.353,0,0.045,-3.57E-06,34.953,4.48,200.756,1.563,76.207,67.752,1.642,0.05,2.59E+06,0,1.2,0.536,0.643,0.337,0.071,0.12,2.834,3.35,-1.71E-04,0,0,0,0,1.303,0.008,5.15,20.831,40.668,0.097,0,34.735,787.833,1089.959,0.05,0.338
18.309,6105.673,26.047,-31.427,53.903,31.44,983.999,0.813,983.999,0.047,47.192,0.922,42,-87.996,32.143,10.95,0,0.046,-3.51E-06,34.953,4.48,200.756,1.563,75.895,67.752,1.581,0.049,2.55E+06,0,1.179,0.536,0.651,0.337,0.071,0.12,3.047,3.429,-3.55E-04,0,0,0,0,1.389,0.007,5.15,20.831,39.846,0.097,0,34.73,787.794,1089.954,0.05,0.339
