# Base (Up to date)
# 739 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (80.8 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (ft/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°C),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,-6.555e-4,-0.131,-13.11,0.131,13.11,0,0,0,0,0,0,41.998,-88.006,32.162,92.59,0,0,0,1.521e4,3671,6.234,0.049,NaN,64.882,NaN,0.003,1.453e5,88.288,-1.184e-6,0.828,-1.885e-4,0.565,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.421e-5,5.157,130,90.012,0,2.894,13.613,988.2,1114.003,0.01,0.003
0.02,0.001,0.249,25,0.249,25,0,0,0,0,0,0,41.998,-88.006,32.162,85.084,0,0,0,1.52e4,3668,6.233,0.049,NaN,64.882,NaN,0.003,1.457e5,264.865,8e-6,0.828,0.001,0.564,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.709e-5,5.157,130,90.012,0,2.89,13.613,988.2,1114.003,0.01,0.004
0.03,0.007,0.883,63.127,0.883,63.127,0,0,0,0,0,0,41.998,-88.006,32.162,73.052,0,0,0,1.52e4,3665,6.232,0.049,NaN,64.882,NaN,0.003,1.516e5,441.441,3.029e-4,0.822,0.044,0.559,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.551e-5,5.157,130,90.012,0,2.89,13.613,988.2,1114.003,0.01,0.005
0.04,0.02,1.893,101.266,1.893,101.266,0,0,0,0,0,0,41.998,-88.006,32.162,56.723,0,0,0,1.52e4,3663,6.231,0.049,NaN,64.882,NaN,0.003,1.733e5,618.017,0.002,0.805,0.26,0.541,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.052e-4,5.157,130,90.012,0,2.887,13.613,988.2,1114.003,0.01,0.006
0.05,0.046,3.287,139.416,3.287,139.416,0,0,0,0,0,0,41.998,-88.006,32.162,41.253,0,0,0,1.519e4,3660,6.23,0.049,NaN,64.882,NaN,0.004,2.196e5,794.594,0.009,0.775,0.599,0.512,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.563e-4,5.157,130,90.012,0,2.887,13.613,988.2,1114.003,0.01,0.007
# Event LIFTOFF occurred at t=0.06 seconds
0.06,0.089,4.987,169.82,4.987,169.82,0,0,0,0,0,0,41.998,-88.006,32.162,30.138,0,0,0,1.519e4,3654,6.228,0.049,NaN,64.882,NaN,0.005,2.894e5,935.074,0.02,0.744,0.821,0.48,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.404e-4,5.157,130,90.012,0,2.894,13.613,988.2,1114.003,0.01,0.009
0.07,0.148,6.762,177.657,6.762,177.657,0,0,0,0,0,0,41.998,-88.006,32.162,23.262,0,0,0,1.518e4,3648,6.226,0.049,NaN,64.843,NaN,0.007,3.694e5,970.949,0.036,0.718,0.897,0.455,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.329e-4,5.157,130,90.012,0,2.904,13.613,988.2,1114.003,0.01,0.011
0.08,0.223,8.602,184.068,8.602,184.068,0,0,0,0,0,0,41.998,-88.006,32.162,18.678,0,0,0,1.518e4,3641,6.224,0.049,NaN,64.843,NaN,0.008,4.559e5,1000.194,0.056,0.698,0.904,0.434,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.324e-4,5.157,130,90.012,0,2.913,13.613,988.2,1114.003,0.01,0.011
0.09,0.318,10.505,190.482,10.505,190.482,0,0,0,0,0,0,41.998,-88.006,32.162,15.527,0,0,0,1.517e4,3635,6.222,0.049,NaN,64.843,NaN,0.01,5.474e5,1029.438,0.079,0.681,0.881,0.418,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5.157,130,90.012,0,2.92,13.613,988.2,1114.003,0.01,0.012
0.1,0.433,12.474,196.903,12.474,196.903,0,0,0,0,0,0,41.998,-88.006,32.162,13.235,0,0,0,1.516e4,3628,6.219,0.049,NaN,64.843,NaN,0.012,6.433e5,1058.683,0.104,0.667,0.842,0.404,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5.157,130,90.012,0,2.93,13.612,988.2,1114.003,0.01,0.013
0.11,0.568,14.508,203.327,14.508,203.327,0,0,0,0,0,0,41.998,-88.006,32.162,11.402,0,0,0,1.515e4,3621,6.217,0.049,NaN,64.803,NaN,0.013,7.43e5,1087.928,0.132,0.656,0.803,0.392,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,90.012,0,2.933,13.612,988.2,1114.003,0.01,0.015
0.12,0.725,16.604,209.757,16.604,209.757,0,0,0,0,0,0,41.998,-88.006,32.162,10.027,0,0,0,1.515e4,3615,6.215,0.049,NaN,64.803,NaN,0.015,8.465e5,1117.173,0.164,0.645,0.768,0.382,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,90.012,0,2.933,13.612,988.2,1114.003,0.01,0.017
0.13,0.902,18.766,216.191,18.766,216.191,0,0,0,0,0,0,41.998,-88.006,32.162,8.881,0,0,0,1.514e4,3608,6.213,0.049,NaN,64.803,NaN,0.017,9.535e5,1146.418,0.2,0.636,0.739,0.373,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,90.012,0,2.936,13.611,988.2,1113.999,0.01,0.018
0.14,1.099,20.991,222.628,20.991,222.628,0,0,0,0,0,0,41.998,-88.006,32.162,7.964,0,0,0,1.514e4,3602,6.21,0.049,NaN,64.803,NaN,0.019,1.064e6,1175.663,0.24,0.628,0.714,0.365,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,90.012,0,2.94,13.611,988.2,1113.999,0.01,0.018
0.15,1.322,23.281,229.072,23.281,229.072,0,0,0,0,0,0,41.998,-88.006,32.162,7.219,0,0,0,1.513e4,3595,6.208,0.049,NaN,64.803,NaN,0.021,1.178e6,1204.907,0.286,0.621,0.693,0.358,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,2.94,13.611,988.2,1113.999,0.01,0.019
0.16,1.565,25.636,235.518,25.636,235.518,0,0,0,0,0,0,41.998,-88.006,32.162,6.532,0,0,0,1.512e4,3588,6.206,0.049,NaN,64.764,NaN,0.023,1.295e6,1234.152,0.337,0.615,0.675,0.351,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,2.936,13.61,988.2,1113.999,0.01,0.02
0.17,1.834,28.054,241.972,28.054,241.972,0,0,0,0,0,0,41.998,-88.006,32.162,5.959,0,0,0,1.512e4,3582,6.203,0.049,NaN,64.764,NaN,0.025,1.416e6,1263.397,0.394,0.609,0.66,0.345,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,2.93,13.61,988.2,1113.996,0.01,0.021
0.18,2.126,30.531,247.575,30.531,247.575,0,0,0,0,0,0,41.998,-88.006,32.162,5.443,0,0,0,1.511e4,3575,6.201,0.049,NaN,64.764,NaN,0.028,1.54e6,1288.669,0.456,0.603,0.647,0.34,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,2.923,13.609,988.2,1113.996,0.01,0.022
0.19,2.444,33.012,248.012,33.012,248.012,0,0,0,0,0,0,41.998,-88.006,32.162,5.042,0,0,0,1.51e4,3567,6.198,0.049,NaN,64.724,NaN,0.03,1.664e6,1290.105,0.524,0.598,0.637,0.335,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,2.917,13.608,988.1,1113.996,0.01,0.023
0.2,2.789,35.486,247.585,35.486,247.585,0,0,0,0,0,0,41.998,-88.006,32.162,4.698,0,0,0,1.509e4,3560,6.196,0.049,NaN,64.724,NaN,0.032,1.787e6,1287.567,0.596,0.594,0.627,0.33,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,2.91,13.608,988.1,1113.993,0.01,0.024
0.21,3.156,37.956,247.156,37.956,247.156,0,0,0,0,0,0,41.998,-88.006,32.162,4.412,0,0,0,1.509e4,3552,6.193,0.049,NaN,64.724,NaN,0.034,1.911e6,1285.03,0.673,0.59,0.619,0.326,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,2.92,13.607,988.1,1113.993,0.01,0.024
0.22,3.547,40.423,246.726,40.423,246.726,0,0,0,0,0,0,41.998,-88.006,32.162,4.125,0,0,0,1.508e4,3544,6.191,0.049,NaN,64.724,NaN,0.036,2.034e6,1282.493,0.754,0.586,0.613,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,2.927,13.606,988.1,1113.99,0.01,0.026
0.23,3.963,42.887,246.296,42.887,246.296,0,0,0,0,0,0,41.998,-88.006,32.162,3.896,0,0,0,1.507e4,3537,6.188,0.049,NaN,64.685,NaN,0.039,2.158e6,1279.956,0.845,0.586,0.61,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,2.936,13.605,988.1,1113.99,0.01,0.027
0.24,4.403,45.344,245.86,45.344,245.86,0,0,0,0,0,0,41.998,-88.006,32.162,3.724,0,0,0,1.506e4,3529,6.185,0.049,NaN,64.685,NaN,0.041,2.281e6,1277.418,0.941,0.586,0.608,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,2.943,13.604,988.1,1113.986,0.01,0.028
0.25,4.869,47.799,245.427,47.799,245.427,0,0,0,0,0,0,41.998,-88.006,32.162,3.552,0,0,0,1.506e4,3522,6.183,0.049,NaN,64.685,NaN,0.043,2.404e6,1274.881,1.042,0.586,0.606,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,2.949,13.604,988.1,1113.986,0.01,0.029
0.26,5.361,50.246,244.99,50.246,244.99,0,0,0,0,0,0,41.998,-88.006,32.162,3.323,0,0,0,1.505e4,3514,6.18,0.049,NaN,64.646,NaN,0.045,2.526e6,1272.344,1.147,0.587,0.604,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,2.943,13.603,988,1113.983,0.01,0.03
0.27,5.876,52.69,244.551,52.69,244.551,0,0,0,0,0,0,41.998,-88.006,32.162,3.209,0,0,0,1.504e4,3507,6.177,0.049,NaN,64.646,NaN,0.047,2.649e6,1269.806,1.258,0.587,0.603,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,2.933,13.602,988,1113.98,0.01,0.031
0.28,6.414,55.131,244.111,55.131,244.111,0,0,0,0,0,0,41.998,-88.006,32.162,3.037,0,0,0,1.503e4,3499,6.175,0.049,NaN,64.646,NaN,0.05,2.771e6,1267.269,1.374,0.587,0.601,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,2.927,13.6,988,1113.98,0.01,0.031
0.29,6.978,57.569,243.668,57.569,243.668,0,0,0,0,0,0,41.998,-88.006,32.162,2.922,0,0,0,1.503e4,3492,6.172,0.049,NaN,64.646,NaN,0.052,2.893e6,1264.732,1.494,0.587,0.6,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,2.92,13.599,988,1113.976,0.01,0.032
0.3,7.566,60,243.225,60,243.225,0,0,0,0,0,0,41.998,-88.006,32.162,2.75,0,0,0,1.502e4,3484,6.169,0.049,NaN,64.606,NaN,0.054,3.015e6,1262.195,1.62,0.587,0.599,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,2.91,13.598,988,1113.973,0.01,0.033
0.31,8.179,62.428,242.887,62.428,242.887,0,0,0,0,0,0,41.998,-88.006,32.162,2.693,0,0,0,1.501e4,3477,6.167,0.049,NaN,64.606,NaN,0.056,3.137e6,1260.148,1.751,0.587,0.598,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,2.91,13.597,987.9,1113.973,0.01,0.034
0.32,8.816,64.856,242.651,64.856,242.651,0,0,0,0,0,0,41.998,-88.006,32.162,2.578,0,0,0,1.5e4,3469,6.164,0.049,NaN,64.606,NaN,0.058,3.258e6,1258.593,1.887,0.587,0.598,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,2.91,13.596,987.9,1113.97,0.01,0.035
0.33,9.475,67.277,242.418,67.277,242.418,0,0,0,0,0,0,41.998,-88.006,32.162,2.464,0,0,0,1.5e4,3462,6.162,0.049,NaN,64.567,NaN,0.06,3.38e6,1257.037,2.028,0.587,0.597,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,2.91,13.594,987.9,1113.967,0.01,0.035
0.34,10.161,69.698,242.178,69.698,242.178,0,0,0,0,0,0,41.998,-88.006,32.162,2.406,0,0,0,1.499e4,3454,6.159,0.049,NaN,64.567,NaN,0.063,3.501e6,1255.482,2.174,0.587,0.596,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,2.907,13.593,987.9,1113.963,0.01,0.036
0.35,10.869,72.119,241.942,72.119,241.942,0,0,0,0,0,0,41.998,-88.006,32.162,2.292,0,0,0,1.498e4,3447,6.157,0.049,NaN,64.567,NaN,0.065,3.622e6,1253.926,2.325,0.587,0.596,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,2.907,13.592,987.8,1113.96,0.01,0.037
0.36,11.601,74.534,241.703,74.534,241.703,0,0,0,0,0,0,41.998,-88.006,32.162,2.235,0,0,0,1.497e4,3440,6.154,0.049,NaN,64.567,NaN,0.067,3.744e6,1252.371,2.481,0.587,0.595,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,2.91,13.59,987.8,1113.96,0.01,0.038
# Event LAUNCHROD occurred at t=0.37 seconds
0.37,12.359,76.949,241.46,76.949,241.46,0,0,0,0,0,0,41.998,-88.006,32.162,2.177,0,0,0,1.497e4,3432,6.151,0.049,NaN,64.528,NaN,0.069,3.865e6,1250.815,2.642,0.587,0.595,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,5.157,130,90.012,0,2.91,13.589,987.8,1113.957,0.01,0.039
0.385,13.54,80.564,241.184,80.564,241.184,-9.521e-7,-5.072e-5,5.072e-5,-91.1,0.007,0.463,41.998,-88.006,32.162,2.063,0,0.057,-3.637e-5,1.496e4,3421,6.147,0.049,75,64.528,2.031,0.072,4.046e6,1248.871,2.893,0.587,0.594,0.322,0.144,0.121,0.434,0.882,1.629e-4,0,0,0,0,9.969e-6,0.01,5.157,130,90.012,90.012,2.913,13.586,987.7,1113.95,0.015,0.039
0.408,15.413,85.981,240.761,85.981,240.761,-6.083e-6,-3.219e-4,3.219e-4,-91.1,0.016,0.476,41.998,-88.006,32.162,1.948,0,0.172,-6.371e-5,1.494e4,3404,6.142,0.049,75.079,64.488,2.056,0.077,4.317e6,1245.954,3.29,0.587,0.593,0.322,0.144,0.121,0.404,0.83,-4.19e-4,0,0,0,0,5.89e-5,0.01,5.157,130,90.012,90.012,2.92,13.583,987.7,1113.944,0.023,0.04
0.441,18.451,94.088,240.354,94.088,240.354,-2.266e-5,-0.001,0.001,-91.1,0.033,0.469,41.998,-88.006,32.162,1.776,0,0.401,-5.827e-5,1.491e4,3379,6.133,0.049,75.236,64.449,2.09,0.085,4.724e6,1242.675,3.933,0.587,0.593,0.322,0.144,0.121,0.365,0.762,7.532e-5,0,0,0,0,1.972e-4,0.01,5.157,130,90.012,90.012,2.936,13.577,987.6,1113.93,0.034,0.041
0.491,23.458,106.158,241.67,106.158,241.67,-6.867e-5,-0.003,0.003,-91.158,0.056,0.381,41.998,-88.006,32.162,1.49,0,0.745,-9.689e-5,1.488e4,3342,6.12,0.049,75.433,64.409,2.138,0.095,5.328e6,1246.622,4.996,0.588,0.592,0.322,0.144,0.121,0.312,0.666,-3.744e-4,0,0,0,0,5.153e-4,0.013,5.157,130,89.954,90.012,2.933,13.567,987.4,1113.911,0.05,0.041
0.541,29.072,118.32,243.461,118.32,243.465,-1.43e-4,-0.007,0.007,-91.272,0.069,0.207,41.998,-88.006,32.162,1.318,0,1.089,4.837e-4,1.484e4,3305,6.106,0.049,75.591,64.331,2.18,0.106,5.938e6,1252.852,6.198,0.588,0.591,0.322,0.144,0.121,0.269,0.584,-3.894e-4,0,0,0,0,9.294e-4,0.013,5.157,130,89.897,90.012,2.959,13.556,987.2,1113.891,0.05,0.042
0.591,35.292,130.571,245.233,130.571,245.233,-2.488e-4,-0.01,0.01,-91.387,0.072,0.085,41.998,-88.006,32.162,1.146,0,1.49,5.426e-4,1.48e4,3268,6.093,0.049,75.748,64.291,2.221,0.117,6.551e6,1259.036,7.541,0.588,0.591,0.322,0.144,0.122,0.228,0.505,-4.598e-4,0,0,0,0,0.001,0.013,5.157,130,89.84,90.012,2.972,13.543,987,1113.865,0.05,0.043
0.641,42.129,142.91,246.959,142.91,246.959,-3.894e-4,-0.013,0.013,-91.616,0.059,0.505,41.998,-88.006,32.162,0.917,6.566e-7,1.891,0.002,1.477e4,3231,6.08,0.049,75.906,64.252,2.264,0.128,7.169e6,1265.129,9.027,0.589,0.59,0.322,0.145,0.122,0.188,0.423,-3.221e-4,0,0,0,0,0.002,0.016,5.157,130,89.782,90.012,2.963,13.53,986.7,1113.839,0.05,0.044
0.691,49.587,155.335,248.661,155.335,248.665,-5.682e-4,-0.016,0.016,-92.074,0.02,1.053,41.998,-88.006,32.162,0.745,0,2.292,0.002,1.473e4,3193,6.066,0.049,76.063,64.173,2.305,0.139,7.79e6,1271.223,10.661,0.589,0.59,0.322,0.145,0.123,0.15,0.344,4.483e-4,0,0,0,0,0.002,0.016,5.157,130,89.668,90.012,2.963,13.515,986.5,1113.809,0.05,0.044
0.741,57.664,167.844,250.351,167.844,250.358,-7.887e-4,-0.016,0.016,-92.991,0.049,1.739,41.998,-88.006,32.162,0.573,2.867e-7,2.636,0.004,1.469e4,3155,6.052,0.049,76.181,64.134,2.346,0.151,8.416e6,1277.342,12.445,0.59,0.59,0.322,0.145,0.123,0.113,0.263,-2.263e-4,0,0,0,0,0.003,0.02,5.157,130,89.553,90.012,2.959,13.499,986.2,1113.776,0.05,0.046
0.791,66.371,180.44,252.014,180.44,252.028,-0.001,-0.01,0.01,-95.913,0.157,2.566,41.998,-88.006,32.162,0.401,3.243e-7,2.922,0.008,1.465e4,3117,6.038,0.049,76.378,64.055,2.389,0.162,9.045e6,1283.469,14.384,0.59,0.59,0.322,0.145,0.123,0.075,0.176,-2.645e-4,0,0,0,0,0.003,0.02,5.157,130,89.381,90.012,2.927,13.482,985.9,1113.743,0.05,0.047
0.841,75.712,193.11,253.593,193.11,253.619,-0.001,0.001,0.002,139.458,0.308,3.488,41.998,-88.006,32.162,0.229,7.775e-7,3.151,0.018,1.461e4,3079,6.024,0.049,76.496,64.016,2.429,0.173,9.678e6,1289.336,16.482,0.591,0.591,0.322,0.145,0.124,0.043,0.1,2.035e-4,0,0,0,0,0.003,0.02,5.157,130,89.267,90.069,2.959,13.463,985.5,1113.707,0.05,0.048
0.891,85.686,205.856,255.033,205.86,255.072,-0.002,0.023,0.023,94.653,0.509,4.508,41.998,-88.006,32.162,0.052,-8.824e-7,3.266,0.057,1.457e4,3041,6.01,0.049,76.654,63.937,2.469,0.185,1.031e7,1294.711,18.741,0.591,0.591,0.321,0.145,0.124,0.01,0.023,3.286e-4,0,0,0,0,0.003,0.023,5.157,130,89.095,90.069,2.963,13.443,985.2,1113.668,0.05,0.049
0.941,96.299,218.675,256.414,218.675,256.476,-0.002,0.052,0.052,92.361,0.761,5.591,41.998,-88.006,32.162,0.115,3.091e-7,-3.266,0.049,1.454e4,3002,5.996,0.049,76.614,63.858,2.473,0.196,1.095e7,1299.977,21.165,0.592,0.592,0.321,0.146,0.125,0.02,0.053,4.292e-5,0,0,0,0,-0.002,0.023,5.157,130,88.923,90.069,2.956,13.422,984.8,1113.625,0.05,0.063
0.991,107.556,231.542,257.47,231.545,257.556,-0.003,0.098,0.098,91.559,1.066,6.67,41.998,-88.006,32.162,0.229,1.593e-6,-3.037,0.022,1.45e4,2964,5.982,0.049,76.496,63.819,2.463,0.208,1.16e7,1303.928,23.754,0.593,0.593,0.321,0.146,0.126,0.047,0.119,-3.749e-5,0,0,0,0,-0.002,0.026,5.157,130,88.751,90.069,2.953,13.4,984.4,1113.579,0.05,0.065
1.041,119.455,244.459,258.396,244.465,258.51,-0.003,0.161,0.161,91.158,1.427,7.68,41.998,-88.006,32.162,0.344,-5.583e-7,-2.636,0.017,1.446e4,2925,5.967,0.048,76.417,63.74,2.458,0.22,1.224e7,1307.463,26.508,0.594,0.594,0.321,0.146,0.126,0.069,0.17,3.362e-4,0,0,0,0,-0.001,0.026,5.157,130,88.637,90.069,2.969,13.376,984,1113.533,0.05,0.066
1.091,132.001,257.405,258.947,257.411,259.091,-0.003,0.243,0.243,90.928,1.834,8.56,41.998,-88.006,32.162,0.401,-6.331e-7,-2.063,0.015,1.442e4,2886,5.953,0.048,76.339,63.701,2.458,0.231,1.288e7,1309.478,29.425,0.594,0.595,0.321,0.147,0.127,0.085,0.21,-6.384e-5,0,0,0,0,-7.21e-4,0.026,5.157,130,88.522,90.069,2.963,13.352,983.5,1113.484,0.05,0.067
1.141,145.194,270.348,258.901,270.358,259.065,-0.003,0.344,0.344,90.757,2.28,9.193,41.998,-88.006,32.162,0.458,-8.783e-7,-1.375,0.013,1.438e4,2848,5.938,0.048,76.299,63.622,2.465,0.243,1.353e7,1308.986,32.496,0.595,0.596,0.321,0.147,0.128,0.093,0.229,3.375e-5,0,0,0,0,-2.768e-4,0.03,5.157,130,88.407,90.126,2.992,13.326,983,1113.432,0.05,0.068
1.191,159.035,283.287,258.799,283.301,258.976,-0.007,0.469,0.469,90.699,2.749,9.547,41.998,-88.006,32.162,0.458,0,-0.516,0.013,1.434e4,2809,5.923,0.048,76.339,63.543,2.478,0.254,1.417e7,1308.375,35.72,0.596,0.596,0.32,0.147,0.128,0.093,0.23,-1.439e-4,0,0,0,0,-3.735e-5,0.03,5.157,130,88.35,90.126,3.005,13.298,982.5,1113.379,0.05,0.078
1.241,173.524,296.214,258.517,296.23,258.694,-0.007,0.62,0.62,90.585,3.228,9.56,41.998,-88.006,32.162,0.401,4.663e-7,0.344,0.012,1.43e4,2770,5.908,0.048,76.378,63.504,2.498,0.266,1.481e7,1307.09,39.095,0.597,0.597,0.32,0.147,0.129,0.085,0.212,1.673e-4,0,0,0,0,1.66e-5,0.033,5.157,130,88.35,90.126,3.012,13.269,982,1113.32,0.05,0.079
1.291,188.655,309.124,258.176,309.144,258.34,-0.007,0.794,0.794,90.527,3.701,9.216,41.998,-88.006,32.162,0.344,0,1.203,0.014,1.427e4,2731,5.894,0.048,76.417,63.425,2.524,0.278,1.545e7,1305.655,42.62,0.598,0.598,0.32,0.148,0.13,0.07,0.176,-1.314e-4,0,0,0,0,1.691e-4,0.033,5.157,130,88.407,90.184,3.009,13.239,981.5,1113.261,0.05,0.08
1.341,204.436,321.982,257.172,322.008,257.313,-0.01,0.991,0.991,90.527,4.144,8.517,41.998,-88.006,32.162,0.229,1.856e-6,1.948,0.015,1.423e4,2693,5.879,0.048,76.535,63.386,2.555,0.289,1.609e7,1301.486,46.288,0.599,0.599,0.32,0.148,0.131,0.049,0.124,-2.364e-4,0,0,0,0,3.927e-4,0.036,5.157,130,88.465,90.184,2.982,13.208,980.9,1113.199,0.05,0.081
1.391,220.853,334.751,255.295,334.78,255.407,-0.01,1.207,1.207,90.47,4.544,7.513,41.998,-88.006,32.162,0.115,-8.205e-7,2.406,0.023,1.419e4,2655,5.864,0.048,76.654,63.307,2.59,0.301,1.672e7,1293.678,50.086,0.6,0.6,0.32,0.149,0.132,0.024,0.061,-1.199e-4,0,0,0,0,5.68e-4,0.036,5.157,130,88.579,90.241,2.959,13.176,980.3,1113.133,0.05,0.082
1.441,237.907,347.421,253.389,347.457,253.468,-0.013,1.444,1.444,90.47,4.888,6.339,41.998,-88.006,32.162,0.011,-1.465e-6,-2.521,0.172,1.415e4,2617,5.849,0.048,76.732,63.228,2.622,0.312,1.735e7,1285.923,54.017,0.601,0.601,0.319,0.149,0.133,0.002,0.006,-3.202e-6,0,0,0,0,-5.917e-4,0.036,5.157,130,88.694,90.298,2.94,13.142,979.7,1113.068,0.05,0.083
1.491,255.594,360.003,251.565,360.043,251.617,-0.013,1.696,1.696,90.47,5.174,5.18,41.998,-88.006,32.162,0.115,-1.267e-6,-2.349,0.009,1.411e4,2579,5.834,0.048,76.654,63.189,2.617,0.324,1.797e7,1278.75,58.078,0.602,0.602,0.319,0.149,0.134,0.024,0.064,2.658e-4,0,0,0,0,-4.624e-4,0.039,5.157,130,88.866,90.298,2.874,13.107,979.1,1112.999,0.05,0.083
1.541,273.904,372.497,249.728,372.536,249.76,-0.016,1.959,1.959,90.47,5.407,4.14,41.998,-88.006,32.162,0.229,0,-1.776,0.001,1.407e4,2541,5.819,0.048,76.575,63.11,2.615,0.335,1.858e7,1271.707,62.267,0.603,0.603,0.319,0.15,0.135,0.043,0.114,7.834e-5,0,0,0,0,-2.439e-4,0.039,5.157,130,88.923,90.355,2.871,13.07,978.4,1112.927,0.05,0.084
1.591,292.841,384.905,248.058,384.944,248.081,-0.016,2.234,2.234,90.47,5.591,3.435,41.998,-88.006,32.162,0.286,5.514e-7,-0.859,-0.002,1.404e4,2504,5.805,0.048,76.535,63.031,2.62,0.346,1.919e7,1265.618,66.58,0.604,0.605,0.319,0.15,0.136,0.054,0.142,-4.336e-4,0,0,0,0,-5.409e-5,0.043,5.157,130,89.038,90.413,2.881,13.033,977.8,1112.851,0.05,0.085
