# Cold -15C (Data loaded from a file)
# 738 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (78.2 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (ft/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°C),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,-6.555e-4,-0.131,-13.11,0.131,13.11,0,0,0,0,0,0,41.998,-88.006,32.162,91.731,0,0,0,1.521e4,3671,6.234,0.049,NaN,64.882,NaN,0.004,2.405e5,88.288,-7.833e-7,0.764,-5.247e-5,0.501,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.421e-5,5.157,130,90.012,0,4.327,-0.641,998,1085.666,0.01,0.003
0.02,0.001,0.249,25,0.249,25,0,0,0,0,0,0,41.998,-88.006,32.162,86.689,0,0,0,1.52e4,3668,6.233,0.049,NaN,64.882,NaN,0.004,2.412e5,264.865,5.325e-6,0.764,3.547e-4,0.501,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.709e-5,5.157,130,90.012,0,4.334,-0.641,998,1085.666,0.01,0.004
0.03,0.007,0.883,63.127,0.883,63.127,0,0,0,0,0,0,41.998,-88.006,32.162,78.553,0,0,0,1.52e4,3665,6.232,0.049,NaN,64.882,NaN,0.004,2.461e5,441.441,2.12e-4,0.762,0.014,0.498,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.551e-5,5.157,130,90.012,0,4.344,-0.641,998,1085.666,0.01,0.005
0.04,0.02,1.893,101.266,1.893,101.266,0,0,0,0,0,0,41.998,-88.006,32.162,66.463,0,0,0,1.52e4,3663,6.231,0.049,NaN,64.882,NaN,0.004,2.635e5,618.017,0.002,0.754,0.1,0.49,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.052e-4,5.157,130,90.012,0,4.35,-0.641,998,1085.666,0.01,0.006
0.05,0.046,3.287,139.416,3.287,139.416,0,0,0,0,0,0,41.998,-88.006,32.162,52.941,0,0,0,1.519e4,3660,6.23,0.049,NaN,64.882,NaN,0.005,3.031e5,794.594,0.007,0.739,0.311,0.475,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.563e-4,5.157,130,90.012,0,4.357,-0.641,998,1085.666,0.01,0.007
# Event LIFTOFF occurred at t=0.06 seconds
0.06,0.089,4.987,169.823,4.987,169.823,0,0,0,0,0,0,41.998,-88.006,32.162,41.196,0,0,0,1.519e4,3654,6.228,0.049,NaN,64.882,NaN,0.006,3.681e5,935.074,0.019,0.719,0.556,0.455,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.404e-4,5.157,130,90.012,0,4.367,-0.641,998,1085.666,0.01,0.008
0.07,0.148,6.762,177.657,6.762,177.657,0,0,0,0,0,0,41.998,-88.006,32.162,32.888,0,0,0,1.518e4,3648,6.226,0.049,NaN,64.843,NaN,0.007,4.474e5,970.949,0.037,0.7,0.719,0.436,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.329e-4,5.157,130,90.012,0,4.377,-0.641,998,1085.666,0.01,0.009
0.08,0.223,8.602,184.068,8.602,184.068,0,0,0,0,0,0,41.998,-88.006,32.162,27.044,0,0,0,1.518e4,3641,6.224,0.049,NaN,64.843,NaN,0.009,5.363e5,1000.194,0.06,0.683,0.805,0.42,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.324e-4,5.157,130,90.012,0,4.386,-0.641,998,1085.666,0.01,0.01
0.09,0.318,10.505,190.479,10.505,190.479,0,0,0,0,0,0,41.998,-88.006,32.162,22.689,0,0,0,1.517e4,3635,6.222,0.049,NaN,64.843,NaN,0.01,6.325e5,1029.438,0.087,0.669,0.841,0.405,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5.157,130,90.012,0,4.396,-0.641,998,1085.663,0.01,0.011
0.1,0.433,12.474,196.9,12.474,196.9,0,0,0,0,0,0,41.998,-88.006,32.162,19.481,0,0,0,1.516e4,3628,6.219,0.049,NaN,64.843,NaN,0.012,7.348e5,1058.683,0.118,0.657,0.848,0.393,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5.157,130,90.012,0,4.406,-0.641,998,1085.663,0.01,0.012
0.11,0.568,14.508,203.323,14.508,203.323,0,0,0,0,0,0,41.998,-88.006,32.162,16.902,0,0,0,1.515e4,3621,6.217,0.049,NaN,64.803,NaN,0.014,8.42e5,1087.928,0.154,0.646,0.84,0.382,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,90.012,0,4.4,-0.641,998,1085.663,0.01,0.013
0.12,0.725,16.604,209.751,16.604,209.751,0,0,0,0,0,0,41.998,-88.006,32.162,14.84,0,0,0,1.515e4,3615,6.215,0.049,NaN,64.803,NaN,0.016,9.54e5,1117.173,0.192,0.636,0.819,0.373,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,90.012,0,4.396,-0.641,998,1085.663,0.01,0.014
0.13,0.902,18.766,216.181,18.766,216.181,0,0,0,0,0,0,41.998,-88.006,32.162,13.178,0,0,0,1.514e4,3608,6.213,0.049,NaN,64.803,NaN,0.018,1.07e6,1146.418,0.234,0.628,0.792,0.364,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,90.012,0,4.39,-0.642,998,1085.663,0.01,0.015
0.14,1.099,20.991,222.621,20.991,222.621,0,0,0,0,0,0,41.998,-88.006,32.162,11.803,0,0,0,1.514e4,3602,6.21,0.049,NaN,64.803,NaN,0.02,1.191e6,1175.663,0.28,0.62,0.765,0.357,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,90.012,0,4.383,-0.642,998,1085.663,0.01,0.016
0.15,1.322,23.281,229.062,23.281,229.062,0,0,0,0,0,0,41.998,-88.006,32.162,10.657,0,0,0,1.513e4,3595,6.208,0.049,NaN,64.803,NaN,0.022,1.316e6,1204.907,0.331,0.614,0.74,0.35,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,4.377,-0.642,998,1085.663,0.01,0.017
0.16,1.565,25.636,235.509,25.636,235.509,0,0,0,0,0,0,41.998,-88.006,32.162,9.683,0,0,0,1.512e4,3588,6.206,0.049,NaN,64.764,NaN,0.024,1.444e6,1234.152,0.387,0.607,0.718,0.344,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,4.383,-0.642,997.9,1085.663,0.01,0.018
0.17,1.834,28.054,241.959,28.054,241.959,0,0,0,0,0,0,41.998,-88.006,32.162,8.881,0,0,0,1.512e4,3582,6.203,0.049,NaN,64.764,NaN,0.026,1.577e6,1263.397,0.448,0.602,0.698,0.338,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,4.39,-0.642,997.9,1085.663,0.01,0.019
0.18,2.126,30.531,247.562,30.531,247.562,0,0,0,0,0,0,41.998,-88.006,32.162,8.193,0,0,0,1.511e4,3575,6.201,0.049,NaN,64.764,NaN,0.028,1.713e6,1288.669,0.516,0.597,0.681,0.333,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,4.393,-0.643,997.9,1085.659,0.01,0.02
0.19,2.444,33.009,247.999,33.009,247.999,0,0,0,0,0,0,41.998,-88.006,32.162,7.563,0,0,0,1.51e4,3567,6.198,0.049,NaN,64.724,NaN,0.031,1.849e6,1290.105,0.589,0.592,0.666,0.328,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,4.4,-0.643,997.9,1085.659,0.01,0.022
0.2,2.789,35.486,247.569,35.486,247.569,0,0,0,0,0,0,41.998,-88.006,32.162,7.047,0,0,0,1.509e4,3560,6.196,0.049,NaN,64.724,NaN,0.033,1.986e6,1287.567,0.666,0.588,0.654,0.324,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,4.403,-0.643,997.9,1085.659,0.01,0.023
0.21,3.156,37.956,247.139,37.956,247.139,0,0,0,0,0,0,41.998,-88.006,32.162,6.589,0,0,0,1.509e4,3552,6.193,0.049,NaN,64.724,NaN,0.035,2.122e6,1285.03,0.75,0.586,0.645,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,4.396,-0.644,997.9,1085.659,0.01,0.024
0.22,3.547,40.423,246.706,40.423,246.706,0,0,0,0,0,0,41.998,-88.006,32.162,6.188,0,0,0,1.508e4,3544,6.191,0.049,NaN,64.724,NaN,0.037,2.258e6,1282.493,0.842,0.586,0.64,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,4.39,-0.644,997.9,1085.659,0.01,0.025
0.23,3.963,42.884,246.273,42.884,246.273,0,0,0,0,0,0,41.998,-88.006,32.162,5.844,0,0,0,1.507e4,3537,6.188,0.049,NaN,64.685,NaN,0.04,2.394e6,1279.956,0.939,0.586,0.634,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,4.38,-0.644,997.9,1085.656,0.01,0.026
0.24,4.403,45.341,245.84,45.341,245.84,0,0,0,0,0,0,41.998,-88.006,32.162,5.5,0,0,0,1.506e4,3529,6.185,0.049,NaN,64.685,NaN,0.042,2.53e6,1277.418,1.041,0.586,0.63,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,4.373,-0.645,997.9,1085.656,0.01,0.026
0.25,4.869,47.795,245.404,47.795,245.404,0,0,0,0,0,0,41.998,-88.006,32.162,5.214,0,0,0,1.506e4,3522,6.183,0.049,NaN,64.685,NaN,0.044,2.665e6,1274.881,1.148,0.587,0.626,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,4.367,-0.645,997.9,1085.656,0.01,0.027
0.26,5.361,50.246,244.964,50.246,244.964,0,0,0,0,0,0,41.998,-88.006,32.162,4.985,0,0,0,1.505e4,3514,6.18,0.049,NaN,64.646,NaN,0.046,2.801e6,1272.344,1.261,0.587,0.623,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,4.357,-0.646,997.9,1085.656,0.01,0.028
0.27,5.876,52.69,244.524,52.69,244.524,0,0,0,0,0,0,41.998,-88.006,32.162,4.698,0,0,0,1.504e4,3507,6.177,0.049,NaN,64.646,NaN,0.049,2.936e6,1269.806,1.379,0.587,0.62,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,4.347,-0.646,997.9,1085.653,0.01,0.029
0.28,6.414,55.128,244.081,55.128,244.081,0,0,0,0,0,0,41.998,-88.006,32.162,4.526,0,0,0,1.503e4,3499,6.175,0.049,NaN,64.646,NaN,0.051,3.071e6,1267.269,1.503,0.587,0.617,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,4.337,-0.647,997.8,1085.653,0.01,0.03
0.29,6.978,57.566,243.638,57.566,243.638,0,0,0,0,0,0,41.998,-88.006,32.162,4.297,0,0,0,1.503e4,3492,6.172,0.049,NaN,64.646,NaN,0.053,3.206e6,1264.732,1.631,0.587,0.615,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,4.327,-0.647,997.8,1085.653,0.01,0.031
0.3,7.566,59.997,243.196,59.997,243.196,0,0,0,0,0,0,41.998,-88.006,32.162,4.125,0,0,0,1.502e4,3484,6.169,0.049,NaN,64.606,NaN,0.055,3.34e6,1262.195,1.765,0.587,0.613,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,4.321,-0.648,997.8,1085.65,0.01,0.031
0.31,8.176,62.425,242.851,62.425,242.851,0,0,0,0,0,0,41.998,-88.006,32.162,3.953,0,0,0,1.501e4,3477,6.167,0.049,NaN,64.606,NaN,0.058,3.475e6,1260.148,1.905,0.587,0.611,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,4.327,-0.648,997.8,1085.65,0.01,0.032
0.32,8.812,64.849,242.615,64.849,242.615,0,0,0,0,0,0,41.998,-88.006,32.162,3.839,0,0,0,1.5e4,3469,6.164,0.049,NaN,64.606,NaN,0.06,3.609e6,1258.593,2.05,0.587,0.609,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,4.334,-0.649,997.8,1085.65,0.01,0.032
0.33,9.475,67.274,242.379,67.274,242.379,0,0,0,0,0,0,41.998,-88.006,32.162,3.667,0,0,0,1.5e4,3462,6.162,0.049,NaN,64.567,NaN,0.062,3.744e6,1257.037,2.201,0.587,0.608,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,4.341,-0.649,997.8,1085.646,0.01,0.033
0.34,10.161,69.695,242.139,69.695,242.139,0,0,0,0,0,0,41.998,-88.006,32.162,3.552,0,0,0,1.499e4,3454,6.159,0.049,NaN,64.567,NaN,0.064,3.878e6,1255.482,2.356,0.587,0.607,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,4.347,-0.65,997.8,1085.646,0.01,0.034
0.35,10.869,72.113,241.9,72.113,241.9,0,0,0,0,0,0,41.998,-88.006,32.162,3.438,0,0,0,1.498e4,3447,6.157,0.049,NaN,64.567,NaN,0.067,4.012e6,1253.926,2.518,0.587,0.606,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,4.357,-0.651,997.7,1085.646,0.01,0.035
0.36,11.601,74.528,241.657,74.528,241.657,0,0,0,0,0,0,41.998,-88.006,32.162,3.323,0,0,0,1.497e4,3440,6.154,0.049,NaN,64.567,NaN,0.069,4.146e6,1252.371,2.683,0.587,0.605,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,4.35,-0.651,997.7,1085.643,0.01,0.035
# Event LAUNCHROD occurred at t=0.37 seconds
0.37,12.359,76.942,241.414,76.942,241.414,0,0,0,0,0,0,41.998,-88.006,32.162,3.209,0,0,0,1.497e4,3432,6.151,0.049,NaN,64.528,NaN,0.071,4.279e6,1250.815,2.855,0.587,0.604,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,5.157,130,90.012,0,4.344,-0.652,997.7,1085.643,0.01,0.036
0.385,13.54,80.558,241.132,80.558,241.135,-8.435e-5,0,8.435e-5,-180.023,0.01,0.764,41.998,-88.006,32.162,3.094,0,0.115,-3.104e-5,1.496e4,3421,6.147,0.049,74.252,64.528,1.889,0.074,4.48e6,1248.871,3.121,0.587,0.602,0.322,0.144,0.121,0.668,1.263,-2.654e-4,0,0,0,0,2.314e-5,0.01,5.157,130,90.012,-2.342e-4,4.337,-0.653,997.7,1085.64,0.015,0.038
0.408,15.413,85.971,240.705,85.971,240.705,-5.341e-4,0,5.341e-4,-180.023,0.03,0.781,41.998,-88.006,32.162,2.865,0,0.286,5.879e-5,1.494e4,3404,6.142,0.049,74.409,64.488,1.924,0.079,4.78e6,1245.954,3.542,0.587,0.6,0.322,0.144,0.121,0.617,1.186,2.107e-4,0,0,0,0,1.365e-4,0.01,5.157,130,90.012,-3.712e-5,4.324,-0.655,997.6,1085.636,0.023,0.039
0.441,18.451,94.078,240.292,94.078,240.292,-0.002,0,0.002,-180.023,0.056,0.764,41.998,-88.006,32.162,2.578,0,0.63,8.205e-5,1.491e4,3379,6.133,0.049,74.606,64.449,1.972,0.087,5.229e6,1242.675,4.224,0.587,0.598,0.322,0.144,0.121,0.55,1.083,3.263e-5,0,0,0,0,4.55e-4,0.01,5.157,130,89.954,1.206e-4,4.311,-0.658,997.6,1085.63,0.034,0.04
0.491,23.458,106.145,241.591,106.145,241.591,-0.007,0,0.007,-180.023,0.092,0.636,41.998,-88.006,32.162,2.235,0,1.089,4.101e-6,1.488e4,3342,6.12,0.049,74.882,64.409,2.034,0.098,5.898e6,1246.622,5.353,0.588,0.596,0.322,0.144,0.121,0.468,0.952,-2.117e-4,0,0,0,0,0.001,0.013,5.157,130,89.954,7.586e-4,4.314,-0.662,997.5,1085.623,0.05,0.041
0.541,29.068,118.304,243.369,118.304,243.369,-0.01,-4.154e-8,0.01,-180.023,0.115,0.364,41.998,-88.006,32.162,1.891,-3.019e-7,1.662,-2.055e-4,1.484e4,3305,6.106,0.049,75.118,64.331,2.09,0.109,6.572e6,1252.852,6.628,0.588,0.594,0.322,0.144,0.122,0.4,0.833,2.436e-4,0,0,0,0,0.002,0.013,5.157,130,89.84,5.545e-5,4.334,-0.667,997.3,1085.614,0.05,0.042
0.591,35.289,130.548,245.118,130.548,245.118,-0.016,-1.086e-7,0.016,-180.023,0.125,0.082,41.998,-88.006,32.162,1.604,4.572e-7,2.235,1.962e-4,1.48e4,3268,6.093,0.049,75.354,64.291,2.145,0.12,7.25e6,1259.036,8.051,0.588,0.593,0.322,0.144,0.122,0.336,0.717,-3.796e-4,0,0,0,0,0.003,0.013,5.157,130,89.782,-1.042e-4,4.341,-0.673,997.2,1085.6,0.05,0.043
0.641,42.126,142.881,246.824,142.881,246.827,-0.023,-1.907e-7,0.023,-180.023,0.105,0.725,41.998,-88.006,32.162,1.318,-4.492e-7,2.865,-1.298e-4,1.477e4,3231,6.08,0.049,75.551,64.252,2.2,0.132,7.934e6,1265.129,9.626,0.589,0.592,0.322,0.145,0.122,0.274,0.599,1.513e-4,0,0,0,0,0.004,0.016,5.157,130,89.668,3.116e-5,4.324,-0.679,997.1,1085.587,0.05,0.044
0.691,49.58,155.299,248.507,155.299,248.51,-0.026,-3.177e-7,0.026,-180.023,0.049,1.572,41.998,-88.006,32.162,1.031,0,3.438,2.876e-4,1.473e4,3193,6.066,0.049,75.787,64.173,2.255,0.143,8.622e6,1271.223,11.356,0.589,0.591,0.322,0.145,0.123,0.215,0.479,-3.024e-4,0,0,0,0,0.005,0.016,5.157,130,89.496,-7.374e-4,4.308,-0.686,996.9,1085.574,0.05,0.045
0.741,57.657,167.799,250.167,167.799,250.18,-0.026,-5.745e-7,0.026,-180.023,0.056,2.612,41.998,-88.006,32.162,0.802,9.425e-7,3.953,9.397e-4,1.469e4,3155,6.052,0.049,76.024,64.134,2.309,0.155,9.314e6,1277.342,13.248,0.59,0.591,0.322,0.145,0.123,0.161,0.365,4.651e-4,0,0,0,0,0.006,0.02,5.157,130,89.324,-0.003,4.321,-0.693,996.7,1085.561,0.05,0.046
0.791,66.362,180.384,251.795,180.384,251.824,-0.02,-1.245e-6,0.02,-180.023,0.217,3.858,41.998,-88.006,32.162,0.516,-5.487e-7,4.412,0.001,1.465e4,3117,6.038,0.049,76.22,64.055,2.364,0.166,1.001e7,1283.469,15.304,0.59,0.591,0.322,0.145,0.124,0.106,0.245,1.022e-4,0,0,0,0,0.007,0.02,5.157,130,89.095,-0.004,4.314,-0.701,996.5,1085.545,0.05,0.047
0.841,75.699,193.045,253.33,193.045,253.386,-0.003,-2.793e-6,0.003,-179.966,0.446,5.266,41.998,-88.006,32.162,0.286,9.987e-7,4.756,0.002,1.461e4,3079,6.024,0.049,76.457,64.016,2.417,0.178,1.071e7,1289.336,17.532,0.591,0.591,0.322,0.145,0.124,0.057,0.13,-2.839e-4,0,0,0,0,0.007,0.02,5.157,130,88.866,-0.005,4.347,-0.71,996.3,1085.528,0.05,0.048
0.891,85.669,205.778,254.718,205.778,254.81,0.026,-5.643e-6,0.026,-0.013,0.748,6.808,41.998,-88.006,32.162,0.045,5.566e-7,4.87,0.01,1.457e4,3041,6.01,0.049,76.654,63.937,2.47,0.19,1.142e7,1294.711,19.934,0.592,0.592,0.321,0.146,0.125,0.009,0.015,-4.069e-4,0,0,0,0,0.006,0.023,5.157,130,88.637,-0.005,4.36,-0.719,996.1,1085.509,0.05,0.062
0.941,96.276,218.576,256.04,218.576,256.178,0.072,-1.016e-5,0.072,-0.008,1.129,8.419,41.998,-88.006,32.162,0.172,0,-4.813,0.003,1.454e4,3002,5.996,0.049,76.535,63.858,2.461,0.201,1.212e7,1299.977,22.516,0.592,0.592,0.321,0.146,0.125,0.034,0.09,-3.444e-4,0,0,0,0,-0.005,0.023,5.157,130,88.407,-0.006,4.386,-0.729,995.9,1085.489,0.05,0.063
0.991,107.526,231.424,257.028,231.43,257.221,0.141,-1.687e-5,0.141,-0.007,1.591,10.043,41.998,-88.006,32.162,0.401,1.86e-6,-4.412,4.738e-4,1.45e4,2964,5.982,0.049,76.378,63.819,2.441,0.213,1.284e7,1303.928,25.277,0.593,0.593,0.321,0.146,0.126,0.075,0.187,-5.556e-5,0,0,0,0,-0.004,0.026,5.157,130,88.121,-0.006,4.367,-0.739,995.6,1085.469,0.05,0.064
1.041,119.419,244.318,257.881,244.327,258.14,0.233,-2.621e-5,0.233,-0.006,2.136,11.552,41.998,-88.006,32.162,0.516,-3.115e-7,-3.782,0.002,1.446e4,2925,5.967,0.048,76.26,63.74,2.427,0.225,1.355e7,1307.463,28.217,0.594,0.594,0.321,0.146,0.127,0.107,0.263,-3.416e-4,0,0,0,0,-0.003,0.026,5.157,130,87.949,-0.005,4.354,-0.75,995.4,1085.446,0.05,0.065
1.091,131.959,257.234,258.36,257.247,258.678,0.354,-3.802e-5,0.354,-0.006,2.746,12.795,41.998,-88.006,32.162,0.63,-2.149e-6,-2.865,0.002,1.442e4,2886,5.953,0.048,76.181,63.701,2.424,0.237,1.426e7,1309.478,31.329,0.595,0.595,0.321,0.147,0.127,0.128,0.311,-4.616e-4,0,0,0,0,-0.001,0.026,5.157,130,87.777,-0.003,4.386,-0.761,995.1,1085.423,0.05,0.067
1.141,145.144,270.148,258.245,270.167,258.609,0.509,-5.135e-5,0.509,-0.006,3.409,13.688,41.998,-88.006,32.162,0.688,0,-1.776,0.002,1.438e4,2848,5.938,0.048,76.142,63.622,2.429,0.249,1.498e7,1308.986,34.606,0.596,0.596,0.321,0.147,0.128,0.139,0.338,-3.699e-4,0,0,0,0,-4.618e-4,0.03,5.157,130,87.663,-0.001,4.38,-0.774,994.8,1085.4,0.05,0.068
1.191,158.973,283.051,258.084,283.081,258.471,0.696,-6.43e-5,0.696,-0.005,4.108,14.114,41.998,-88.006,32.162,0.688,-1.031e-6,-0.458,0.003,1.434e4,2809,5.923,0.048,76.142,63.543,2.444,0.261,1.569e7,1308.375,38.041,0.597,0.597,0.32,0.147,0.129,0.137,0.334,-2.888e-4,0,0,0,0,-2.728e-5,0.03,5.157,130,87.605,0.001,4.38,-0.786,994.5,1085.374,0.05,0.078
1.241,173.448,295.942,257.756,295.978,258.136,0.919,-7.477e-5,0.919,-0.005,4.813,13.993,41.998,-88.006,32.162,0.63,-4.141e-7,0.917,9.265e-4,1.43e4,2770,5.908,0.048,76.22,63.504,2.469,0.273,1.64e7,1307.09,41.631,0.598,0.598,0.32,0.148,0.13,0.122,0.301,-8.243e-5,0,0,0,0,1.026e-4,0.033,5.157,130,87.605,0.004,4.373,-0.799,994.2,1085.348,0.05,0.079
1.291,188.566,308.809,257.382,308.858,257.726,1.178,-8.074e-5,1.178,-0.004,5.495,13.304,41.998,-88.006,32.162,0.458,1.214e-6,2.177,0.001,1.427e4,2731,5.894,0.048,76.339,63.425,2.504,0.285,1.711e7,1305.655,45.378,0.599,0.599,0.32,0.148,0.131,0.095,0.239,3.539e-4,0,0,0,0,5.363e-4,0.033,5.157,130,87.72,0.005,4.377,-0.813,993.9,1085.322,0.05,0.079
1.341,204.327,321.631,256.355,321.69,256.637,1.467,-8.133e-5,1.467,-0.003,6.132,12.067,41.998,-88.006,32.162,0.286,-4.976e-6,3.151,2.923e-5,1.423e4,2693,5.879,0.048,76.496,63.386,2.546,0.297,1.781e7,1301.486,49.277,0.6,0.6,0.32,0.148,0.131,0.06,0.153,-2.759e-4,0,0,0,0,0.001,0.036,5.157,130,87.834,0.005,4.377,-0.828,993.5,1085.292,0.05,0.08
1.391,220.728,334.357,254.455,334.423,254.669,1.788,-7.631e-5,1.788,-0.002,6.693,10.41,41.998,-88.006,32.162,0.115,4.993e-7,3.724,-8.377e-5,1.419e4,2655,5.864,0.048,76.654,63.307,2.594,0.308,1.851e7,1293.678,53.322,0.601,0.601,0.32,0.149,0.132,0.021,0.052,2.664e-4,0,0,0,0,0.001,0.036,5.157,130,88.006,0.003,4.383,-0.843,993.2,1085.262,0.05,0.081
1.441,237.762,346.985,252.516,347.06,252.664,2.136,-6.762e-5,2.136,-0.002,7.165,8.586,41.998,-88.006,32.162,0.115,-5.534e-6,-3.724,0.004,1.415e4,2617,5.849,0.048,76.693,63.228,2.61,0.32,1.921e7,1285.923,57.514,0.602,0.602,0.319,0.149,0.133,0.018,0.049,-4.719e-4,0,0,0,0,-0.001,0.036,5.157,130,88.178,-0.001,4.39,-0.858,992.8,1085.233,0.05,0.082
1.491,255.423,359.524,250.653,359.603,250.745,2.503,-5.804e-5,2.503,-0.001,7.546,6.841,41.998,-88.006,32.162,0.286,-4.602e-6,-3.094,0.002,1.411e4,2579,5.834,0.048,76.535,63.189,2.595,0.331,1.99e7,1278.75,61.854,0.603,0.603,0.319,0.15,0.134,0.052,0.135,-2.341e-4,0,0,0,0,-8.209e-4,0.039,5.157,130,88.35,-0.006,4.406,-0.874,992.4,1085.2,0.05,0.083
1.541,273.711,371.969,248.76,372.051,248.819,2.887,-5.049e-5,2.887,-0.001,7.851,5.522,41.998,-88.006,32.162,0.344,-4.38e-6,-1.948,0.003,1.407e4,2541,5.819,0.048,76.457,63.11,2.591,0.343,2.058e7,1271.707,66.329,0.604,0.604,0.319,0.15,0.135,0.073,0.189,5.621e-6,0,0,0,0,-3.098e-4,0.039,5.157,130,88.465,-0.009,4.367,-0.891,992,1085.167,0.05,0.084
