0,806.814,637.777,-0.16128,2.53339e-05,0,-0.0125664,-6.9115e-05,0.00015708,0,0.103865
0.05,838.456,634.754,0.0130713,-0.387686,0,-0.0117218,-0.000367574,0.000157085,-0.000614746,0.103851
0.1,869.948,631.747,0.1873,-0.706764,0,-0.00882544,0.000167964,0.000157092,-0.00113685,0.103842
0.15,901.289,628.756,0.332534,-0.896324,0,-0.00415659,0.00168183,0.000157034,-0.00146691,0.103884
0.2,932.481,625.781,0.420439,-0.919807,0,0.00130971,0.00394719,0.000156822,-0.00153878,0.104023
0.25,963.525,622.821,0.433695,-0.777666,0,0.00634842,0.00648176,0.000156443,-0.00134316,0.104284
0.3,994.421,619.876,0.371618,-0.505759,0,0.00993111,0.00872794,0.000156006,-0.000928761,0.104666
0.35,1025.17,616.947,0.249761,-0.161521,0,0.0115748,0.0102479,0.000155693,-0.000383188,0.105144
0.4,1055.77,614.032,0.0937158,0.197376,0,0.0115126,0.010926,0.000155646,0.000199999,0.105676
0.45,1086.23,611.132,-0.0731545,0.522395,0,0.0098501,0.0109596,0.000155909,0.000741309,0.106227
0.5,1116.54,608.245,-0.229157,0.761229,0,0.00645127,0.010156,0.000156419,0.00115511,0.106758
0.55,1146.71,605.374,-0.348432,0.870858,0,0.00185346,0.00852827,0.000157019,0.00136575,0.107228
0.6,1176.74,602.516,-0.409361,0.833395,0,-0.00301193,0.00636458,0.000157531,0.00133566,0.107602
0.65,1206.62,599.673,-0.401509,0.661124,0,-0.0071595,0.00411402,0.000157853,0.00107658,0.107863
0.7,1236.36,596.844,-0.328507,0.391412,0,-0.00986955,0.00223593,0.000157993,0.000644037,0.10802
0.75,1265.96,594.028,-0.206339,0.0738691,0,-0.0109115,0.00105195,0.000158026,0.000117966,0.108098
0.8,1295.42,591.225,-0.0571531,-0.246379,0,-0.010588,0.000565956,0.000158021,-0.000424722,0.108137
0.85,1324.74,588.436,0.100227,-0.529383,0,-0.00883963,0.000671267,0.000158002,-0.000916759,0.108164
0.9,1353.92,585.659,0.246238,-0.731846,0,-0.00563599,0.00155252,0.000157942,-0.00128386,0.108217
0.95,1382.96,582.896,0.358208,-0.820207,0,-0.00147184,0.00317367,0.000157781,-0.00146397,0.108332
1,1411.86,580.145,0.417493,-0.781582,0,0.002875,0.00527787,0.000157473,-0.0014279,0.108542
1.05,1440.63,577.408,0.414858,-0.626953,0,0.00659895,0.00747755,0.000157053,-0.00118707,0.108862
1.1,1469.26,574.683,0.35278,-0.387061,0,0.0091056,0.00937275,0.000156634,-0.000788752,0.109285
1.15,1497.75,571.97,0.244247,-0.102736,0,0.0101784,0.0106692,0.000156359,-0.000300992,0.109789
1.2,1526.11,569.27,0.108235,0.187579,0,0.0100273,0.0113135,0.000156336,0.00020855,0.110341
1.25,1554.33,566.581,-0.0382865,0.451106,0,0.00870257,0.0114478,0.000156593,0.000682026,0.110912
1.3,1582.42,563.904,-0.179586,0.652453,0,0.00610443,0.0109316,0.000157088,0.00105691,0.111475
1.35,1610.37,561.239,-0.296665,0.761336,0,0.00255355,0.00973451,0.0001577,0.00127607,0.111994
1.4,1638.19,558.586,-0.372087,0.76216,0,-0.00135853,0.00801688,0.000158282,0.00130592,0.112439
1.45,1665.88,555.945,-0.394714,0.657958,0,-0.0049594,0.00607228,0.00015872,0.00114531,0.112792
1.5,1693.44,553.315,-0.362424,0.468929,0,-0.00768303,0.00424258,0.000158978,0.000824723,0.113048
