Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw)
Type,USC / SI,Time,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Degrees / Degrees,Degrees / Degrees,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,PSId / Pascals,PSId / Pascals,PSIa / Pascals,F / F,Ft/s / m/s,PSId / Pascals, / ,1/ft / 1/ft,ft/s / m/s,F / F, / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / 
Mult,USC,250218 10:02:23.522, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000, 9.655318,-4.863175, 2.561654,-1.995776,-19.504623,23.438967, 9.655318,-4.863175, 2.561654,-1.995776,-19.504623,23.438967, 9.655318,-4.863175, 2.561654,-1.995775,-19.504623,23.438967, 0.156948, 0.720842,14.607069,69.788550,300.450897, 0.725407, 0.266355,1830901.000000,300.000000,69.549992,-0.000000,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001, 1.012842,-0.002933, 0.001682, 0.021460,-0.063655,,,,,
Mult,USC,250218 10:02:23.534, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000,10.390415,-5.519149,13.119657, 2.421523, 0.281603,25.056529,10.390415,-5.519149,13.119657, 2.421523, 0.281603,25.056529,10.390415,-5.519148,13.119657, 2.421523, 0.281603,25.056529, 0.156948, 0.720842,14.607069,69.788550,300.450897, 0.725407, 0.266355,1830901.000000,300.000000,69.549992,-0.000000,-0.000000, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001, 1.015674,-0.003452, 0.001877, 0.021121,-0.068548,,,,,
Mult,USC,250218 10:02:23.546, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000, 9.653919,-6.631322, 0.758165, 0.098962,-27.608043,26.453154, 9.653919,-6.631322, 0.758165, 0.098962,-27.608043,26.453154, 9.653919,-6.631321, 0.758165, 0.098963,-27.608043,26.453154, 0.156948, 0.720842,14.607069,69.788550,300.450897, 0.725407, 0.266355,1830901.000000,300.000000,69.549992,-0.000001,-0.000001,-0.000001, 0.000000, 0.000000, 0.000000,-0.000001, 0.000000, 1.014719,-0.003323, 0.001935, 0.023169,-0.063349,,,,,
Mult,USC,250218 10:02:23.558, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000, 8.178222,-7.212390,-5.911438, 5.609544, 1.051335,26.420894, 8.178222,-7.212390,-5.911438, 5.609544, 1.051335,26.420894, 8.178222,-7.212390,-5.911438, 5.609544, 1.051336,26.420894, 0.156948, 0.720842,14.607069,69.788550,300.450897, 0.725407, 0.266355,1830901.000000,300.000000,69.549992,-0.000001,-0.000000, 0.000000, 0.000000,-0.000001,-0.000001,-0.000001, 0.000001, 1.013614,-0.003082, 0.001968, 0.020486,-0.053493,,,,,
Mult,USC,250218 10:02:23.570, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000, 9.135764,-7.740905, 1.829811, 4.249353,-23.624272,25.409259, 9.135764,-7.740905, 1.829811, 4.249353,-23.624272,25.409259, 9.135765,-7.740905, 1.829811, 4.249354,-23.624272,25.409259, 0.156948, 0.720842,14.607069,69.788550,300.450897, 0.725407, 0.266355,1830901.000000,300.000000,69.549992,-0.000001,-0.000000,-0.000001, 0.000001,-0.000001, 0.000000,-0.000001,-0.000001, 1.012717,-0.002960, 0.001877, 0.020142,-0.059725,,,,,
Mult,USC,250218 10:02:23.582, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000,10.228516,-7.287734,12.210222, 6.238537,-5.730657,23.433200,10.228516,-7.287734,12.210222, 6.238537,-5.730657,23.433200,10.228516,-7.287734,12.210222, 6.238538,-5.730657,23.433200, 0.156948, 0.720842,14.607069,69.788550,300.450897, 0.725407, 0.266355,1830901.000000,300.000000,69.549992,-0.000001,-0.000000,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 1.011435,-0.003143, 0.001807, 0.021594,-0.067165,,,,,
Mult,USC,250218 10:02:23.594, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000,10.351392,-6.668508, 1.690449, 0.669243,-23.175971,22.121112,10.351392,-6.668508, 1.690449, 0.669243,-23.175971,22.121112,10.351392,-6.668507, 1.690449, 0.669244,-23.175971,22.121112, 0.156948, 0.720842,14.607069,69.788550,300.450897, 0.725407, 0.266355,1830901.000000,300.000000,69.549992,-0.000001,-0.000001, 0.000001, 0.000000,-0.000001, 0.000000,-0.000001,-0.000001, 1.010062,-0.003363, 0.001813, 0.021817,-0.067937,,,,,
Mult,USC,250218 10:02:23.606, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000, 9.023854,-5.662341,-6.238504, 1.907623,-7.139681,20.961050, 9.023854,-5.662341,-6.238504, 1.907623,-7.139681,20.961050, 9.023854,-5.662341,-6.238504, 1.907623,-7.139681,20.961050, 0.156948, 0.720842,14.607069,69.788550,300.450897, 0.725407, 0.266355,1830901.000000,300.000000,69.549992,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001, 0.000000, 1.013382,-0.002997, 0.001981, 0.020337,-0.059379,,,,,
Mult,USC,250218 10:02:23.618, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002,-0.000002, 8.529527,-4.233502,-3.709522,-0.780180,-16.798712,20.142015, 8.529527,-4.233502,-3.709522,-0.780180,-16.798712,20.142015, 8.529527,-4.233502,-3.709522,-0.780179,-16.798712,20.142015, 0.156923, 0.720448,14.618515,69.788550,300.298798, 0.725241, 0.266220,1831408.250000,300.000000,69.549992,-0.000001,-0.000000, 0.000001, 0.000001, 0.000000,-0.000001, 0.000000, 0.000000, 1.013190,-0.003049, 0.002014, 0.022696,-0.056325,,,,,
Mult,USC,250218 10:02:23.630, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002,-0.000002,10.154745,-4.133078,12.031289, 0.519866,-4.448341,19.304456,10.154745,-4.133078,12.031289, 0.519866,-4.448341,19.304456,10.154746,-4.133078,12.031288, 0.519867,-4.448341,19.304456, 0.156923, 0.720448,14.618515,69.788550,300.298798, 0.725241, 0.266220,1831408.250000,300.000000,69.549992,-0.000001,-0.000001, 0.000000,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001, 1.015167,-0.003296, 0.001910, 0.023615,-0.067187,,,,,
Mult,USC,250218 10:02:23.642, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002,-0.000002,10.668764,-3.928090, 7.534548,-2.797393,-25.462480,19.125915,10.668764,-3.928090, 7.534548,-2.797393,-25.462480,19.125915,10.668764,-3.928090, 7.534548,-2.797391,-25.462480,19.125915, 0.156923, 0.720448,14.618515,69.788550,300.298798, 0.725241, 0.266220,1831408.250000,300.000000,69.549992,-0.000000,-0.000000,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001, 0.000000, 1.012970,-0.003265, 0.001746, 0.019952,-0.070643,,,,,
Mult,USC,250218 10:02:23.654, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002,-0.000002, 9.506680,-3.182246,-4.101009, 0.952514, 3.728282,18.773998, 9.506680,-3.182246,-4.101009, 0.952514, 3.728282,18.773998, 9.506680,-3.182246,-4.101010, 0.952515, 3.728282,18.773998, 0.156923, 0.720448,14.618515,69.788550,300.298798, 0.725241, 0.266220,1831408.250000,300.000000,69.549992,-0.000001,-0.000000,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001, 0.000001, 1.011523,-0.003357, 0.001904, 0.018939,-0.062991,,,,,
Mult,USC,250218 10:02:23.666, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002,-0.000002, 9.958740,-3.609194,-6.822801,-1.558338,-30.301643,18.438122, 9.958740,-3.609194,-6.822801,-1.558338,-30.301643,18.438122, 9.958740,-3.609194,-6.822801,-1.558337,-30.301643,18.438122, 0.156923, 0.720448,14.618515,69.788550,300.298798, 0.725241, 0.266220,1831408.250000,300.000000,69.549992,-0.000001,-0.000000, 0.000000,-0.000001,-0.000001, 0.000000,-0.000001, 0.000000, 1.014050,-0.003052, 0.002390, 0.022665,-0.066108,,,,,
Mult,USC,250218 10:02:23.678, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002,-0.000002,10.870148,-4.060609,10.470139,-3.019660,-4.219847,18.104889,10.870148,-4.060609,10.470139,-3.019660,-4.219847,18.104889,10.870149,-4.060609,10.470138,-3.019659,-4.219847,18.104889, 0.156923, 0.720448,14.618515,69.788550,300.298798, 0.725241, 0.266220,1831408.250000,300.000000,69.549992,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000, 0.000000,-0.000001,-0.000001, 1.010986,-0.002948, 0.001816, 0.022348,-0.071853,,,,,
Mult,USC,250218 10:02:23.690, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002,-0.000002,10.722977,-4.223373, 8.885095,-1.401594,-18.416997,18.788376,10.722977,-4.223373, 8.885095,-1.401594,-18.416997,18.788376,10.722977,-4.223372, 8.885095,-1.401592,-18.416997,18.788376, 0.156923, 0.720448,14.618515,69.788550,300.298798, 0.725241, 0.266220,1831408.250000,300.000000,69.549992,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000, 0.000000, 0.000000,-0.000001, 1.009430,-0.003082, 0.001880, 0.017731,-0.070942,,,,,
Mult,USC,250218 10:02:23.702, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002,-0.000002, 9.473643,-5.166027,-3.130463,-2.707572,-13.118998,20.656919, 9.473643,-5.166027,-3.130463,-2.707572,-13.118998,20.656919, 9.473643,-5.166027,-3.130463,-2.707571,-13.118998,20.656919, 0.156923, 0.720448,14.618515,69.788550,300.298798, 0.725241, 0.266220,1831408.250000,300.000000,69.549992,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001, 0.000000,-0.000001, 1.010236,-0.003201, 0.001782, 0.019385,-0.062330,,,,,
Mult,USC,250218 10:02:23.714, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000,10.489392,-4.069132,-5.752193, 0.689220,-12.868017,18.272393,10.489392,-4.069132,-5.752193, 0.689220,-12.868017,18.272393,10.489392,-4.069133,-5.752193, 0.689219,-12.868017,18.272393, 0.156919, 0.720605,14.621524,69.788550,300.277832, 0.725289, 0.266201,1831657.125000,300.000000,69.549992,-0.000001,-0.000001, 0.000001,-0.000001, 0.000000, 0.000000,-0.000001,-0.000001, 1.012305,-0.003143, 0.001776, 0.022067,-0.069474,,,,,
Mult,USC,250218 10:02:23.726, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000,10.946030,-3.497522, 7.660191,-5.079469,-9.869116,16.685686,10.946030,-3.497522, 7.660191,-5.079469,-9.869116,16.685686,10.946030,-3.497523, 7.660191,-5.079470,-9.869115,16.685686, 0.156919, 0.720605,14.621524,69.788550,300.277832, 0.725289, 0.266201,1831657.125000,300.000000,69.549992,-0.000001,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.012463,-0.003491, 0.001941, 0.019577,-0.072422,,,,,
Mult,USC,250218 10:02:23.738, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000,10.363088,-2.685671, 7.670332,-1.244804,-17.731122,16.065105,10.363088,-2.685671, 7.670332,-1.244804,-17.731122,16.065105,10.363088,-2.685672, 7.670332,-1.244805,-17.731122,16.065105, 0.156919, 0.720605,14.621524,69.788550,300.277832, 0.725289, 0.266201,1831657.125000,300.000000,69.549992,-0.000001,-0.000001,-0.000001, 0.000000, 0.000000,-0.000001,-0.000001,-0.000001, 1.012265,-0.003308, 0.002103, 0.018314,-0.068850,,,,,
Mult,USC,250218 10:02:23.750, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000, 8.546564,-3.335667,-3.348888,-4.905344,-12.652985,16.634362, 8.546564,-3.335667,-3.348888,-4.905344,-12.652985,16.634362, 8.546563,-3.335667,-3.348888,-4.905345,-12.652984,16.634362, 0.156919, 0.720605,14.621524,69.788550,300.277832, 0.725289, 0.266201,1831657.125000,300.000000,69.549992,-0.000001,-0.000001, 0.000000, 0.000000, 0.000000, 0.000000,-0.000001,-0.000001, 1.012451,-0.003082, 0.001654, 0.020230,-0.056470,,,,,
Mult,USC,250218 10:02:23.762, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000, 8.747276,-3.208113,-5.187977,-2.872536,-13.519705,18.025171, 8.747276,-3.208113,-5.187977,-2.872536,-13.519705,18.025171, 8.747276,-3.208114,-5.187977,-2.872537,-13.519705,18.025171, 0.156919, 0.720605,14.621524,69.788550,300.277832, 0.725289, 0.266201,1831657.125000,300.000000,69.549992,-0.000000,-0.000000, 0.000000,-0.000001,-0.000001, 0.000000, 0.000000,-0.000001, 1.012112,-0.002631, 0.001590, 0.021561,-0.057954,,,,,
Mult,USC,250218 10:02:23.774, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000,10.013581,-4.552144, 6.995549,-2.310828,-15.715925,19.507209,10.013581,-4.552144, 6.995549,-2.310828,-15.715925,19.507209,10.013581,-4.552144, 6.995549,-2.310829,-15.715924,19.507209, 0.156919, 0.720605,14.621524,69.788550,300.277832, 0.725289, 0.266201,1831657.125000,300.000000,69.549992,-0.000000,-0.000001, 0.000000, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 1.012201,-0.003207, 0.001813, 0.018723,-0.066086,,,,,
Mult,USC,250218 10:02:23.786, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000,11.005193,-4.620269, 8.442928, 2.561479,-22.231261,20.787140,11.005193,-4.620269, 8.442928, 2.561479,-22.231261,20.787140,11.005192,-4.620269, 8.442928, 2.561477,-22.231261,20.787140, 0.156919, 0.720605,14.621524,69.788550,300.277832, 0.725289, 0.266201,1831657.125000,300.000000,69.549992,-0.000000,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001, 0.000000,-0.000001, 1.013449,-0.002823, 0.001941, 0.019794,-0.072878,,,,,
Mult,USC,250218 10:02:23.798, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000, 9.246384,-5.663451, 1.212630, 1.387563,-14.050094,21.768967, 9.246384,-5.663451, 1.212630, 1.387563,-14.050094,21.768967, 9.246384,-5.663451, 1.212630, 1.387562,-14.050094,21.768967, 0.156919, 0.720605,14.621524,69.788550,300.277832, 0.725289, 0.266201,1831657.125000,300.000000,69.549992,-0.000001,-0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001, 1.013510,-0.002985, 0.001910, 0.024588,-0.060762,,,,,
Mult,USC,250218 10:02:23.810, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000001, 0.000000, 1.673927,-1.341227,-0.928773, 0.360661,-3.219839, 4.488305, 1.673927,-1.341227,-0.928773, 0.360661,-3.219839, 4.488305, 1.673927,-1.341227,-0.928773, 0.360661,-3.219839, 4.488305, 0.156919, 0.720605,14.621524,69.788550,300.277832, 0.725289, 0.266201,1831657.125000,300.000000,69.549992,-0.000001,-0.000000, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001, 1.002237,-0.000656, 0.000400, 0.004471,-0.010960,,,,,
Mult,USC,250218 10:02:23.822, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000,10.942627,-4.016260, 2.022822,-4.589394,-14.800727,17.160924,10.942627,-4.016260, 2.022822,-4.589394,-14.800727,17.160924,10.942626,-4.016261, 2.022822,-4.589395,-14.800727,17.160924, 0.156939, 0.721003,14.625948,69.788550,300.254333, 0.725395, 0.266180,1832068.000000,300.000000,69.549992,-0.000000,-0.000001, 0.000001,-0.000001, 0.000000, 0.000000, 0.000000, 0.000000, 1.011346,-0.003174, 0.001678, 0.018530,-0.072261,,,,,
Mult,USC,250218 10:02:23.834, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000,10.826485,-2.858698,10.646735,-2.196853,-9.261579,16.017148,10.826485,-2.858698,10.646735,-2.196853,-9.261579,16.017148,10.826485,-2.858698,10.646735,-2.196854,-9.261579,16.017148, 0.156939, 0.721003,14.625948,69.788550,300.254333, 0.725395, 0.266180,1832068.000000,300.000000,69.549992,-0.000000,-0.000000, 0.000000,-0.000001,-0.000001, 0.000000, 0.000000,-0.000001, 1.014368,-0.002963, 0.002225, 0.020862,-0.071864,,,,,
Mult,USC,250218 10:02:23.846, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000, 9.281108,-3.043684,-0.146061,-3.311765,-14.363756,16.349346, 9.281108,-3.043684,-0.146061,-3.311765,-14.363756,16.349346, 9.281108,-3.043684,-0.146061,-3.311766,-14.363756,16.349346, 0.156939, 0.721003,14.625948,69.788550,300.254333, 0.725395, 0.266180,1832068.000000,300.000000,69.549992,-0.000000,-0.000001,-0.000001,-0.000001, 0.000000, 0.000000, 0.000000,-0.000001, 1.013788,-0.002991, 0.001810, 0.022122,-0.061410,,,,,
Mult,USC,250218 10:02:23.858, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000, 8.408717,-3.500751,-4.570856,-3.894218,-9.314761,17.628288, 8.408717,-3.500751,-4.570856,-3.894218,-9.314761,17.628288, 8.408716,-3.500751,-4.570856,-3.894219,-9.314760,17.628288, 0.156939, 0.721003,14.625948,69.788550,300.254333, 0.725395, 0.266180,1832068.000000,300.000000,69.549992,-0.000001,-0.000000, 0.000000,-0.000001, 0.000000, 0.000000,-0.000001,-0.000001, 1.013257,-0.003113, 0.002390, 0.018210,-0.055560,,,,,
Mult,USC,250218 10:02:23.870, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000, 9.801085,-3.944342, 3.422698,-2.868293,-15.989994,18.962054, 9.801085,-3.944342, 3.422698,-2.868293,-15.989994,18.962054, 9.801085,-3.944343, 3.422698,-2.868294,-15.989993,18.962054, 0.156939, 0.721003,14.625948,69.788550,300.254333, 0.725395, 0.266180,1832068.000000,300.000000,69.549992,-0.000001,-0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000, 0.000000, 1.013318,-0.002991, 0.001682, 0.018808,-0.064752,,,,,
Mult,USC,250218 10:02:23.882, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000,10.762117,-4.890528,11.007927, 1.429105,-21.752029,20.298630,10.762117,-4.890528,11.007927, 1.429105,-21.752029,20.298630,10.762116,-4.890529,11.007927, 1.429103,-21.752030,20.298630, 0.156939, 0.721003,14.625948,69.788550,300.254333, 0.725395, 0.266180,1832068.000000,300.000000,69.549992,-0.000001,-0.000000, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000, 1.014334,-0.003357, 0.002045, 0.021530,-0.071182,,,,,
Mult,USC,250218 10:02:23.894, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000, 9.855775,-5.308514, 5.222276, 1.819613,-14.854954,21.496851, 9.855775,-5.308514, 5.222276, 1.819613,-14.854954,21.496851, 9.855774,-5.308515, 5.222276, 1.819612,-14.854954,21.496851, 0.156939, 0.721003,14.625948,69.788550,300.254333, 0.725395, 0.266180,1832068.000000,300.000000,69.549992,-0.000000,-0.000001, 0.000000,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001, 1.011267,-0.003293, 0.001782, 0.022443,-0.064965,,,,,
Mult,USC,250218 10:02:23.906, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000, 8.127404,-6.220191,-5.386427, 1.611729,-15.948977,22.279458, 8.127404,-6.220191,-5.386427, 1.611729,-15.948977,22.279458, 8.127404,-6.220191,-5.386427, 1.611728,-15.948977,22.279458, 0.156939, 0.721003,14.625948,69.788550,300.254333, 0.725395, 0.266180,1832068.000000,300.000000,69.549992,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001, 0.000000,-0.000001, 0.000000, 1.013324,-0.002960, 0.001813, 0.020050,-0.053307,,,,,
Mult,USC,250218 10:02:23.918, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004,-0.000002, 8.686438,-6.275712, 1.403828, 1.327800,-15.880178,22.427749, 8.686438,-6.275712, 1.403828, 1.327800,-15.880178,22.427749, 8.686437,-6.275713, 1.403828, 1.327800,-15.880178,22.427749, 0.156937, 0.721218,14.632467,69.788550,300.445923, 0.725396, 0.266350,1830902.750000,300.000000,69.549992,-0.000001,-0.000000,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001, 0.000000, 1.013861,-0.003369, 0.002133, 0.021213,-0.056904,,,,,
Mult,USC,250218 10:02:23.930, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004,-0.000002, 9.326329,-6.393352, 8.192433, 2.990065,-10.874124,22.154010, 9.326329,-6.393352, 8.192433, 2.990065,-10.874124,22.154010, 9.326329,-6.393353, 8.192433, 2.990065,-10.874124,22.154010, 0.156937, 0.721218,14.632467,69.788550,300.445923, 0.725396, 0.266350,1830902.750000,300.000000,69.549992,-0.000000, 0.000001, 0.000000, 0.000000, 0.000000,-0.000001, 0.000000,-0.000001, 1.011130,-0.002734, 0.002325, 0.023227,-0.061234,,,,,
Mult,USC,250218 10:02:23.942, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004,-0.000002, 9.263513,-6.633758, 0.189730, 2.916638,-12.162969,22.254313, 9.263513,-6.633758, 0.189730, 2.916638,-12.162969,22.254313, 9.263512,-6.633759, 0.189730, 2.916638,-12.162969,22.254313, 0.156937, 0.721218,14.632467,69.788550,300.445923, 0.725396, 0.266350,1830902.750000,300.000000,69.549992,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001, 0.000000, 0.000000,-0.000001, 1.011496,-0.002838, 0.001712, 0.020480,-0.060677,,,,,
Mult,USC,250218 10:02:23.954, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004,-0.000002,10.633750,-5.949527,-2.611238,-0.009709,-6.639059,22.389664,10.633750,-5.949527,-2.611238,-0.009709,-6.639059,22.389664,10.633750,-5.949528,-2.611238,-0.009708,-6.639059,22.389664, 0.156937, 0.721218,14.632467,69.788550,300.445923, 0.725396, 0.266350,1830902.750000,300.000000,69.549992,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001, 1.012009,-0.002979, 0.002167, 0.020108,-0.069926,,,,,
Mult,USC,250218 10:02:23.966, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004,-0.000002,11.237791,-5.534070, 0.112825, 0.035214,-10.609866,22.454884,11.237791,-5.534070, 0.112825, 0.035214,-10.609866,22.454884,11.237791,-5.534071, 0.112824, 0.035214,-10.609866,22.454884, 0.156937, 0.721218,14.632467,69.788550,300.445923, 0.725396, 0.266350,1830902.750000,300.000000,69.549992,-0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001, 1.013510,-0.003009, 0.002066, 0.022925,-0.074016,,,,,
Mult,USC,250218 10:02:23.978, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004,-0.000002,11.671076,-4.585831, 6.662947, 3.117528,-5.142959,22.121052,11.671076,-4.585831, 6.662947, 3.117528,-5.142959,22.121052,11.671076,-4.585832, 6.662947, 3.117529,-5.142960,22.121052, 0.156937, 0.721218,14.632467,69.788550,300.445923, 0.725396, 0.266350,1830902.750000,300.000000,69.549992,-0.000001,-0.000000,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000, 1.013419,-0.003482, 0.002167, 0.021204,-0.077247,,,,,
Mult,USC,250218 10:02:23.990, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004,-0.000002, 8.996276,-5.322502, 2.263367,-1.049581,-20.612361,22.336686, 8.996276,-5.322502, 2.263367,-1.049581,-20.612361,22.336686, 8.996275,-5.322503, 2.263366,-1.049581,-20.612361,22.336686, 0.156937, 0.721218,14.632467,69.788550,300.445923, 0.725396, 0.266350,1830902.750000,300.000000,69.549992,-0.000001,-0.000001, 0.000000, 0.000000,-0.000001,-0.000001, 0.000000, 0.000000, 1.010428,-0.003247, 0.001846, 0.020047,-0.059164,,,,,
Mult,USC,250218 10:02:24.002, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004,-0.000002, 8.563728,-4.686917,-1.641406, 1.679716,-1.864972,22.006990, 8.563728,-4.686917,-1.641406, 1.679716,-1.864972,22.006990, 8.563727,-4.686917,-1.641406, 1.679717,-1.864972,22.006990, 0.156937, 0.721218,14.632467,69.788550,300.445923, 0.725396, 0.266350,1830902.750000,300.000000,69.549992,-0.000000,-0.000001,-0.000001, 0.000000, 0.000000, 0.000001, 0.000000,-0.000001, 1.012271,-0.003400, 0.001712, 0.018655,-0.056407,,,,,
Mult,USC,250218 10:02:24.014, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000,10.078716,-4.638153, 3.162159,-0.825319,-16.056698,21.562750,10.078716,-4.638153, 3.162159,-0.825319,-16.056698,21.562750,10.078715,-4.638154, 3.162159,-0.825321,-16.056698,21.562750, 0.156938, 0.721462,14.606550,69.788550,300.391541, 0.725095, 0.266302,1830474.250000,300.000000,69.549992,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 1.016696,-0.003326, 0.001678, 0.022830,-0.066523,,,,,
Mult,USC,250218 10:02:24.026, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000004, 0.000000,10.859202,-5.009665, 5.845871, 1.019789,-18.922013,21.217839,10.859202,-5.009665, 5.845871, 1.019789,-18.922013,21.217839,10.859202,-5.009666, 5.845871, 1.019788,-18.922014,21.217839, 0.156938, 0.721462,14.606550,69.788550,300.391541, 0.725095, 0.266302,1830474.250000,300.000000,69.549992,-0.000001,-0.000000,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 1.013828,-0.003207, 0.001782, 0.021341,-0.071730,,,,,
