Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw),Date,ClockTime,Seconds
Type,USC / SI,Time,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Degrees / Degrees,Degrees / Degrees,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,PSId / Pascals,PSId / Pascals,PSIa / Pascals,F / F,Ft/s / m/s,PSId / Pascals, / ,1/ft / 1/ft,ft/s / m/s,F / F, / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / ,Time,,
Mult,USC,250218 10:17:15.125, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000, 9.916519,-5.303020, 7.893001, 3.140000,-15.572408,23.972227, 9.916519,-5.303020, 7.893001, 3.140000,-15.572408,23.972227, 9.916520,-5.303020, 7.893001, 3.140001,-15.572408,23.972227, 0.156942, 0.720858,14.611623,68.609106,300.097626, 0.725544, 0.266338,1836566.125000,300.000000,69.549992,-0.000000,-0.000000, 0.000000, 0.000000,-0.000001,-0.000001, 0.000000, 0.000000, 1.014044,-0.003296, 0.002032, 0.020047,-0.065473,,,,,,250218,10:17:15.125,37035.125
Mult,USC,250218 10:17:15.140, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000, 9.538271,-5.729656,-6.808823, 0.450278,-10.627657,22.176842, 9.538271,-5.729656,-6.808823, 0.450278,-10.627657,22.176842, 9.538272,-5.729656,-6.808823, 0.450279,-10.627657,22.176842, 0.156942, 0.720858,14.611623,68.609106,300.097626, 0.725544, 0.266338,1836566.125000,300.000000,69.549992,-0.000001,-0.000001,-0.000001, 0.000000, 0.000000,-0.000001,-0.000001, 0.000000, 1.012747,-0.003140, 0.002045, 0.018683,-0.062802,,,,,,250218,10:17:15.140,37035.14
Mult,USC,250218 10:17:15.155, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000, 9.417760,-5.169126, 0.171929, 0.577562,-9.503398,20.132217, 9.417760,-5.169126, 0.171929, 0.577562,-9.503398,20.132217, 9.417760,-5.169126, 0.171929, 0.577562,-9.503398,20.132217, 0.156942, 0.720858,14.611623,68.609106,300.097626, 0.725544, 0.266338,1836566.125000,300.000000,69.549992,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000, 1.010965,-0.002991, 0.001813, 0.018118,-0.061940,,,,,,250218,10:17:15.155,37035.155
Mult,USC,250218 10:17:15.170, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000,11.449256,-4.415898,12.482213, 0.986820,-14.141189,19.027605,11.449256,-4.415898,12.482213, 0.986820,-14.141189,19.027605,11.449257,-4.415898,12.482213, 0.986821,-14.141188,19.027605, 0.156942, 0.720858,14.611623,68.609106,300.097626, 0.725544, 0.266338,1836566.125000,300.000000,69.549992,-0.000000,-0.000001, 0.000000, 0.000000, 0.000000,-0.000001, 0.000000, 0.000000, 1.013733,-0.003055, 0.001846, 0.018152,-0.075822,,,,,,250218,10:17:15.170,37035.17
Mult,USC,250218 10:17:15.185, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000,11.087699,-4.539590, 0.090826,-2.933614,-22.079715,19.594241,11.087699,-4.539590, 0.090826,-2.933614,-22.079715,19.594241,11.087699,-4.539590, 0.090826,-2.933613,-22.079715,19.594241, 0.156942, 0.720858,14.611623,68.609106,300.097626, 0.725544, 0.266338,1836566.125000,300.000000,69.549992,-0.000001,-0.000001,-0.000002, 0.000000,-0.000001, 0.000000, 0.000000,-0.000001, 1.011658,-0.003052, 0.002206, 0.018912,-0.073201,,,,,,250218,10:17:15.185,37035.185
Mult,USC,250218 10:17:15.200, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000, 9.746783,-4.022007,-7.058278,-3.046188,-17.995308,21.147061, 9.746783,-4.022007,-7.058278,-3.046188,-17.995308,21.147061, 9.746783,-4.022006,-7.058278,-3.046187,-17.995308,21.147061, 0.156942, 0.720858,14.611623,68.609106,300.097626, 0.725544, 0.266338,1836566.125000,300.000000,69.549992,-0.000001,-0.000000, 0.000000, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 1.013770,-0.002869, 0.001620, 0.020300,-0.064536,,,,,,250218,10:17:15.200,37035.2
Mult,USC,250218 10:17:15.215, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000000, 8.449012,-4.702901, 9.230958,-0.052729,-19.670955,22.178372, 8.449012,-4.702901, 9.230958,-0.052729,-19.670955,22.178372, 8.449012,-4.702901, 9.230958,-0.052729,-19.670955,22.178372, 0.156926, 0.721297,14.621800,68.609106,300.030273, 0.725724, 0.266279,1837433.125000,300.000000,69.549992,-0.000000,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001, 1.013379,-0.002960, 0.001999, 0.021902,-0.055752,,,,,,250218,10:17:15.215,37035.215
Mult,USC,250218 10:17:15.230, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000000, 9.132455,-5.412286,11.381279, 1.014808,-17.916351,23.267298, 9.132455,-5.412286,11.381279, 1.014808,-17.916351,23.267298, 9.132455,-5.412286,11.381279, 1.014808,-17.916351,23.267298, 0.156926, 0.721297,14.621800,68.609106,300.030273, 0.725724, 0.266279,1837433.125000,300.000000,69.549992,-0.000000,-0.000001,-0.000001, 0.000000, 0.000000, 0.000000, 0.000001,-0.000001, 1.013950,-0.002979, 0.002393, 0.021744,-0.060203,,,,,,250218,10:17:15.230,37035.23
Mult,USC,250218 10:17:15.245, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000000, 9.177478,-7.046541,-4.402976, 3.335056,-17.704807,23.757079, 9.177478,-7.046541,-4.402976, 3.335056,-17.704807,23.757079, 9.177478,-7.046541,-4.402976, 3.335056,-17.704807,23.757079, 0.156926, 0.721297,14.621800,68.609106,300.030273, 0.725724, 0.266279,1837433.125000,300.000000,69.549992,-0.000001,-0.000001, 0.000000,-0.000001, 0.000000,-0.000001,-0.000001, 0.000000, 1.013693,-0.003049, 0.002069, 0.020367,-0.060171,,,,,,250218,10:17:15.245,37035.245
Mult,USC,250218 10:17:15.260, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000000, 9.382015,-6.773404, 1.804035, 4.194827,-12.179156,23.114394, 9.382015,-6.773404, 1.804035, 4.194827,-12.179156,23.114394, 9.382015,-6.773404, 1.804035, 4.194827,-12.179156,23.114394, 0.156926, 0.721297,14.621800,68.609106,300.030273, 0.725724, 0.266279,1837433.125000,300.000000,69.549992,-0.000001,-0.000000,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001, 1.011938,-0.003357, 0.001685, 0.020581,-0.061499,,,,,,250218,10:17:15.260,37035.26
Mult,USC,250218 10:17:15.275, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000000, 9.501456,-6.370571,12.045671, 1.655716,-14.092572,22.092087, 9.501456,-6.370571,12.045671, 1.655716,-14.092572,22.092087, 9.501456,-6.370571,12.045671, 1.655716,-14.092572,22.092087, 0.156926, 0.721297,14.621800,68.609106,300.030273, 0.725724, 0.266279,1837433.125000,300.000000,69.549992,-0.000001,-0.000000, 0.000000, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 1.013202,-0.002979, 0.001743, 0.019293,-0.062430,,,,,,250218,10:17:15.275,37035.275
Mult,USC,250218 10:17:15.290, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000000, 9.775064,-5.163639, 0.396176,-0.854281,-8.284473,22.023647, 9.775064,-5.163639, 0.396176,-0.854281,-8.284473,22.023647, 9.775064,-5.163639, 0.396176,-0.854281,-8.284473,22.023647, 0.156926, 0.721297,14.621800,68.609106,300.030273, 0.725724, 0.266279,1837433.125000,300.000000,69.549992,-0.000000,-0.000001, 0.000000,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001, 1.012997,-0.002710, 0.001999, 0.017514,-0.064308,,,,,,250218,10:17:15.290,37035.29
Mult,USC,250218 10:17:15.305, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000000,10.603653,-4.946598,-7.169847, 0.327345,-12.973630,22.107067,10.603653,-4.946598,-7.169847, 0.327345,-12.973630,22.107067,10.603653,-4.946598,-7.169847, 0.327345,-12.973630,22.107067, 0.156926, 0.721297,14.621800,68.609106,300.030273, 0.725724, 0.266279,1837433.125000,300.000000,69.549992,-0.000000,-0.000000,-0.000001,-0.000001,-0.000001, 0.000000, 0.000000,-0.000001, 1.012714,-0.003052, 0.002136, 0.017416,-0.070107,,,,,,250218,10:17:15.305,37035.305
Mult,USC,250218 10:17:15.320, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002,11.203254,-4.739179, 5.740393, 0.707230,-10.302950,21.993646,11.203254,-4.739179, 5.740393, 0.707230,-10.302950,21.993646,11.203254,-4.739179, 5.740392, 0.707231,-10.302950,21.993646, 0.156921, 0.721106,14.610053,68.631467,300.102325, 0.725458, 0.266337,1836259.875000,300.000000,69.549992,-0.000001,-0.000001, 0.000000,-0.000001, 0.000000,-0.000001, 0.000000, 0.000000, 1.015897,-0.003113, 0.001968, 0.017953,-0.074042,,,,,,250218,10:17:15.320,37035.32
Mult,USC,250218 10:17:15.335, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002, 9.973778,-4.741439, 5.673978,-0.539567,-15.805811,21.502754, 9.973778,-4.741439, 5.673978,-0.539567,-15.805811,21.502754, 9.973778,-4.741439, 5.673977,-0.539567,-15.805811,21.502754, 0.156921, 0.721106,14.610053,68.631467,300.102325, 0.725458, 0.266337,1836259.875000,300.000000,69.549992,-0.000000,-0.000000, 0.000000,-0.000001,-0.000001,-0.000001, 0.000001,-0.000001, 1.014493,-0.003491, 0.001746, 0.017999,-0.065831,,,,,,250218,10:17:15.335,37035.335
Mult,USC,250218 10:17:15.350, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002, 8.943966,-5.177081,-4.600208, 1.095362,-8.234371,20.997146, 8.943966,-5.177081,-4.600208, 1.095362,-8.234371,20.997146, 8.943966,-5.177081,-4.600208, 1.095363,-8.234371,20.997146, 0.156921, 0.721106,14.610053,68.631467,300.102325, 0.725458, 0.266337,1836259.875000,300.000000,69.549992,-0.000001,-0.000000,-0.000001, 0.000000, 0.000000, 0.000000, 0.000000,-0.000001, 1.014908,-0.002774, 0.002014, 0.018759,-0.058904,,,,,,250218,10:17:15.350,37035.35
Mult,USC,250218 10:17:15.365, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002,10.082708,-4.655546,-0.858563, 2.074940,-7.231543,20.339994,10.082708,-4.655546,-0.858563, 2.074940,-7.231543,20.339994,10.082708,-4.655546,-0.858563, 2.074940,-7.231543,20.339994, 0.156921, 0.721106,14.610053,68.631467,300.102325, 0.725458, 0.266337,1836259.875000,300.000000,69.549992,-0.000001,-0.000000, 0.000000,-0.000001,-0.000001,-0.000001, 0.000000, 0.000000, 1.013416,-0.002869, 0.001712, 0.020831,-0.066544,,,,,,250218,10:17:15.365,37035.365
Mult,USC,250218 10:17:15.380, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002, 9.842297,-5.349697, 7.364492,-1.786751,-21.312773,20.215744, 9.842297,-5.349697, 7.364492,-1.786751,-21.312773,20.215744, 9.842298,-5.349697, 7.364492,-1.786750,-21.312773,20.215744, 0.156921, 0.721106,14.610053,68.631467,300.102325, 0.725458, 0.266337,1836259.875000,300.000000,69.549992,-0.000001,-0.000000,-0.000001,-0.000001, 0.000000,-0.000001, 0.000000,-0.000001, 1.013162,-0.003140, 0.002066, 0.022278,-0.064814,,,,,,250218,10:17:15.380,37035.38
