Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw),Date,ClockTime,Seconds
Type,USC / SI,Time,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Degrees / Degrees,Degrees / Degrees,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,PSId / Pascals,PSId / Pascals,PSIa / Pascals,F / F,Ft/s / m/s,PSId / Pascals, / ,1/ft / 1/ft,ft/s / m/s,F / F, / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / ,Time,,
Mult,USC,250218 10:23:03.925, 0.000000, 0.000000, 0.000000, 0.000000, 0.000315, 0.000000,-0.000002,13.150587,-6.055489,-6.435987, 0.026826,-2.036780,21.684146,13.150587,-6.055489,-6.435987, 0.026826,-2.036780,21.684146,13.150587,-6.055489,-6.435987, 0.026827,-2.036780,21.684146, 0.156920, 0.720485,14.625527,68.818915,300.021271, 0.725577, 0.266218,1836552.375000,300.000000,69.549992,-0.000001,-0.000000,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001, 1.010989,-0.003021, 0.002423, 0.020490,-0.086745,,,,,,250218,10:23:03.925,37383.925
Mult,USC,250218 10:23:03.940, 0.000000, 0.000000, 0.000000, 0.000000, 0.000315, 0.000000,-0.000002,16.879881,-4.523930, 5.038901, 2.620834,-15.964658,21.380791,16.879881,-4.523930, 5.038901, 2.620834,-15.964658,21.380791,16.879881,-4.523930, 5.038901, 2.620835,-15.964658,21.380791, 0.156920, 0.720485,14.625527,68.818915,300.021271, 0.725577, 0.266218,1836552.375000,300.000000,69.549992,-0.000001,-0.000001,-0.000001, 0.000001,-0.000001, 0.000001,-0.000001, 0.000000, 1.011942,-0.003021, 0.002231, 0.020831,-0.112019,,,,,,250218,10:23:03.940,37383.94
Mult,USC,250218 10:23:03.955, 0.000000, 0.000000, 0.000000, 0.000000, 0.000315, 0.000000,-0.000002,16.928390,-5.085471, 7.576278,-2.202864,-18.655367,21.996807,16.928390,-5.085471, 7.576278,-2.202864,-18.655367,21.996807,16.928391,-5.085471, 7.576278,-2.202863,-18.655367,21.996807, 0.156920, 0.720485,14.625527,68.818915,300.021271, 0.725577, 0.266218,1836552.375000,300.000000,69.549992,-0.000001,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-0.000001, 1.011813,-0.003336, 0.001846, 0.021405,-0.112137,,,,,,250218,10:23:03.955,37383.955
Mult,USC,250218 10:23:03.970, 0.000000, 0.000000, 0.000000, 0.000000, 0.000315, 0.000000,-0.000002,15.432897,-4.237743,-4.711359, 0.507069,-14.047219,22.592965,15.432897,-4.237743,-4.711359, 0.507069,-14.047219,22.592965,15.432896,-4.237743,-4.711359, 0.507069,-14.047219,22.592965, 0.156920, 0.720485,14.625527,68.818915,300.021271, 0.725577, 0.266218,1836552.375000,300.000000,69.549992,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001, 1.010321,-0.002640, 0.001947, 0.019662,-0.102438,,,,,,250218,10:23:03.970,37383.97
Mult,USC,250218 10:23:03.985, 0.000000, 0.000000, 0.000000, 0.000000, 0.000315, 0.000000,-0.000002,12.127127,-5.226931, 0.866056, 0.799079,-14.953964,22.651841,12.127127,-5.226931, 0.866056, 0.799079,-14.953964,22.651841,12.127128,-5.226931, 0.866055, 0.799080,-14.953964,22.651841, 0.156920, 0.720485,14.625527,68.818915,300.021271, 0.725577, 0.266218,1836552.375000,300.000000,69.549992,-0.000000,-0.000000, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 0.000001, 1.011209,-0.003247, 0.001559, 0.018817,-0.080073,,,,,,250218,10:23:03.985,37383.985
Mult,USC,250218 10:23:04.000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000315, 0.000000,-0.000002,12.751530,-4.905774,12.195342, 0.560461,-10.366418,22.543989,12.751530,-4.905774,12.195342, 0.560461,-10.366418,22.543989,12.751531,-4.905774,12.195341, 0.560462,-10.366418,22.543989, 0.156920, 0.720485,14.625527,68.818915,300.021271, 0.725577, 0.266218,1836552.375000,300.000000,69.549992,-0.000000,-0.000000,-0.000001,-0.000001,-0.000001, 0.000001, 0.000000, 0.000000, 1.010474,-0.002927, 0.002109, 0.018967,-0.084404,,,,,,250218,10:23:04.000,37384.0
Mult,USC,250218 10:23:04.015, 0.000000, 0.000000, 0.000000, 0.000000, 0.000315, 0.000002, 0.000002,13.202944,-6.503985, 0.954180, 0.249675,-14.327773,23.088242,13.202944,-6.503985, 0.954180, 0.249675,-14.327773,23.088242,13.202945,-6.503985, 0.954180, 0.249674,-14.327773,23.088242, 0.156928, 0.720658,14.625365,68.818915,299.886475, 0.724966, 0.266098,1835831.125000,300.000000,69.549992,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001, 1.011334,-0.002991, 0.001846, 0.018555,-0.086939,,,,,,250218,10:23:04.015,37384.015
Mult,USC,250218 10:23:04.030, 0.000000, 0.000000, 0.000000, 0.000000, 0.000315, 0.000002, 0.000002,16.197619,-5.844443,-3.020978, 1.966991,-21.099239,23.642721,16.197619,-5.844443,-3.020978, 1.966991,-21.099239,23.642721,16.197619,-5.844443,-3.020977, 1.966991,-21.099239,23.642721, 0.156928, 0.720658,14.625365,68.818915,299.886475, 0.724966, 0.266098,1835831.125000,300.000000,69.549992,-0.000000,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001, 1.013217,-0.003082, 0.002161, 0.019098,-0.107217,,,,,,250218,10:23:04.030,37384.03
Mult,USC,250218 10:23:04.045, 0.000000, 0.000000, 0.000000, 0.000000, 0.000315, 0.000002, 0.000002,16.214249,-6.084226, 7.460441, 0.564619,-19.672792,23.796816,16.214249,-6.084226, 7.460441, 0.564619,-19.672792,23.796816,16.214249,-6.084226, 7.460441, 0.564619,-19.672792,23.796816, 0.156928, 0.720658,14.625365,68.818915,299.886475, 0.724966, 0.266098,1835831.125000,300.000000,69.549992, 0.000001,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000, 1.010455,-0.003085, 0.001968, 0.022034,-0.107238,,,,,,250218,10:23:04.045,37384.045
