Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw),Date,ClockTime,Seconds
Type,USC / SI,Time,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Degrees / Degrees,Degrees / Degrees,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,PSId / Pascals,PSId / Pascals,PSIa / Pascals,F / F,Ft/s / m/s,PSId / Pascals, / ,1/ft / 1/ft,ft/s / m/s,F / F, / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / ,Time,,
Mult,USC,250218 10:05:37.525, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000002,-0.000002, 9.858557,-4.384649,14.111818, 1.249323,-13.181120,19.321890, 9.858557,-4.384649,14.111818, 1.249323,-13.181120,19.321890, 9.858557,-4.384649,14.111818, 1.249324,-13.181120,19.321890, 0.156944, 0.719046,14.608898,70.269560,300.142212, 0.723827, 0.265960,1827510.000000,300.000000,69.549992,-0.000001,-0.000000,-0.000001,-0.000001,-0.000001, 0.000000, 0.000000,-0.000001, 1.016580,-0.003049, 0.002072, 0.016724,-0.065244,,,,,,250218,10:05:37.525,36337.525
Mult,USC,250218 10:05:37.540, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000002,-0.000002, 9.178912,-4.731560, 2.254999,-0.684031,-19.817772,19.285345, 9.178912,-4.731560, 2.254999,-0.684031,-19.817772,19.285345, 9.178912,-4.731560, 2.254999,-0.684031,-19.817772,19.285345, 0.156944, 0.719046,14.608898,70.269560,300.142212, 0.723827, 0.265960,1827510.000000,300.000000,69.549992,-0.000000, 0.000001,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001, 0.000000, 1.019180,-0.003082, 0.001624, 0.017413,-0.060484,,,,,,250218,10:05:37.540,36337.54
Mult,USC,250218 10:05:37.555, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000002,-0.000002, 8.242942,-5.522836,-10.722544,-0.854854,-7.832556,20.173898, 8.242942,-5.522836,-10.722544,-0.854854,-7.832556,20.173898, 8.242941,-5.522837,-10.722545,-0.854854,-7.832556,20.173898, 0.156944, 0.719046,14.608898,70.269560,300.142212, 0.723827, 0.265960,1827510.000000,300.000000,69.549992,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001, 1.020105,-0.002991, 0.001935, 0.019196,-0.054229,,,,,,250218,10:05:37.555,36337.555
Mult,USC,250218 10:05:37.570, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000002,-0.000002,10.291648,-4.449113, 7.820913,-1.031664,-21.828655,21.122161,10.291648,-4.449113, 7.820913,-1.031664,-21.828655,21.122161,10.291649,-4.449114, 7.820913,-1.031664,-21.828655,21.122161, 0.156944, 0.719046,14.608898,70.269560,300.142212, 0.723827, 0.265960,1827510.000000,300.000000,69.549992,-0.000001,-0.000001, 0.000000,-0.000001, 0.000000,-0.000001,-0.000001, 0.000000, 1.019312,-0.003207, 0.002094, 0.021713,-0.068059,,,,,,250218,10:05:37.570,36337.57
Mult,USC,250218 10:05:37.585, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000002,-0.000002,11.129152,-4.779735,12.586306, 2.027495,-12.989326,22.291067,11.129152,-4.779735,12.586306, 2.027495,-12.989326,22.291067,11.129152,-4.779735,12.586306, 2.027496,-12.989326,22.291067, 0.156944, 0.719046,14.608898,70.269560,300.142212, 0.723827, 0.265960,1827510.000000,300.000000,69.549992,-0.000000,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-0.000001, 0.000000, 1.019574,-0.002826, 0.001724, 0.020203,-0.073668,,,,,,250218,10:05:37.585,36337.585
Mult,USC,250218 10:05:37.600, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276,-0.000002,-0.000002, 8.959404,-6.081479,-8.747151,-1.381564,-5.158252,23.515960, 8.959404,-6.081479,-8.747151,-1.381564,-5.158252,23.515960, 8.959404,-6.081480,-8.747151,-1.381563,-5.158252,23.515960, 0.156944, 0.719046,14.608898,70.269560,300.142212, 0.723827, 0.265960,1827510.000000,300.000000,69.549992,-0.000000,-0.000001,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001, 1.019220,-0.003461, 0.001935, 0.021631,-0.058847,,,,,,250218,10:05:37.600,36337.6
Mult,USC,250218 10:05:37.615, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000, 9.425535,-6.375287,-2.647966, 3.846396,-14.929711,23.624731, 9.425535,-6.375287,-2.647966, 3.846396,-14.929711,23.624731, 9.425535,-6.375287,-2.647966, 3.846397,-14.929710,23.624731, 0.156939, 0.719296,14.619210,70.269560,300.271332, 0.724484, 0.266075,1828381.750000,300.000000,69.549992,-0.000000,-0.000000, 0.000000,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001, 1.018362,-0.003113, 0.002011, 0.020737,-0.061937,,,,,,250218,10:05:37.615,36337.615
Mult,USC,250218 10:05:37.630, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000,11.349392,-5.442316,17.141173, 3.152652,-8.943264,23.097290,11.349392,-5.442316,17.141173, 3.152652,-8.943264,23.097290,11.349392,-5.442315,17.141173, 3.152652,-8.943264,23.097290, 0.156939, 0.719296,14.619210,70.269560,300.271332, 0.724484, 0.266075,1828381.750000,300.000000,69.549992,-0.000001,-0.000001,-0.000001, 0.000000, 0.000000, 0.000000,-0.000001, 0.000000, 1.019543,-0.003040, 0.002005, 0.020367,-0.075052,,,,,,250218,10:05:37.630,36337.63
Mult,USC,250218 10:05:37.645, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000002, 0.000000,10.417174,-6.042981,-2.995234,-0.283832,-18.503897,23.143543,10.417174,-6.042981,-2.995234,-0.283832,-18.503897,23.143543,10.417174,-6.042980,-2.995234,-0.283832,-18.503897,23.143543, 0.156939, 0.719296,14.619210,70.269560,300.271332, 0.724484, 0.266075,1828381.750000,300.000000,69.549992,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001, 1.018268,-0.002899, 0.001743, 0.019409,-0.068537,,,,,,250218,10:05:37.645,36337.645
