Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw),Date,ClockTime,Seconds
Type,USC / SI,Time,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Degrees / Degrees,Degrees / Degrees,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,PSId / Pascals,PSId / Pascals,PSIa / Pascals,F / F,Ft/s / m/s,PSId / Pascals, / ,1/ft / 1/ft,ft/s / m/s,F / F, / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / ,Time,,
Mult,USC,250218 10:10:29.625, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000000, 3.473627,-1.471326,-3.287260,-1.209128,-2.372694, 6.081774, 3.473627,-1.471326,-3.287260,-1.209128,-2.372694, 6.081774, 3.473627,-1.471326,-3.287260,-1.209128,-2.372694, 6.081774, 0.156928, 0.182274,14.702199,66.905777,150.444870, 0.184069, 0.133736,931736.125000,150.000000,69.549992,-0.000000,-0.000001,-0.000001, 0.000000, 0.000000, 0.000000, 0.000000,-0.000001, 1.014719,-0.002991, 0.001627, 0.017609,-0.022965,,,,,,250218,10:10:29.625,36629.625
Mult,USC,250218 10:10:29.640, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000000, 3.999617,-1.472127, 0.837156, 0.405906,-0.942598, 6.052054, 3.999617,-1.472127, 0.837156, 0.405906,-0.942598, 6.052054, 3.999617,-1.472127, 0.837156, 0.405906,-0.942598, 6.052054, 0.156928, 0.182274,14.702199,66.905777,150.444870, 0.184069, 0.133736,931736.125000,150.000000,69.549992,-0.000001,-0.000000, 0.000000,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001, 1.012976,-0.003143, 0.001648, 0.018625,-0.026437,,,,,,250218,10:10:29.640,36629.64
Mult,USC,250218 10:10:29.655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000000, 4.402775,-1.585767, 1.888303,-0.075799,-3.972855, 6.209913, 4.402775,-1.585767, 1.888303,-0.075799,-3.972855, 6.209913, 4.402775,-1.585767, 1.888303,-0.075799,-3.972855, 6.209913, 0.156928, 0.182274,14.702199,66.905777,150.444870, 0.184069, 0.133736,931736.125000,150.000000,69.549992,-0.000001,-0.000000, 0.000000, 0.000000, 0.000000, 0.000000,-0.000001, 0.000000, 1.017557,-0.002991, 0.001392, 0.019641,-0.029117,,,,,,250218,10:10:29.655,36629.655
Mult,USC,250218 10:10:29.670, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000000, 3.523274,-1.593369,-2.729473, 0.816110,-0.311092, 6.505635, 3.523274,-1.593369,-2.729473, 0.816110,-0.311092, 6.505635, 3.523274,-1.593369,-2.729473, 0.816110,-0.311092, 6.505635, 0.156928, 0.182274,14.702199,66.905777,150.444870, 0.184069, 0.133736,931736.125000,150.000000,69.549992,-0.000000,-0.000000, 0.000001, 0.000000, 0.000000,-0.000001, 0.000000, 0.000000, 1.018613,-0.003018, 0.001904, 0.020575,-0.023301,,,,,,250218,10:10:29.670,36629.67
Mult,USC,250218 10:10:29.685, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000000, 3.772816,-1.890900, 0.315617,-0.051256,-3.244379, 6.298889, 3.772816,-1.890900, 0.315617,-0.051256,-3.244379, 6.298889, 3.772816,-1.890900, 0.315617,-0.051256,-3.244379, 6.298889, 0.156928, 0.182274,14.702199,66.905777,150.444870, 0.184069, 0.133736,931736.125000,150.000000,69.549992,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001, 0.000000, 1.015295,-0.003326, 0.001334, 0.021088,-0.024825,,,,,,250218,10:10:29.685,36629.685
Mult,USC,250218 10:10:29.700, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000000, 4.499089,-1.588338, 5.064622,-0.168019,-4.404586, 5.850846, 4.499089,-1.588338, 5.064622,-0.168019,-4.404586, 5.850846, 4.499089,-1.588338, 5.064622,-0.168019,-4.404586, 5.850846, 0.156928, 0.182274,14.702199,66.905777,150.444870, 0.184069, 0.133736,931736.125000,150.000000,69.549992,-0.000001,-0.000000,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001, 1.014777,-0.002869, 0.001999, 0.020737,-0.029789,,,,,,250218,10:10:29.700,36629.7
Mult,USC,250218 10:10:29.715, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000002, 3.920600,-1.117606,-1.832983, 1.486906,-6.992584, 5.536049, 3.920600,-1.117606,-1.832983, 1.486906,-6.992584, 5.536049, 3.920600,-1.117606,-1.832983, 1.486906,-6.992584, 5.536049, 0.156936, 0.182610,14.705923,66.905777,150.069946, 0.183199, 0.133403,929649.625000,150.000000,69.549992,-0.000000,-0.000000, 0.000000, 0.000000,-0.000001,-0.000001,-0.000001, 0.000000, 1.015518,-0.003268, 0.001556, 0.018506,-0.026082,,,,,,250218,10:10:29.715,36629.715
Mult,USC,250218 10:10:29.730, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000002, 2.851773,-1.575291,-2.223849,-1.756440,-5.019478, 5.561786, 2.851773,-1.575291,-2.223849,-1.756440,-5.019478, 5.561786, 2.851773,-1.575291,-2.223848,-1.756440,-5.019478, 5.561786, 0.156936, 0.182610,14.705923,66.905777,150.069946, 0.183199, 0.133403,929649.625000,150.000000,69.549992,-0.000000,-0.000001,-0.000001, 0.000000, 0.000000, 0.000000,-0.000001, 0.000000, 1.014783,-0.003049, 0.001813, 0.017224,-0.018763,,,,,,250218,10:10:29.730,36629.73
Mult,USC,250218 10:10:29.745, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000, 0.000002, 3.269519,-1.293075, 3.548754,-0.898712,-11.514344, 5.585361, 3.269519,-1.293075, 3.548754,-0.898712,-11.514344, 5.585361, 3.269519,-1.293075, 3.548755,-0.898712,-11.514344, 5.585361, 0.156936, 0.182610,14.705923,66.905777,150.069946, 0.183199, 0.133403,929649.625000,150.000000,69.549992,-0.000001,-0.000000, 0.000000, 0.000000, 0.000000,-0.000001, 0.000000,-0.000001, 1.016608,-0.003235, 0.001712, 0.018872,-0.021657,,,,,,250218,10:10:29.745,36629.745
