Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw),Date,ClockTime,Seconds
Type,USC / SI,Time,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Inches / Millimeters,Degrees / Degrees,Degrees / Degrees,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,lb / N,lb / N,lb / N,ft-lb / N-m,ft-lb / N-m,ft-lb / N-m,PSId / Pascals,PSId / Pascals,PSIa / Pascals,F / F,Ft/s / m/s,PSId / Pascals, / ,1/ft / 1/ft,ft/s / m/s,F / F, / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / , / ,Time,,
Mult,USC,250218 10:12:51.225, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002, 0.739835,-0.254573, 0.786522,-0.055153, 0.593231, 0.550529, 0.739835,-0.254573, 0.786522,-0.055153, 0.593231, 0.550529, 0.739835,-0.254573, 0.786522,-0.055153, 0.593231, 0.550529, 0.020347, 0.020732,14.724441,66.329829,50.116821, 0.020480, 0.044575,311457.500000,50.000000,69.549992,-0.000000,-0.000000,-0.000001,-0.000001, 0.000001, 0.000000,-0.000001,-0.000001, 1.012613,-0.003461, 0.001846, 0.019641,-0.004883,,,,,,250218,10:12:51.225,36771.225
Mult,USC,250218 10:12:51.240, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002, 0.671076,-0.116539,-1.023101,-0.174143, 0.203178, 0.507879, 0.671076,-0.116539,-1.023101,-0.174143, 0.203178, 0.507879, 0.671076,-0.116539,-1.023101,-0.174143, 0.203178, 0.507879, 0.020347, 0.020732,14.724441,66.329829,50.116821, 0.020480, 0.044575,311457.500000,50.000000,69.549992,-0.000001,-0.000000, 0.000000, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 1.011691,-0.002896, 0.001877, 0.021655,-0.004473,,,,,,250218,10:12:51.240,36771.24
Mult,USC,250218 10:12:51.255, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002, 0.615803, 0.036187,-1.576434,-0.179731,-0.577959, 0.585241, 0.615803, 0.036187,-1.576434,-0.179731,-0.577959, 0.585241, 0.615803, 0.036187,-1.576434,-0.179731,-0.577959, 0.585241, 0.020347, 0.020732,14.724441,66.329829,50.116821, 0.020480, 0.044575,311457.500000,50.000000,69.549992,-0.000001,-0.000001,-0.000001, 0.000000, 0.000001,-0.000001,-0.000001,-0.000001, 1.012042,-0.003522, 0.002237, 0.022421,-0.004163,,,,,,250218,10:12:51.255,36771.255
Mult,USC,250218 10:12:51.270, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002, 0.497821,-0.165322, 0.052832,-0.441541,-1.156377, 0.624987, 0.497821,-0.165322, 0.052832,-0.441541,-1.156377, 0.624987, 0.497821,-0.165322, 0.052832,-0.441541,-1.156377, 0.624987, 0.020347, 0.020732,14.724441,66.329829,50.116821, 0.020480, 0.044575,311457.500000,50.000000,69.549992,-0.000000,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001, 0.000000, 1.011758,-0.003049, 0.001456, 0.024936,-0.003287,,,,,,250218,10:12:51.270,36771.27
Mult,USC,250218 10:12:51.285, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002, 0.094479,-0.052370,-0.212704,-0.471703,-1.618452, 0.745074, 0.094479,-0.052370,-0.212704,-0.471703,-1.618452, 0.745074, 0.094479,-0.052370,-0.212704,-0.471703,-1.618452, 0.745074, 0.020347, 0.020732,14.724441,66.329829,50.116821, 0.020480, 0.044575,311457.500000,50.000000,69.549992,-0.000001,-0.000001, 0.000000, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 1.010455,-0.003174, 0.001877, 0.024750,-0.000630,,,,,,250218,10:12:51.285,36771.285
Mult,USC,250218 10:12:51.300, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002, 0.337082,-0.019610,-0.528574,-0.223292,-1.550725, 0.912844, 0.337082,-0.019610,-0.528574,-0.223292,-1.550725, 0.912844, 0.337082,-0.019610,-0.528574,-0.223292,-1.550725, 0.912844, 0.020347, 0.020732,14.724441,66.329829,50.116821, 0.020480, 0.044575,311457.500000,50.000000,69.549992,-0.000001,-0.000001,-0.000001, 0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 1.011728,-0.002991, 0.001755, 0.022879,-0.002271,,,,,,250218,10:12:51.300,36771.3
Mult,USC,250218 10:12:51.315, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002, 0.502446,-0.172985, 1.092885,-0.466968,-1.093129, 1.174616, 0.502446,-0.172985, 1.092885,-0.466968,-1.093129, 1.174616, 0.502446,-0.172985, 1.092885,-0.466967,-1.093129, 1.174616, 0.020400, 0.020023,14.727090,66.329829,50.190884, 0.020544, 0.044641,311973.875000,50.000000,69.549992,-0.000000,-0.000000,-0.000001,-0.000001,-0.000001,-0.000001, 0.000000, 0.000000, 1.011890,-0.003299, 0.001724, 0.020480,-0.003333,,,,,,250218,10:12:51.315,36771.315
Mult,USC,250218 10:12:51.330, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002, 0.608343,-0.246491, 1.044685, 0.051945,-1.755680, 1.445051, 0.608343,-0.246491, 1.044685, 0.051945,-1.755680, 1.445051, 0.608343,-0.246491, 1.044685, 0.051945,-1.755680, 1.445051, 0.020400, 0.020023,14.727090,66.329829,50.190884, 0.020544, 0.044641,311973.875000,50.000000,69.549992,-0.000001,-0.000000,-0.000001, 0.000000, 0.000000,-0.000001, 0.000000,-0.000001, 1.011594,-0.002960, 0.002261, 0.019772,-0.004041,,,,,,250218,10:12:51.330,36771.33
Mult,USC,250218 10:12:51.345, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002, 0.609028,-0.488202, 0.358060, 0.331407, 0.995641, 1.493118, 0.609028,-0.488202, 0.358060, 0.331407, 0.995641, 1.493118, 0.609028,-0.488202, 0.358060, 0.331407, 0.995641, 1.493118, 0.020400, 0.020023,14.727090,66.329829,50.190884, 0.020544, 0.044641,311973.875000,50.000000,69.549992,-0.000000,-0.000001, 0.000000, 0.000000,-0.000001, 0.000001, 0.000000, 0.000000, 1.012036,-0.002979, 0.001590, 0.021750,-0.003970,,,,,,250218,10:12:51.345,36771.345
Mult,USC,250218 10:12:51.360, 0.000000, 0.000000, 0.000000, 0.000000, 0.000276, 0.000000,-0.000002, 0.633671,-0.593110,-0.007873, 0.466139,-0.319562, 1.454228, 0.633671,-0.593110,-0.007873, 0.466139,-0.319562, 1.454228, 0.633671,-0.593110,-0.007873, 0.466139,-0.319562, 1.454228, 0.020400, 0.020023,14.727090,66.329829,50.190884, 0.020544, 0.044641,311973.875000,50.000000,69.549992,-0.000000,-0.000001, 0.000000, 0.000000,-0.000001, 0.000000,-0.000001,-0.000001, 1.011185,-0.003177, 0.001398, 0.018457,-0.004126,,,,,,250218,10:12:51.360,36771.36
