# Rail Angle - 15deg (Data loaded from a file)
# 732 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (141 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (ft/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°C),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,-5.787e-4,-0.115,-11.572,0.121,11.978,-1.551e-4,0,1.551e-4,180.023,0.03,3.1,28.591,-80.615,32.126,76.49,0,0,0,1.521e4,3671,6.234,0.049,NaN,64.882,NaN,0.004,2.216e5,88.288,3.2e-4,0.774,0.022,0.51,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.549e-5,5.157,130,75,0,4.442,13.613,988.2,1114.003,0.01,0.002
0.02,0.001,0.253,25.243,0.262,26.132,3.379e-4,0,3.379e-4,0,0.069,6.765,28.591,-80.615,32.126,71.792,0,0,0,1.52e4,3668,6.233,0.049,NaN,64.882,NaN,0.004,2.272e5,264.865,7.751e-4,0.771,0.05,0.507,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.379e-5,5.157,130,75,0,4.452,13.613,988.2,1114.003,0.01,0.003
0.03,0.007,0.873,62.067,0.902,64.259,0.002,0,0.002,0,0.233,16.631,28.591,-80.615,32.126,64.458,0,0,0,1.52e4,3665,6.232,0.049,NaN,64.882,NaN,0.004,2.396e5,441.441,0.002,0.765,0.126,0.501,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.169e-4,5.157,130,75,0,4.459,13.613,988.2,1114.003,0.01,0.004
0.04,0.02,1.864,98.907,1.929,102.395,0.007,0,0.007,0,0.499,26.503,28.591,-80.615,32.126,54.431,0,0,0,1.52e4,3663,6.231,0.049,NaN,64.882,NaN,0.005,2.662e5,618.017,0.006,0.753,0.287,0.489,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.492e-4,5.157,130,75,0,4.465,13.613,988.2,1114.003,0.01,0.005
0.05,0.046,3.219,135.758,3.333,140.548,0.013,0,0.013,0,0.863,36.375,28.591,-80.615,32.126,43.889,0,0,0,1.519e4,3660,6.23,0.049,NaN,64.882,NaN,0.006,3.129e5,794.594,0.015,0.735,0.507,0.472,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.311e-4,5.157,130,75,0,4.475,13.613,988.2,1114.003,0.01,0.005
# Event LIFTOFF occurred at t=0.06 seconds
0.06,0.085,4.869,165.125,5.043,170.951,0.023,0,0.023,0,1.306,44.245,28.591,-80.615,32.126,34.95,0,0,0,1.519e4,3654,6.228,0.049,NaN,64.882,NaN,0.007,3.801e5,935.074,0.03,0.715,0.693,0.452,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.519e-4,5.157,130,75,0,4.491,13.613,988.2,1114.003,0.01,0.006
0.07,0.144,6.598,172.694,6.831,178.786,0.039,0,0.039,0,1.768,46.273,28.591,-80.615,32.126,28.591,0,0,0,1.518e4,3648,6.226,0.049,NaN,64.843,NaN,0.008,4.571e5,970.949,0.05,0.698,0.797,0.434,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.832e-4,5.157,130,75,0,4.508,13.613,988.2,1114.003,0.01,0.007
0.08,0.22,8.386,178.885,8.681,185.194,0.059,0,0.059,0,2.247,47.933,28.591,-80.615,32.126,23.95,0,0,0,1.518e4,3641,6.224,0.049,NaN,64.843,NaN,0.01,5.411e5,1000.194,0.074,0.682,0.845,0.419,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5.157,130,75,0,4.524,13.613,988.2,1114.003,0.01,0.008
0.09,0.312,10.236,185.079,10.597,191.608,0.082,0,0.082,0,2.743,49.593,28.591,-80.615,32.126,20.455,0,0,0,1.517e4,3635,6.222,0.049,NaN,64.843,NaN,0.011,6.307e5,1029.438,0.102,0.669,0.859,0.405,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5.157,130,75,0,4.544,13.613,988.2,1114.003,0.01,0.009
0.1,0.423,12.149,191.28,12.575,198.025,0.115,0,0.115,0,3.255,51.253,28.591,-80.615,32.126,17.762,0,0,0,1.516e4,3628,6.219,0.049,NaN,64.843,NaN,0.013,7.251e5,1058.683,0.134,0.658,0.854,0.394,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,75,0,4.56,13.612,988.2,1114.003,0.01,0.009
0.11,0.554,14.121,197.484,14.619,204.449,0.148,0,0.148,0,3.783,52.917,28.591,-80.615,32.126,15.584,0,0,0,1.515e4,3621,6.217,0.049,NaN,64.803,NaN,0.015,8.233e5,1087.928,0.169,0.648,0.838,0.384,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,75,0,4.554,13.612,988.2,1114.003,0.01,0.01
0.12,0.705,16.158,203.691,16.729,210.876,0.19,0,0.19,0,4.331,54.58,28.591,-80.615,32.126,13.808,0,0,0,1.515e4,3615,6.215,0.049,NaN,64.803,NaN,0.017,9.256e5,1117.173,0.207,0.639,0.812,0.375,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,75,0,4.547,13.612,988.2,1114.003,0.01,0.011
0.13,0.879,18.258,209.905,18.901,217.31,0.236,0,0.236,0,4.892,56.243,28.591,-80.615,32.126,12.319,0,0,0,1.514e4,3608,6.213,0.049,NaN,64.803,NaN,0.018,1.032e6,1146.418,0.248,0.631,0.785,0.367,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,75,0,4.544,13.611,988.2,1113.999,0.01,0.012
0.14,1.073,20.417,216.122,21.138,223.747,0.289,0,0.289,0,5.472,57.91,28.591,-80.615,32.126,11.115,0,0,0,1.514e4,3602,6.21,0.049,NaN,64.803,NaN,0.02,1.141e6,1175.663,0.294,0.623,0.759,0.36,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,75,0,4.537,13.611,988.2,1113.999,0.01,0.014
0.15,1.286,22.641,222.346,23.438,230.19,0.344,0,0.344,0,6.066,59.577,28.591,-80.615,32.126,10.084,0,0,0,1.513e4,3595,6.208,0.049,NaN,64.803,NaN,0.022,1.255e6,1204.907,0.344,0.617,0.735,0.353,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,75,0,4.531,13.611,988.2,1113.999,0.01,0.015
0.16,1.526,24.928,228.573,25.807,236.637,0.41,0,0.41,0,6.68,61.247,28.591,-80.615,32.126,9.167,0,0,0,1.512e4,3588,6.206,0.049,NaN,64.764,NaN,0.025,1.372e6,1234.152,0.399,0.611,0.714,0.347,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,75,0,4.521,13.61,988.2,1113.999,0.01,0.016
0.17,1.785,27.274,234.803,28.235,243.087,0.479,0,0.479,0,7.306,62.917,28.591,-80.615,32.126,8.422,0,0,0,1.512e4,3582,6.203,0.049,NaN,64.764,NaN,0.027,1.492e6,1263.397,0.46,0.605,0.695,0.342,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,75,0,4.511,13.61,988.2,1113.996,0.01,0.017
0.18,2.07,29.675,240.217,30.722,248.688,0.554,0,0.554,0,7.953,64.367,28.591,-80.615,32.126,7.735,0,0,0,1.511e4,3575,6.201,0.049,NaN,64.764,NaN,0.029,1.615e6,1288.669,0.527,0.6,0.679,0.336,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,75,0,4.501,13.609,988.2,1113.996,0.01,0.018
0.19,2.379,32.08,240.636,33.212,249.124,0.636,0,0.636,0,8.596,64.478,28.591,-80.615,32.126,7.162,0,0,0,1.51e4,3567,6.198,0.049,NaN,64.724,NaN,0.031,1.739e6,1290.105,0.598,0.596,0.664,0.332,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,75,0,4.488,13.608,988.1,1113.996,0.01,0.02
0.2,2.713,34.482,240.223,35.699,248.698,0.728,0,0.728,0,9.239,64.367,28.591,-80.615,32.126,6.704,0,0,0,1.509e4,3560,6.196,0.049,NaN,64.724,NaN,0.033,1.863e6,1287.567,0.673,0.591,0.652,0.328,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,75,0,4.478,13.608,988.1,1113.993,0.01,0.021
0.21,3.068,36.88,239.81,38.182,248.268,0.823,0,0.823,0,9.882,64.255,28.591,-80.615,32.126,6.303,0,0,0,1.509e4,3552,6.193,0.049,NaN,64.724,NaN,0.036,1.987e6,1285.03,0.754,0.588,0.642,0.324,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,75,0,4.485,13.607,988.1,1113.993,0.01,0.022
0.22,3.451,39.275,239.393,40.659,247.838,0.925,0,0.925,0,10.525,64.144,28.591,-80.615,32.126,5.901,0,0,0,1.508e4,3544,6.191,0.049,NaN,64.724,NaN,0.038,2.111e6,1282.493,0.842,0.586,0.636,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,75,0,4.491,13.606,988.1,1113.99,0.01,0.023
0.23,3.855,41.663,238.973,43.133,247.405,1.033,0,1.033,0,11.165,64.032,28.591,-80.615,32.126,5.615,0,0,0,1.507e4,3537,6.188,0.049,NaN,64.685,NaN,0.04,2.234e6,1279.956,0.937,0.586,0.631,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,75,0,4.498,13.606,988.1,1113.99,0.01,0.024
0.24,4.285,44.049,238.553,45.6,246.969,1.148,0,1.148,0,11.801,63.921,28.591,-80.615,32.126,5.329,0,0,0,1.506e4,3529,6.185,0.049,NaN,64.685,NaN,0.042,2.358e6,1277.418,1.037,0.586,0.627,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,75,0,4.505,13.605,988.1,1113.986,0.01,0.025
0.25,4.734,46.427,238.133,48.068,246.532,1.27,0,1.27,0,12.441,63.806,28.591,-80.615,32.126,5.042,0,0,0,1.506e4,3522,6.183,0.049,NaN,64.685,NaN,0.044,2.481e6,1274.881,1.142,0.587,0.624,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,75,0,4.511,13.604,988.1,1113.986,0.01,0.026
0.26,5.213,48.806,237.71,50.528,246.096,1.398,0,1.398,0,13.077,63.694,28.591,-80.615,32.126,4.813,0,0,0,1.505e4,3514,6.18,0.049,NaN,64.646,NaN,0.047,2.604e6,1272.344,1.252,0.587,0.621,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,75,0,4.505,13.603,988,1113.983,0.01,0.027
0.27,5.712,51.178,237.283,52.982,245.656,1.529,0,1.529,0,13.714,63.579,28.591,-80.615,32.126,4.584,0,0,0,1.504e4,3507,6.177,0.049,NaN,64.646,NaN,0.049,2.727e6,1269.806,1.367,0.587,0.618,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,75,0,4.495,13.602,988,1113.983,0.01,0.027
0.28,6.237,53.547,236.857,55.433,245.213,1.67,0,1.67,0,14.347,63.465,28.591,-80.615,32.126,4.354,0,0,0,1.503e4,3499,6.175,0.049,NaN,64.646,NaN,0.051,2.849e6,1267.269,1.486,0.587,0.616,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,75,0,4.488,13.601,988,1113.98,0.01,0.028
0.29,6.781,55.909,236.43,57.881,244.77,1.818,0,1.818,0,14.98,63.353,28.591,-80.615,32.126,4.183,0,0,0,1.503e4,3492,6.172,0.049,NaN,64.646,NaN,0.053,2.971e6,1264.732,1.611,0.587,0.613,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,75,0,4.482,13.6,988,1113.976,0.01,0.028
0.3,7.352,58.268,236.001,60.325,244.327,1.972,0,1.972,0,15.614,63.238,28.591,-80.615,32.126,4.011,0,0,0,1.502e4,3484,6.169,0.049,NaN,64.606,NaN,0.055,3.094e6,1262.195,1.741,0.587,0.612,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,75,0,4.475,13.599,988,1113.976,0.01,0.029
0.31,7.949,60.623,235.673,62.762,243.986,2.129,0,2.129,0,16.243,63.15,28.591,-80.615,32.126,3.839,0,0,0,1.501e4,3477,6.167,0.049,NaN,64.606,NaN,0.058,3.215e6,1260.148,1.875,0.587,0.61,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,75,0,4.459,13.597,987.9,1113.973,0.01,0.03
0.32,8.566,62.979,235.446,65.2,243.753,2.297,0,2.297,0,16.877,63.087,28.591,-80.615,32.126,3.724,0,0,0,1.5e4,3469,6.164,0.049,NaN,64.606,NaN,0.06,3.337e6,1258.593,2.014,0.587,0.608,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,5.157,130,75,0,4.442,13.596,987.9,1113.97,0.01,0.031
0.33,9.206,65.331,235.217,67.635,243.514,2.467,0,2.467,0,17.507,63.025,28.591,-80.615,32.126,3.552,0,0,0,1.5e4,3462,6.162,0.049,NaN,64.567,NaN,0.062,3.459e6,1257.037,2.159,0.587,0.607,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,5.157,130,75,0,4.426,13.595,987.9,1113.967,0.01,0.032
0.34,9.872,67.68,234.987,70.069,243.278,2.644,0,2.644,0,18.133,62.966,28.591,-80.615,32.126,3.438,0,0,0,1.499e4,3454,6.159,0.049,NaN,64.567,NaN,0.064,3.58e6,1255.482,2.308,0.587,0.605,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,5.157,130,75,0,4.409,13.594,987.9,1113.967,0.01,0.033
0.35,10.561,70.026,234.757,72.497,243.038,2.831,0,2.831,0,18.763,62.904,28.591,-80.615,32.126,3.323,0,0,0,1.498e4,3447,6.157,0.049,NaN,64.567,NaN,0.066,3.702e6,1253.926,2.462,0.587,0.604,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,5.157,130,75,0,4.393,13.592,987.8,1113.963,0.01,0.035
0.36,11.273,72.372,234.524,74.925,242.799,3.022,0,3.022,0,19.393,62.841,28.591,-80.615,32.126,3.209,0,0,0,1.497e4,3440,6.154,0.049,NaN,64.567,NaN,0.068,3.823e6,1252.371,2.623,0.587,0.603,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,5.157,130,75,0,4.39,13.591,987.8,1113.96,0.01,0.036
# Event LAUNCHROD occurred at t=0.37 seconds
0.37,12.008,74.715,234.291,77.349,242.556,3.219,0,3.219,0,20.02,62.779,28.591,-80.615,32.126,3.094,0,0,0,1.497e4,3432,6.151,0.049,NaN,64.528,NaN,0.071,3.945e6,1250.815,2.788,0.587,0.602,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,5.157,130,75,0,4.386,13.589,987.8,1113.957,0.01,0.037
0.385,13.156,78.196,232.06,80.984,242.395,3.527,1.599e-7,3.527,2.599e-6,21.07,70.026,28.591,-80.615,32.126,3.037,0,0.115,2.938e-6,1.496e4,3421,6.147,0.049,74.291,64.528,1.895,0.074,4.127e6,1248.871,3.049,0.587,0.602,0.322,0.144,0.121,0.658,1.248,-3.584e-4,0,0,0,0,2.024e-5,0.01,5.157,130,75,0,4.383,13.587,987.8,1113.953,0.015,0.039
0.408,14.974,83.406,231.66,86.424,241.965,4.019,1.024e-6,4.019,1.46e-5,22.641,69.862,28.591,-80.615,32.126,2.979,0,0.286,2.26e-5,1.494e4,3404,6.142,0.049,74.331,64.488,1.911,0.079,4.4e6,1245.954,3.462,0.587,0.601,0.322,0.144,0.121,0.639,1.221,1.418e-4,0,0,0,0,1.245e-4,0.01,5.157,130,75,0,4.386,13.583,987.7,1113.944,0.023,0.04
0.441,17.92,91.204,231.276,94.567,241.552,4.823,3.829e-6,4.823,4.549e-5,24.993,69.705,28.591,-80.615,32.126,2.865,0,0.63,-2.92e-5,1.491e4,3379,6.133,0.049,74.409,64.449,1.932,0.086,4.809e6,1242.675,4.131,0.587,0.601,0.322,0.144,0.121,0.616,1.189,-7.903e-5,0,0,0,0,4.439e-4,0.013,5.157,130,75,1.273e-6,4.413,13.578,987.6,1113.934,0.034,0.041
0.491,22.769,102.818,232.53,106.693,242.858,6.158,1.165e-5,6.158,1.083e-4,28.494,70.075,28.591,-80.615,32.126,2.693,0,1.146,8.153e-5,1.488e4,3342,6.12,0.049,74.528,64.409,1.968,0.097,5.417e6,1246.622,5.232,0.588,0.599,0.322,0.144,0.121,0.575,1.13,3.23e-4,0,0,0,0,0.001,0.013,5.157,130,74.943,4.607e-6,4.406,13.568,987.4,1113.914,0.05,0.041
0.541,28.202,114.521,234.206,118.914,244.649,7.671,2.435e-5,7.671,1.819e-4,32.021,70.715,28.591,-80.615,32.126,2.521,-3.173e-7,1.833,-2.656e-4,1.484e4,3305,6.106,0.049,74.646,64.331,2.003,0.108,6.029e6,1252.852,6.471,0.588,0.598,0.322,0.144,0.122,0.535,1.07,4.698e-4,0,0,0,0,0.003,0.016,5.157,130,74.886,2.826e-5,4.409,13.557,987.2,1113.894,0.05,0.042
0.591,34.226,126.306,235.807,131.22,246.424,9.36,4.255e-5,9.36,2.605e-4,35.584,71.549,28.591,-80.615,32.123,2.292,0,2.578,-3.151e-4,1.48e4,3268,6.093,0.049,74.803,64.291,2.044,0.119,6.645e6,1259.036,7.846,0.588,0.597,0.322,0.144,0.122,0.488,0.993,3.412e-4,0,0,0,0,0.004,0.016,5.157,130,74.771,9.471e-5,4.354,13.545,987,1113.868,0.05,0.043
0.641,40.837,138.166,237.31,143.619,248.159,11.23,6.706e-5,11.23,3.421e-4,39.196,72.582,28.591,-80.615,32.123,2.12,0,3.438,-6.904e-4,1.477e4,3231,6.08,0.049,74.961,64.252,2.085,0.13,7.266e6,1265.129,9.367,0.589,0.596,0.322,0.145,0.122,0.443,0.917,5.265e-6,0,0,0,0,0.006,0.02,5.157,130,74.599,2.103e-4,4.364,13.532,986.8,1113.842,0.05,0.044
0.691,48.041,150.098,238.717,156.099,249.888,13.281,9.875e-5,13.281,4.261e-4,42.867,73.888,28.591,-80.615,32.123,1.891,0,4.354,-5.256e-4,1.473e4,3193,6.066,0.049,75.157,64.173,2.131,0.141,7.89e6,1271.223,11.028,0.589,0.595,0.322,0.145,0.123,0.39,0.823,2.245e-4,0,0,0,0,0.008,0.02,5.157,130,74.427,3.619e-4,4.337,13.518,986.5,1113.816,0.05,0.045
0.741,55.846,162.103,240.03,168.668,251.614,15.518,1.388e-4,15.518,5.126e-4,46.608,75.463,28.591,-80.615,32.123,1.604,0,5.271,-0.001,1.469e4,3155,6.052,0.049,75.354,64.134,2.179,0.153,8.519e6,1277.342,12.841,0.59,0.594,0.322,0.145,0.123,0.338,0.725,-9.308e-5,0,0,0,0,0.011,0.023,5.157,130,74.141,5.719e-4,4.38,13.503,986.2,1113.783,0.05,0.046
0.791,64.255,174.167,241.224,181.322,253.323,17.943,1.886e-4,17.943,6.022e-4,50.436,77.356,28.591,-80.615,32.123,1.375,0,6.245,-7.872e-4,1.465e4,3117,6.038,0.049,75.551,64.055,2.232,0.164,9.153e6,1283.469,14.804,0.59,0.594,0.322,0.145,0.123,0.28,0.613,1.28e-4,0,0,0,0,0.013,0.023,5.157,130,73.854,8.291e-4,4.429,13.486,985.9,1113.75,0.05,0.047
0.841,73.264,186.286,242.234,194.055,254.974,20.564,2.498e-4,20.564,6.961e-4,54.367,79.58,28.591,-80.615,32.123,1.089,1.33e-6,7.162,-0.002,1.461e4,3079,6.024,0.049,75.787,64.016,2.291,0.175,9.789e6,1289.336,16.919,0.591,0.593,0.322,0.145,0.124,0.216,0.479,-3.061e-4,0,0,0,0,0.015,0.026,5.157,130,73.568,0.001,4.429,13.468,985.6,1113.717,0.05,0.048
0.891,82.884,198.445,243.005,206.864,256.496,23.383,3.242e-4,23.383,7.941e-4,58.415,82.09,28.591,-80.615,32.123,0.745,-1.493e-6,7.964,-8.428e-4,1.457e4,3041,6.01,0.049,76.063,63.937,2.355,0.187,1.043e7,1294.711,19.195,0.592,0.593,0.321,0.146,0.125,0.149,0.335,4.692e-4,0,0,0,0,0.016,0.026,5.157,130,73.167,0.001,4.446,13.449,985.3,1113.678,0.05,0.062
0.941,93.11,210.64,243.619,219.744,257.976,26.407,4.137e-4,26.407,8.973e-4,62.598,84.862,28.591,-80.615,32.123,0.401,-4.184e-7,8.48,-0.003,1.454e4,3002,5.996,0.049,76.339,63.858,2.421,0.199,1.107e7,1299.977,21.641,0.592,0.593,0.321,0.146,0.125,0.083,0.183,-5.707e-5,0,0,0,0,0.016,0.03,5.157,130,72.766,0.002,4.469,13.429,984.9,1113.638,0.05,0.063
0.991,103.947,222.848,243.825,232.677,259.147,29.646,5.203e-4,29.646,0.001,66.923,87.785,28.591,-80.615,32.123,0.057,2.323e-6,8.766,-0.006,1.45e4,2964,5.982,0.049,76.654,63.819,2.491,0.21,1.172e7,1303.928,24.255,0.593,0.593,0.321,0.146,0.126,0.014,0.02,-2.463e-4,0,0,0,0,0.015,0.03,5.157,130,72.307,0.002,4.416,13.407,984.5,1113.596,0.05,0.064
1.041,115.397,235.059,243.852,245.659,260.194,33.104,6.46e-4,33.104,0.001,71.391,90.758,28.591,-80.615,32.123,0.229,1.741e-6,-8.594,-3.184e-4,1.446e4,2925,5.967,0.048,76.496,63.74,2.476,0.222,1.236e7,1307.463,27.053,0.594,0.594,0.321,0.146,0.126,0.048,0.131,1.481e-4,0,0,0,0,-0.013,0.033,5.157,130,71.906,0.002,4.396,13.385,984.1,1113.55,0.05,0.065
1.091,127.454,247.254,243.501,258.671,260.866,36.788,7.927e-4,36.788,0.001,76.004,93.589,28.591,-80.615,32.123,0.516,1.405e-6,-7.964,0.001,1.442e4,2886,5.953,0.048,76.26,63.701,2.443,0.233,1.301e7,1309.478,30.029,0.594,0.595,0.321,0.147,0.127,0.103,0.262,-4.06e-4,0,0,0,0,-0.01,0.033,5.157,130,71.448,0.002,4.383,13.361,983.7,1113.501,0.05,0.066
1.141,140.121,259.403,242.615,271.68,260.928,40.705,9.619e-4,40.705,0.001,80.745,96.03,28.591,-80.615,32.123,0.745,6.32e-6,-6.933,6.79e-5,1.438e4,2848,5.938,0.048,76.102,63.622,2.421,0.245,1.366e7,1308.986,33.173,0.595,0.596,0.321,0.147,0.128,0.149,0.366,2.198e-5,0,0,0,0,-0.007,0.036,5.157,130,71.104,0.002,4.354,13.336,983.2,1113.451,0.05,0.066
1.191,153.392,271.509,241.795,284.682,260.909,44.862,0.001,44.862,0.001,85.6,98.025,28.591,-80.615,32.123,0.859,-3.569e-6,-5.443,0.002,1.434e4,2809,5.923,0.048,75.984,63.543,2.412,0.257,1.431e7,1308.375,36.478,0.596,0.598,0.32,0.147,0.129,0.177,0.431,4.178e-4,0,0,0,0,-0.004,0.036,5.157,130,70.76,0.003,4.386,13.309,982.7,1113.399,0.05,0.067
1.241,167.27,283.57,240.978,297.674,260.679,49.268,0.001,49.268,0.002,90.535,99.413,28.591,-80.615,32.123,0.917,4.166e-7,-3.61,-1.537e-4,1.43e4,2770,5.908,0.048,75.945,63.504,2.416,0.269,1.495e7,1307.09,39.927,0.597,0.599,0.32,0.148,0.129,0.189,0.459,-2.623e-4,0,0,0,0,-0.002,0.039,5.157,130,70.588,0.003,4.367,13.282,982.2,1113.346,0.05,0.068
1.291,181.749,295.594,240.364,310.646,260.344,53.917,0.002,53.917,0.002,95.522,100.02,28.591,-80.615,32.123,0.917,-7.168e-7,-1.604,0.001,1.427e4,2731,5.894,0.048,75.984,63.425,2.437,0.28,1.56e7,1305.655,43.516,0.598,0.6,0.32,0.148,0.13,0.181,0.44,3.696e-4,0,0,0,0,-2.939e-4,0.039,5.157,130,70.417,0.003,4.4,13.253,981.7,1113.287,0.05,0.079
1.341,196.827,307.566,239.409,323.573,259.304,58.819,0.002,58.819,0.002,100.509,99.613,28.591,-80.615,32.123,0.745,6.188e-7,0.401,0.002,1.423e4,2693,5.879,0.048,76.102,63.386,2.471,0.292,1.624e7,1301.486,47.229,0.599,0.6,0.32,0.148,0.131,0.154,0.381,-3.866e-4,0,0,0,0,1.488e-5,0.043,5.157,130,70.417,0.003,4.4,13.223,981.2,1113.228,0.05,0.08
1.391,212.503,319.455,237.92,336.407,257.352,63.967,0.002,63.967,0.002,105.44,98.1,28.591,-80.615,32.123,0.573,-5.472e-7,2.12,-5.138e-4,1.419e4,2655,5.864,0.048,76.26,63.307,2.518,0.303,1.687e7,1293.678,51.062,0.6,0.601,0.32,0.149,0.132,0.112,0.281,-9.792e-5,0,0,0,0,4.355e-4,0.043,5.157,130,70.474,0.003,4.413,13.192,980.6,1113.166,0.05,0.081
1.441,228.773,331.276,236.64,349.15,255.331,69.36,0.003,69.36,0.002,110.279,95.896,28.591,-80.615,32.123,0.286,-3.203e-6,3.323,0.001,1.415e4,2617,5.849,0.048,76.496,63.228,2.575,0.315,1.75e7,1285.923,55.029,0.601,0.601,0.319,0.149,0.133,0.058,0.149,-2.63e-4,0,0,0,0,0.001,0.046,5.157,130,70.588,0.003,4.449,13.16,980,1113.104,0.05,0.082
1.491,245.63,343.041,235.561,361.804,253.389,74.993,0.003,74.993,0.002,114.993,93.363,28.591,-80.615,32.123,0.024,0,3.839,0.006,1.411e4,2579,5.834,0.048,76.732,63.189,2.634,0.326,1.813e7,1278.75,59.134,0.602,0.602,0.319,0.149,0.134,0.005,0.012,-4.402e-4,0,0,0,0,0.001,0.046,5.157,130,70.818,0.004,4.396,13.127,979.4,1113.038,0.05,0.083
