# Rail Angle - 15deg (Data loaded from a file)
# 732 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (141 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (ft/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°C),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
6.301,2673.048,409.823,-51.739,451.28,52.582,1032.116,0.243,1032.116,0.014,188.937,9.38,28.591,-80.615,32.116,0.012,-8.102e-6,1.261,0.054,1.314e4,1608,5.427,0.048,76.811,61.417,2.991,0.411,2.132e7,0,86.941,0.612,0.612,0.317,0.153,0.142,0.002,0.007,4.614e-4,0,0,0,0,8.593e-5,0.059,5.157,130,64.744,0.022,4.321,8.317,895.8,1103.474,0.05,0.168
6.351,2693.474,407.244,-51.424,448.74,52.28,1041.552,0.246,1041.552,0.014,188.468,9.426,28.591,-80.615,32.116,0.033,-6.715e-6,1.375,0.007,1.314e4,1608,5.427,0.048,76.811,61.417,2.987,0.408,2.119e7,0,85.884,0.612,0.612,0.317,0.153,0.142,0.007,0.019,1.985e-4,0,0,0,0,1.053e-4,0.059,5.157,130,64.687,0.023,4.341,8.277,895.1,1103.396,0.05,0.169
6.401,2713.773,404.678,-51.148,446.214,52.005,1050.961,0.253,1050.961,0.014,187.995,9.393,28.591,-80.615,32.116,0.043,-8.806e-6,1.604,-0.007,1.314e4,1608,5.427,0.048,76.772,61.417,2.985,0.406,2.106e7,0,84.835,0.611,0.611,0.317,0.153,0.141,0.008,0.026,-9.957e-6,0,0,0,0,1.437e-4,0.059,5.157,130,64.63,0.024,4.324,8.237,894.4,1103.314,0.05,0.17
6.451,2733.944,402.129,-50.922,443.704,51.759,1060.351,0.256,1060.351,0.014,187.53,9.262,28.591,-80.615,32.116,0.036,-1.142e-5,1.833,-0.024,1.314e4,1608,5.427,0.048,76.772,61.417,2.986,0.404,2.093e7,0,83.791,0.611,0.611,0.317,0.152,0.141,0.007,0.02,-2.753e-5,0,0,0,0,1.886e-4,0.059,5.157,130,64.515,0.025,4.262,8.197,893.8,1103.235,0.05,0.171
6.501,2753.986,399.587,-50.709,441.207,51.522,1069.715,0.259,1069.715,0.014,187.07,9.114,28.591,-80.615,32.116,0.025,-1.04e-5,2.005,-0.057,1.314e4,1608,5.427,0.048,76.811,61.417,2.987,0.402,2.08e7,0,82.768,0.611,0.611,0.317,0.152,0.141,0.005,0.014,1.017e-4,0,0,0,0,2.259e-4,0.059,5.157,130,64.458,0.026,4.242,8.157,893.1,1103.156,0.05,0.172
6.551,2773.901,397.057,-50.502,438.727,51.289,1079.058,0.262,1079.058,0.014,186.617,8.97,28.591,-80.615,32.116,0.013,-6.056e-6,2.12,-0.172,1.314e4,1608,5.427,0.048,76.811,61.417,2.989,0.399,2.068e7,0,81.765,0.61,0.61,0.317,0.152,0.141,0.003,0.008,1.7e-4,0,0,0,0,2.525e-4,0.059,5.157,130,64.343,0.027,4.265,8.118,892.5,1103.077,0.05,0.172
6.601,2793.691,394.537,-50.289,436.257,51.06,1088.379,0.269,1088.379,0.014,186.175,8.839,28.591,-80.615,32.116,0.004,-9.064e-6,2.063,-0.573,1.314e4,1608,5.427,0.048,76.811,61.417,2.99,0.397,2.055e7,0,80.781,0.61,0.61,0.317,0.152,0.141,7.454e-4,0.002,-3.074e-4,0,0,0,0,2.495e-4,0.056,5.157,130,64.229,0.027,4.327,8.078,891.8,1102.999,0.05,0.173
6.651,2813.356,392.028,-50.108,433.799,50.85,1097.677,0.272,1097.677,0.014,185.735,8.652,28.591,-80.615,32.116,0.016,-1.495e-5,-2.12,-0.115,1.314e4,1608,5.427,0.048,76.811,61.417,2.988,0.395,2.043e7,0,79.793,0.61,0.61,0.318,0.152,0.14,0.003,0.009,-1.126e-4,0,0,0,0,-2.593e-4,0.056,5.157,130,64.114,0.027,4.288,8.039,891.2,1102.923,0.05,0.174
6.701,2832.894,389.528,-49.892,431.358,50.617,1106.952,0.276,1106.952,0.014,185.305,8.543,28.591,-80.615,32.116,0.022,-8.824e-6,-2.005,-0.035,1.314e4,1608,5.427,0.048,76.811,61.417,2.986,0.393,2.031e7,0,78.83,0.61,0.61,0.318,0.152,0.14,0.004,0.013,2.206e-4,0,0,0,0,-2.383e-4,0.056,5.157,130,63.999,0.026,4.324,8.001,890.6,1102.844,0.05,0.174
6.751,2852.31,387.037,-49.665,428.927,50.381,1116.207,0.279,1116.207,0.014,184.882,8.465,28.591,-80.615,32.116,0.023,-4.511e-6,-1.891,-1.212e-4,1.314e4,1608,5.427,0.048,76.772,61.417,2.986,0.391,2.018e7,0,77.876,0.609,0.609,0.318,0.152,0.14,0.005,0.013,2.395e-4,0,0,0,0,-2.112e-4,0.056,5.157,130,63.942,0.025,4.347,7.962,889.9,1102.769,0.05,0.175
6.801,2871.598,384.56,-49.439,426.512,50.144,1125.44,0.285,1125.44,0.014,184.459,8.389,28.591,-80.615,32.116,0.023,-5.393e-6,-1.776,0.039,1.314e4,1608,5.427,0.048,76.772,61.417,2.986,0.388,2.006e7,0,76.926,0.609,0.609,0.318,0.152,0.14,0.005,0.014,-3.331e-4,0,0,0,0,-1.861e-4,0.056,5.157,130,63.827,0.024,4.314,7.924,889.3,1102.694,0.05,0.176
6.851,2890.764,382.093,-49.19,424.108,49.895,1134.652,0.289,1134.652,0.015,184.042,8.363,28.591,-80.615,32.116,0.014,-6.44e-6,-1.662,0.115,1.314e4,1608,5.427,0.048,76.811,61.417,2.987,0.386,1.994e7,0,75.991,0.609,0.609,0.318,0.152,0.139,0.003,0.009,-2.108e-5,0,0,0,0,-1.674e-4,0.056,5.157,130,63.77,0.024,4.308,7.886,888.7,1102.618,0.05,0.178
6.901,2909.806,379.642,-48.921,421.716,49.636,1143.845,0.292,1143.845,0.015,183.622,8.399,28.591,-80.615,32.116,0.006,-4.73e-6,1.604,0.229,1.314e4,1608,5.427,0.048,76.811,61.417,2.988,0.384,1.982e7,0,75.079,0.609,0.609,0.318,0.152,0.139,0.001,0.004,-6.167e-5,0,0,0,0,1.614e-4,0.056,5.157,130,63.656,0.024,4.36,7.848,888.1,1102.543,0.05,0.179
6.951,2928.73,377.201,-48.665,419.337,49.386,1153.015,0.299,1153.015,0.015,183.202,8.396,28.591,-80.615,32.116,0.021,-1.053e-5,1.719,0.057,1.314e4,1608,5.427,0.048,76.772,61.417,2.985,0.382,1.97e7,0,74.171,0.608,0.608,0.318,0.152,0.139,0.004,0.012,-1.927e-4,0,0,0,0,1.797e-4,0.056,5.157,130,63.598,0.024,4.373,7.811,887.5,1102.467,0.05,0.18
7.001,2947.53,374.774,-48.425,416.972,49.147,1162.165,0.302,1162.165,0.015,182.782,8.376,28.591,-80.615,32.116,0.031,-9.603e-6,1.833,0.022,1.314e4,1608,5.427,0.048,76.772,61.417,2.983,0.38,1.958e7,0,73.275,0.608,0.608,0.318,0.151,0.139,0.006,0.018,2.114e-4,0,0,0,0,2.109e-4,0.056,5.157,130,63.484,0.025,4.39,7.774,886.9,1102.395,0.05,0.181
7.051,2966.207,372.359,-48.202,414.619,48.917,1171.293,0.305,1171.293,0.015,182.365,8.327,28.591,-80.615,32.116,0.036,-1.075e-5,2.005,-0.013,1.314e4,1608,5.427,0.048,76.772,61.417,2.982,0.378,1.946e7,0,72.392,0.608,0.608,0.318,0.151,0.139,0.007,0.021,-1.227e-4,0,0,0,0,2.533e-4,0.056,5.157,130,63.369,0.026,4.416,7.737,886.3,1102.32,0.05,0.182
7.101,2984.764,369.954,-48.009,412.277,48.707,1180.4,0.312,1180.4,0.015,181.952,8.232,28.591,-80.615,32.116,0.031,-1.109e-5,2.177,-0.032,1.314e4,1608,5.427,0.048,76.772,61.417,2.983,0.376,1.935e7,0,71.516,0.608,0.608,0.318,0.151,0.138,0.006,0.017,-2.821e-4,0,0,0,0,2.983e-4,0.056,5.157,130,63.312,0.027,4.426,7.7,885.6,1102.247,0.05,0.182
7.151,3003.202,367.559,-47.815,409.948,48.501,1189.488,0.315,1189.488,0.015,181.542,8.136,28.591,-80.615,32.116,0.026,-5.113e-6,2.292,-0.057,1.314e4,1608,5.427,0.048,76.772,61.417,2.983,0.374,1.923e7,0,70.659,0.607,0.607,0.318,0.151,0.138,0.005,0.015,-1.384e-5,0,0,0,0,3.394e-4,0.052,5.157,130,63.197,0.028,4.485,7.663,885.1,1102.175,0.05,0.183
7.201,3021.519,365.171,-47.657,407.631,48.317,1198.556,0.318,1198.556,0.015,181.138,7.972,28.591,-80.615,32.116,0.007,-9.591e-6,2.349,-0.229,1.314e4,1608,5.427,0.048,76.772,61.417,2.986,0.372,1.911e7,0,69.8,0.607,0.607,0.318,0.151,0.138,0.001,0.004,4.715e-4,0,0,0,0,3.638e-4,0.052,5.157,130,63.083,0.029,4.459,7.627,884.5,1102.103,0.05,0.184
7.251,3039.721,362.792,-47.513,405.325,48.146,1207.602,0.325,1207.602,0.015,180.745,7.782,28.591,-80.615,32.116,0.019,-1.2e-5,-2.349,-0.057,1.314e4,1608,5.427,0.048,76.772,61.417,2.984,0.37,1.9e7,0,68.943,0.607,0.607,0.318,0.151,0.138,0.004,0.011,-3.921e-5,0,0,0,0,-3.608e-4,0.052,5.157,130,62.968,0.029,4.38,7.591,883.9,1102.031,0.05,0.185
7.301,3057.799,360.42,-47.343,403.031,47.956,1216.631,0.328,1216.631,0.015,180.361,7.657,28.591,-80.615,32.116,0.031,-1.003e-5,-2.235,-0.038,1.314e4,1608,5.427,0.048,76.772,61.417,2.981,0.368,1.888e7,0,68.106,0.607,0.607,0.318,0.151,0.138,0.006,0.019,4.363e-4,0,0,0,0,-3.301e-4,0.052,5.157,130,62.853,0.029,4.364,7.555,883.3,1101.959,0.05,0.186
7.351,3075.761,358.061,-47.126,400.748,47.74,1225.636,0.331,1225.64,0.016,179.977,7.635,28.591,-80.615,32.116,0.023,-4.154e-6,-2.063,-0.036,1.314e4,1608,5.427,0.048,76.772,61.417,2.982,0.366,1.877e7,0,67.295,0.607,0.607,0.318,0.151,0.137,0.004,0.014,-2.657e-4,0,0,0,0,-2.967e-4,0.052,5.157,130,62.739,0.028,4.452,7.519,882.7,1101.89,0.05,0.187
7.401,3093.606,355.709,-46.926,398.478,47.533,1234.626,0.338,1234.626,0.016,179.596,7.579,28.591,-80.615,32.116,0.021,-1.119e-5,-2.005,0.006,1.314e4,1608,5.427,0.048,76.772,61.417,2.983,0.363,1.866e7,0,66.478,0.606,0.606,0.318,0.151,0.137,0.004,0.012,-3.64e-4,0,0,0,0,-2.716e-4,0.052,5.157,130,62.624,0.028,4.436,7.484,882.1,1101.818,0.05,0.188
7.451,3111.332,353.366,-46.726,396.217,47.326,1243.599,0.341,1243.599,0.016,179.219,7.523,28.591,-80.615,32.116,0.018,-6.079e-6,-1.891,0.024,1.314e4,1608,5.427,0.048,76.772,61.417,2.983,0.361,1.854e7,0,65.665,0.606,0.606,0.318,0.151,0.137,0.004,0.011,-3.861e-4,0,0,0,0,-2.5e-4,0.052,5.157,130,62.51,0.027,4.383,7.449,881.5,1101.749,0.05,0.189
7.501,3128.944,351.037,-46.493,393.97,47.1,1252.549,0.344,1252.549,0.016,178.842,7.546,28.591,-80.615,32.116,0.001,-1.439e-5,1.662,0.859,1.314e4,1608,5.427,0.048,76.772,61.417,2.985,0.359,1.843e7,0,64.877,0.606,0.606,0.318,0.151,0.137,2.29e-4,5.22e-4,-2.943e-4,0,0,0,0,1.909e-4,0.052,5.157,130,62.452,0.027,4.426,7.414,881,1101.68,0.05,0.19
7.551,3146.437,348.717,-46.276,391.732,46.886,1261.483,0.351,1261.483,0.016,178.465,7.533,28.591,-80.615,32.116,0.013,-1.042e-5,1.891,0.057,1.314e4,1608,5.427,0.048,76.772,61.417,2.983,0.357,1.832e7,0,64.09,0.606,0.606,0.318,0.151,0.137,0.003,0.008,2.398e-4,0,0,0,0,2.522e-4,0.052,5.157,130,62.338,0.027,4.409,7.379,880.4,1101.611,0.05,0.191
7.601,3163.816,346.407,-46.073,389.505,46.68,1270.397,0.354,1270.397,0.016,178.091,7.5,28.591,-80.615,32.116,0.021,-1.296e-5,1.948,0.05,1.314e4,1608,5.427,0.048,76.772,61.417,2.981,0.355,1.821e7,0,63.309,0.605,0.605,0.319,0.15,0.136,0.004,0.012,3.834e-4,0,0,0,0,2.766e-4,0.052,5.157,130,62.223,0.027,4.377,7.345,879.8,1101.542,0.05,0.191
7.651,3181.076,344.111,-45.869,387.29,46.476,1279.291,0.358,1279.291,0.016,177.717,7.474,28.591,-80.615,32.116,0.03,-7.231e-6,2.063,0.027,1.314e4,1608,5.427,0.048,76.772,61.417,2.98,0.353,1.81e7,0,62.544,0.605,0.605,0.319,0.15,0.136,0.006,0.018,-2.636e-4,0,0,0,0,3.113e-4,0.052,5.157,130,62.166,0.028,4.383,7.311,879.3,1101.473,0.05,0.192
7.701,3198.225,341.821,-45.702,385.089,46.293,1288.169,0.364,1288.169,0.016,177.343,7.382,28.591,-80.615,32.116,0.024,-1.02e-5,2.177,0.026,1.314e4,1608,5.427,0.048,76.772,61.417,2.98,0.351,1.799e7,0,61.776,0.605,0.605,0.319,0.15,0.136,0.005,0.014,4.447e-4,0,0,0,0,3.487e-4,0.049,5.157,130,62.051,0.028,4.311,7.277,878.7,1101.407,0.05,0.193
7.751,3215.259,339.541,-45.545,382.894,46.122,1297.024,0.367,1297.024,0.016,176.978,7.277,28.591,-80.615,32.116,0.015,-8.909e-6,2.235,0.009,1.314e4,1608,5.427,0.048,76.772,61.417,2.982,0.349,1.787e7,0,61.016,0.605,0.605,0.319,0.15,0.136,0.003,0.008,-4.46e-4,0,0,0,0,3.793e-4,0.049,5.157,130,61.937,0.029,4.236,7.243,878.2,1101.339,0.05,0.194
7.801,3232.178,337.267,-45.374,380.712,45.942,1305.866,0.374,1305.866,0.016,176.614,7.201,28.591,-80.615,32.116,0.011,-1.262e-5,2.292,-0.021,1.314e4,1608,5.427,0.048,76.772,61.417,2.982,0.347,1.777e7,0,60.276,0.605,0.605,0.319,0.15,0.136,0.002,0.007,-4.222e-4,0,0,0,0,4.01e-4,0.049,5.157,130,61.822,0.03,4.226,7.21,877.6,1101.273,0.05,0.195
7.851,3248.986,335.003,-45.2,378.54,45.761,1314.688,0.377,1314.688,0.016,176.257,7.139,28.591,-80.615,32.113,0.011,-7.311e-6,2.349,-0.057,1.314e4,1608,5.427,0.048,76.772,61.417,2.982,0.346,1.766e7,0,59.549,0.604,0.604,0.319,0.15,0.136,0.002,0.006,-4.977e-4,0,0,0,0,4.207e-4,0.049,5.157,130,61.708,0.03,4.245,7.176,877.1,1101.207,0.05,0.195
7.901,3265.679,332.746,-45.036,376.381,45.587,1323.491,0.384,1323.491,0.017,175.902,7.064,28.591,-80.615,32.113,0.007,-1.58e-5,2.406,-0.057,1.314e4,1608,5.427,0.048,76.772,61.417,2.982,0.344,1.755e7,0,58.828,0.604,0.604,0.319,0.15,0.135,0.001,0.004,-3e-4,0,0,0,0,4.386e-4,0.049,5.157,130,61.593,0.03,4.245,7.143,876.5,1101.142,0.05,0.196
7.951,3282.26,330.499,-44.869,374.229,45.41,1332.277,0.387,1332.277,0.017,175.551,6.998,28.591,-80.615,32.113,0.006,-5.557e-6,2.406,-0.115,1.314e4,1608,5.427,0.048,76.772,61.417,2.982,0.342,1.745e7,0,58.118,0.604,0.604,0.319,0.15,0.135,0.001,0.003,4.755e-4,0,0,0,0,4.514e-4,0.049,5.157,130,61.478,0.031,4.265,7.11,876,1101.076,0.05,0.198
8.001,3298.73,328.261,-44.695,372.09,45.233,1341.047,0.39,1341.047,0.017,175.2,6.955,28.591,-80.615,32.113,0.009,-1.078e-5,2.406,-0.057,1.314e4,1608,5.427,0.048,76.772,61.417,2.981,0.34,1.734e7,0,57.422,0.604,0.604,0.319,0.15,0.135,0.002,0.005,2.16e-4,0,0,0,0,4.667e-4,0.049,5.157,130,61.364,0.031,4.321,7.078,875.5,1101.01,0.05,0.198
8.051,3315.089,326.03,-44.521,369.957,45.056,1349.797,0.397,1349.797,0.017,174.856,6.913,28.591,-80.615,32.113,0.012,-7.231e-6,2.464,-0.048,1.314e4,1608,5.427,0.048,76.772,61.417,2.981,0.338,1.724e7,0,56.735,0.604,0.604,0.319,0.15,0.135,0.002,0.007,3.684e-4,0,0,0,0,4.864e-4,0.049,5.157,130,61.192,0.031,4.38,7.045,874.9,1100.945,0.05,0.199
8.101,3331.332,323.806,-44.367,367.838,44.892,1358.533,0.4,1358.533,0.017,174.511,6.841,28.591,-80.615,32.113,0.009,-8.95e-6,2.521,-0.026,1.314e4,1608,5.427,0.048,76.772,61.417,2.981,0.336,1.713e7,0,56.049,0.603,0.603,0.319,0.15,0.135,0.002,0.005,-2.828e-4,0,0,0,0,5.062e-4,0.049,5.157,130,61.077,0.031,4.39,7.013,874.4,1100.883,0.05,0.2
8.151,3347.467,321.594,-44.203,365.728,44.721,1367.247,0.407,1367.247,0.017,174.17,6.791,28.591,-80.615,32.113,0.01,-7.741e-6,2.521,-0.006,1.314e4,1608,5.427,0.048,76.772,61.417,2.98,0.334,1.703e7,0,55.378,0.603,0.603,0.319,0.15,0.135,0.002,0.005,-3.16e-4,0,0,0,0,5.264e-4,0.049,5.157,130,60.963,0.031,4.446,6.981,873.9,1100.817,0.05,0.2
8.201,3363.494,319.386,-44.081,363.629,44.58,1375.948,0.41,1375.948,0.017,173.835,6.654,28.591,-80.615,32.113,0.01,-7.322e-6,-2.521,0.02,1.314e4,1608,5.427,0.048,76.772,61.417,2.98,0.332,1.692e7,0,54.689,0.603,0.603,0.319,0.15,0.134,0.002,0.007,-3.772e-4,0,0,0,0,-5.287e-4,0.049,5.157,130,60.848,0.031,4.331,6.949,873.4,1100.755,0.05,0.2
8.251,3379.406,317.185,-43.914,361.539,44.409,1384.633,0.417,1384.633,0.017,173.504,6.614,28.591,-80.615,32.113,0.007,-7.924e-6,-2.521,0.057,1.314e4,1608,5.427,0.048,76.772,61.417,2.981,0.33,1.682e7,0,54.032,0.603,0.603,0.319,0.15,0.134,0.001,0.004,3.329e-4,0,0,0,0,-5.194e-4,0.049,5.157,130,60.734,0.031,4.38,6.918,872.9,1100.692,0.05,0.201
8.301,3395.213,314.993,-43.753,359.459,44.245,1393.301,0.42,1393.301,0.017,173.173,6.565,28.591,-80.615,32.113,0.005,-8.136e-6,-2.464,0.115,1.314e4,1608,5.427,0.048,76.772,61.417,2.981,0.329,1.672e7,0,53.378,0.603,0.603,0.319,0.149,0.134,0.001,0.003,2.621e-4,0,0,0,0,-5.152e-4,0.049,5.157,130,60.562,0.031,4.39,6.887,872.3,1100.63,0.05,0.202
8.351,3410.906,312.812,-43.589,357.388,44.075,1401.949,0.427,1401.949,0.017,172.844,6.532,28.591,-80.615,32.113,6.045e-4,-6.715e-6,2.177,1.203,1.314e4,1608,5.427,0.048,76.772,61.417,2.981,0.327,1.662e7,0,52.734,0.602,0.602,0.319,0.149,0.134,1.188e-4,7.623e-5,1.237e-4,0,0,0,0,3.946e-4,0.046,5.157,130,60.447,0.031,4.416,6.855,871.8,1100.568,0.05,0.202
8.401,3426.493,310.636,-43.428,355.328,43.911,1410.584,0.43,1410.584,0.017,172.52,6.486,28.591,-80.615,32.113,0.003,-9.603e-6,2.464,0.286,1.314e4,1608,5.427,0.048,76.772,61.417,2.98,0.325,1.652e7,0,52.092,0.602,0.602,0.319,0.149,0.134,6.405e-4,9.751e-4,-1.019e-4,0,0,0,0,5.164e-4,0.046,5.157,130,60.332,0.031,4.409,6.825,871.3,1100.509,0.05,0.203
8.451,3441.972,308.468,-43.271,353.278,43.747,1419.203,0.436,1419.203,0.018,172.198,6.447,28.591,-80.615,32.113,0.007,-1.085e-5,2.464,0.172,1.314e4,1608,5.427,0.048,76.772,61.417,2.98,0.323,1.642e7,0,51.459,0.602,0.602,0.319,0.149,0.134,0.001,0.003,4.447e-4,0,0,0,0,5.345e-4,0.046,5.157,130,60.218,0.031,4.409,6.794,870.8,1100.446,0.05,0.204
8.501,3457.339,306.309,-43.12,351.234,43.589,1427.805,0.44,1427.805,0.018,171.877,6.394,28.591,-80.615,32.113,0.008,-1.427e-5,2.521,0.172,1.314e4,1608,5.427,0.048,76.772,61.417,2.979,0.321,1.632e7,0,50.83,0.602,0.602,0.319,0.149,0.133,0.002,0.004,1.927e-4,0,0,0,0,5.518e-4,0.046,5.157,130,60.103,0.031,4.383,6.763,870.3,1100.387,0.05,0.205
8.551,3472.602,304.157,-42.979,349.203,43.442,1436.388,0.446,1436.391,0.018,171.558,6.325,28.591,-80.615,32.113,0.004,-8.004e-6,2.521,0.229,1.314e4,1608,5.427,0.048,76.772,61.417,2.98,0.319,1.622e7,0,50.202,0.602,0.602,0.319,0.149,0.133,7.064e-4,0.002,-3.625e-4,0,0,0,0,5.632e-4,0.046,5.157,130,59.989,0.032,4.321,6.733,869.8,1100.325,0.05,0.205
8.601,3487.756,302.011,-42.812,347.182,43.274,1444.961,0.449,1444.961,0.018,171.243,6.312,28.591,-80.615,32.113,0.015,-1.528e-5,2.578,0.041,1.314e4,1608,5.427,0.048,76.732,61.417,2.978,0.318,1.612e7,0,49.598,0.602,0.602,0.319,0.149,0.133,0.003,0.008,-3.871e-4,0,0,0,0,5.883e-4,0.046,5.157,130,59.817,0.032,4.37,6.703,869.3,1100.266,0.05,0.206
8.651,3502.802,299.875,-42.641,345.167,43.104,1453.514,0.456,1453.514,0.018,170.925,6.309,28.591,-80.615,32.113,0.029,-7.66e-6,2.636,9.517e-6,1.314e4,1608,5.427,0.048,76.732,61.417,2.975,0.316,1.602e7,0,49.006,0.601,0.601,0.319,0.149,0.133,0.006,0.017,-4.383e-4,0,0,0,0,6.27e-4,0.046,5.157,130,59.702,0.032,4.446,6.673,868.9,1100.207,0.05,0.206
8.701,3517.743,297.746,-42.487,343.163,42.949,1462.051,0.459,1462.051,0.018,170.61,6.28,28.591,-80.615,32.113,0.035,-9.677e-6,2.693,-0.002,1.314e4,1608,5.427,0.048,76.732,61.417,2.974,0.314,1.592e7,0,48.416,0.601,0.601,0.319,0.149,0.133,0.007,0.02,2.794e-4,0,0,0,0,6.839e-4,0.046,5.157,130,59.588,0.033,4.495,6.644,868.4,1100.148,0.05,0.207
8.751,3532.579,295.627,-42.369,341.168,42.815,1470.574,0.466,1470.574,0.018,170.299,6.188,28.591,-80.615,32.113,0.024,-1.04e-5,2.807,-0.016,1.314e4,1608,5.427,0.048,76.732,61.417,2.975,0.312,1.583e7,0,47.817,0.601,0.601,0.319,0.149,0.133,0.005,0.013,-1.492e-4,0,0,0,0,7.389e-4,0.046,5.157,130,59.416,0.033,4.439,6.614,867.9,1100.089,0.05,0.207
8.801,3547.306,293.51,-42.247,339.183,42.684,1479.081,0.469,1479.081,0.018,169.993,6.102,28.591,-80.615,32.113,0.013,-6.984e-6,2.865,-0.046,1.314e4,1608,5.427,0.048,76.732,61.417,2.977,0.31,1.573e7,0,47.23,0.601,0.601,0.319,0.149,0.133,0.003,0.007,-2.447e-4,0,0,0,0,7.762e-4,0.046,5.157,130,59.301,0.033,4.406,6.585,867.4,1100.033,0.05,0.208
8.851,3561.929,291.401,-42.113,337.208,42.543,1487.575,0.476,1487.575,0.018,169.688,6.05,28.591,-80.615,32.113,0.012,-6.589e-6,2.922,-0.057,1.314e4,1608,5.427,0.048,76.732,61.417,2.977,0.309,1.563e7,0,46.658,0.601,0.601,0.32,0.149,0.132,0.002,0.006,3.6e-4,0,0,0,0,8.057e-4,0.046,5.157,130,59.129,0.034,4.439,6.556,866.9,1099.974,0.05,0.208
8.901,3576.447,289.298,-41.978,335.24,42.405,1496.05,0.479,1496.05,0.018,169.386,5.997,28.591,-80.615,32.113,0.01,-1.114e-5,2.922,-0.054,1.314e4,1608,5.427,0.048,76.732,61.417,2.977,0.307,1.554e7,0,46.094,0.601,0.601,0.32,0.149,0.132,0.002,0.005,2.772e-4,0,0,0,0,8.318e-4,0.046,5.157,130,59.015,0.034,4.475,6.528,866.5,1099.918,0.05,0.209
8.951,3590.86,287.201,-41.864,333.281,42.28,1504.514,0.486,1504.514,0.018,169.091,5.909,28.591,-80.615,32.113,0.001,-1.092e-5,-2.922,-0.229,1.314e4,1608,5.427,0.048,76.732,61.417,2.978,0.305,1.544e7,0,45.525,0.6,0.6,0.32,0.149,0.132,2.82e-4,0.002,3.05e-4,0,0,0,0,-8.418e-4,0.043,5.157,130,58.843,0.034,4.436,6.499,866,1099.859,0.05,0.209
9.001,3605.167,285.112,-41.729,331.332,42.139,1512.959,0.489,1512.959,0.019,168.796,5.869,28.591,-80.615,32.113,0.001,-1.375e-5,2.922,0.115,1.314e4,1608,5.427,0.048,76.732,61.417,2.978,0.303,1.535e7,0,44.975,0.6,0.6,0.32,0.149,0.132,2.04e-4,-4.033e-4,-7.28e-5,0,0,0,0,8.56e-4,0.043,5.157,130,58.728,0.034,4.485,6.471,865.5,1099.803,0.05,0.21
9.051,3619.37,283.028,-41.594,329.393,42.001,1521.391,0.495,1521.394,0.019,168.504,5.827,28.591,-80.615,32.113,0.002,-9.603e-6,2.922,0.229,1.314e4,1608,5.427,0.048,76.732,61.417,2.978,0.302,1.525e7,0,44.429,0.6,0.6,0.32,0.149,0.132,4.76e-4,9.753e-4,-4.076e-4,0,0,0,0,8.616e-4,0.043,5.157,130,58.556,0.034,4.518,6.442,865.1,1099.747,0.05,0.211
9.101,3633.468,280.955,-41.467,327.461,41.867,1529.81,0.502,1529.81,0.019,168.212,5.774,28.591,-80.615,32.113,4.029e-4,-7.775e-6,0,0,1.314e4,1608,5.427,0.048,76.732,61.417,2.978,0.3,1.516e7,0,43.885,0.6,0.6,0.32,0.149,0.132,7.91e-5,1.634e-4,2.466e-4,0,0,0,0,0,0.043,5.157,130,58.442,0.034,4.514,6.415,864.6,1099.692,0.05,0.212
9.151,3647.464,278.885,-41.335,325.538,41.729,1538.215,0.505,1538.215,0.019,167.927,5.735,28.591,-80.615,32.113,0.003,-9.505e-6,2.865,0.63,1.314e4,1608,5.427,0.048,76.732,61.417,2.977,0.298,1.507e7,0,43.351,0.6,0.6,0.32,0.148,0.132,5.45e-4,4.703e-4,-1.586e-4,0,0,0,0,8.467e-4,0.043,5.157,130,58.27,0.033,4.534,6.387,864.2,1099.636,0.05,0.215
9.201,3661.358,276.821,-41.198,323.625,41.591,1546.604,0.512,1546.604,0.019,167.641,5.709,28.591,-80.615,32.113,0.009,-1.368e-5,2.922,0.229,1.314e4,1608,5.427,0.048,76.732,61.417,2.976,0.296,1.498e7,0,42.825,0.6,0.6,0.32,0.148,0.131,0.002,0.004,-2.095e-4,0,0,0,0,8.968e-4,0.043,5.157,130,58.098,0.033,4.573,6.359,863.7,1099.583,0.05,0.217
