Type,Units,Time,X Position,Y Position,Y Encoder,Z Position,Z Encoder,Yaw,Pitch,WAFBC Drag,WAFBC Side,WAFBC Lift,WAFBC Roll,WAFBC Pitch,WAFBC Yaw,WAFMC Drag,WAFMC Side,WAFMC Lift,WAFMC Roll,WAFMC Pitch,WAFMC Yaw,BAFMC Axial,BAFMC Side,BAFMC Normal,BAFMC Roll,BAFMC Pitch,BAFMC Yaw,DPT250,DPT251,PT250,TE250,Velocity,Dynamic Pressure,Mach,Reynolds Number per ft,Velocity Setpoint,Temperature Setpoint,cDAQ AI0,cDAQ AI1,cDAQ AI2,cDAQ AI3,cDAQ AI4,cDAQ AI5,cDAQ AI6,cDAQ AI7,cRIO AI0,cRIO AI1,cRIO AI2,cRIO AI3,Drag (raw),Side (raw),Lift (raw),Roll (raw),Pitch (raw),Yaw (raw),Velocity (fps),Actuation State,Is Image,Key,Load Cell Drag,Base Model Drag,Image Drag,Top Mount Drag,Bottom Mount Drag,ADS Drag,Total Vehicle Drag,Reynolds Number,Cd,Cp from Tip,Real Actuation State
Sing,USC,250217 11:43:25.255,0.0,0.0,0.0,0.0,0.000906,-1.0,0.0,4.990905,-4.042521,0.436861,2.541679,-7.344598,17.239907,4.990905,-4.042521,0.436861,2.541679,-7.344598,17.239907,4.919594,-4.129008,0.436861,2.413111,-7.387838,17.239907,0.156921,0.32275,14.70429,67.661706,199.996725,0.324879,0.177658,1235682.655833,200.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.014031,-0.003006,0.002373,0.020491,-0.032719,,,,,,200,20,False,"(200, 20, -1.0, False)",4.990905,2.8948160000000005,6.548904,1.827044,1.827044,0.2690449999999993,3.163861,530313.8064616626,0.4675243387012732,7.722975867039404,7.21
Sing,USC,250217 11:43:49.357,0.0,0.0,0.0,0.0,0.000906,0.0,0.0,4.945498,-2.258734,0.367725,1.287382,-6.087563,10.304927,4.945498,-2.258734,0.367725,1.287382,-6.087563,10.304927,4.945498,-2.258734,0.367725,1.287382,-6.087563,10.304927,0.156897,0.322746,14.705834,67.651054,199.980931,0.324854,0.177645,1235703.056667,200.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.013108,-0.003004,0.002309,0.021142,-0.032708,,,,,,200,20,False,"(200, 20, 0.0, False)",4.945498,2.927441000000001,6.463677,1.7681179999999994,1.7681179999999994,0.24993899999999947,3.1773800000000003,530322.5618195875,0.46955817720211324,8.020591217617184,7.21
Sing,USC,250217 11:44:13.457,0.0,0.0,0.0,0.0,0.000906,1.0,0.0,4.968529,-0.647089,0.425469,0.18849,-5.557816,4.214118,4.968529,-0.647089,0.425469,0.18849,-5.557816,4.214118,4.979066,-0.560278,0.42547,0.285459,-5.553679,4.214118,0.156921,0.322805,14.7056,67.624418,199.997501,0.32493,0.177665,1235941.141667,200.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.014602,-0.00304,0.00227,0.020488,-0.03312,,,,,,200,20,False,"(200, 20, 1.0, False)",4.968529,2.9400130000000004,6.486373,1.77318,1.77318,0.2553359999999998,3.195349,530424.7399654209,0.47210321493869634,9.970757435736557,7.21
Sing,USC,250217 11:44:37.557,0.0,0.0,0.0,0.0,0.000906,2.0,0.0,5.016273,0.967203,0.498784,-1.031091,-5.265104,-1.754044,5.016273,0.967203,0.498784,-1.031091,-5.265104,-1.754044,4.979463,1.141679,0.498784,-0.846713,-5.297881,-1.754044,0.156902,0.322766,14.703553,67.664543,200.008929,0.324894,0.177668,1235659.343333,200.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.014783,-0.003041,0.002281,0.021124,-0.033852,,,,,,200,20,False,"(200, 20, 2.0, False)",5.016273,2.9818230000000003,6.506691,1.7624339999999998,1.7624339999999998,0.2720159999999998,3.253839,530303.8015137459,0.4807982058375094,5.271855417115125,7.21
Sing,USC,250217 11:45:01.655,0.0,0.0,0.0,0.0,0.000906,3.0,0.0,5.087971,2.633244,0.601617,-2.374036,-5.24902,-7.844214,5.087971,2.633244,0.601617,-2.374036,-5.24902,-7.844214,4.943184,2.895919,0.601617,-2.09607,-5.366074,-7.844214,0.15692,0.322789,14.702919,67.778775,200.032613,0.324886,0.17767,1235275.015833,200.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.015765,-0.003048,0.002246,0.02074,-0.03497,,,,,,200,20,False,"(200, 20, 3.0, False)",5.087971,2.9482349999999995,6.640389,1.8460770000000002,1.8460770000000002,0.2936589999999999,3.2418939999999994,530138.8609616625,0.47904496814381,6.437249833285484,7.21
Sing,USC,250217 11:45:25.756,0.0,0.0,0.0,0.0,0.000906,4.0,0.0,5.218078,4.375717,0.766231,-3.734483,-5.386251,-14.354305,5.218078,4.375717,0.766231,-3.734483,-5.386251,-14.354305,4.900132,4.729053,0.766231,-3.34966,-5.633634,-14.354305,0.156919,0.322762,14.701208,67.903498,200.044969,0.324828,0.17766,1234754.15,200.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.01296,-0.003072,0.002113,0.021097,-0.036522,,,,,,200,20,False,"(200, 20, 4.0, False)",5.218078,3.023549,6.762401,1.8694259999999998,1.8694259999999998,0.32510300000000036,3.3486520000000004,529915.3227083333,0.49490863125161033,6.738779715034893,7.21
Sing,USC,250217 11:45:49.859,0.0,0.0,0.0,0.0,0.000906,5.0,0.0,5.367508,6.239926,0.967122,-5.118135,-5.654247,-21.468516,5.367508,6.239926,0.967122,-5.118135,-5.654247,-21.468516,4.803238,6.683991,0.967122,-4.605859,-6.078805,-21.468516,0.156916,0.322642,14.701009,67.995503,200.031091,0.324721,0.177632,1234267.265833,200.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.014557,-0.003007,0.002323,0.021563,-0.038253,,,,,,200,20,False,"(200, 20, 5.0, False)",5.367508,3.1484570000000005,6.952399,1.9019709999999996,1.9019709999999996,0.3170799999999998,3.4655370000000003,529706.3682533292,0.5123522330890395,6.898841441923083,7.21
Sing,USC,250217 11:46:13.952,0.0,0.0,0.0,0.0,0.000906,6.0,0.0,5.591795,8.19939,1.194818,-6.506787,-6.068452,-28.925688,5.591795,8.19939,1.194818,-6.506787,-6.068452,-28.925688,4.704093,8.738975,1.194818,-5.836816,-6.715353,-28.925688,0.156918,0.32264,14.703183,68.036937,200.047692,0.324779,0.17764,1234308.379167,200.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.014515,-0.003009,0.002485,0.020175,-0.040525,,,,,,200,20,False,"(200, 20, 6.0, False)",5.591795,3.3584879999999995,7.216526,1.9290190000000003,1.9290190000000003,0.30428800000000056,3.662776,529724.0127258375,0.5414157541747591,6.986118692975941,7.21
Sing,USC,250217 12:37:23.241,0.0,0.0,0.0,0.0,0.000945,-1.0,0.0,3.149048,-2.366657,0.103407,2.301264,-4.054201,9.9595,3.149048,-2.366657,0.103407,2.301264,-4.054201,9.9595,3.107265,-2.421255,0.103407,2.230158,-4.093746,9.9595,0.156926,0.181964,14.717948,66.912504,149.993259,0.183156,0.133334,929895.585417,150.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.014145,-0.003036,0.002094,0.021108,-0.020691,,,,,,150,50,False,"(150, 50, -1.0, False)",3.149048,1.5665210000000003,3.661247,1.0473629999999998,1.0473629999999998,0.535164,2.1016850000000002,399080.18874146254,0.5508773847072999,7.666589958606874,33.37
Sing,USC,250217 12:37:48.842,0.0,0.0,0.0,0.0,0.000945,0.0,0.0,3.134383,-1.337266,0.041891,1.187734,-3.287962,5.91513,3.134383,-1.337266,0.041891,1.187734,-3.287962,5.91513,3.134383,-1.337266,0.041891,1.187734,-3.287962,5.91513,0.156904,0.181963,14.716609,66.923161,149.976868,0.183094,0.133318,929670.1175,150.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.015719,-0.003039,0.002143,0.02101,-0.020749,,,,,,150,50,False,"(150, 50, 0.0, False)",3.134383,1.6143349999999996,3.630313,1.0079890000000002,1.0079890000000002,0.5120590000000003,2.126394,398983.4254270834,0.5575426496427908,7.881634307111176,33.37
Sing,USC,250217 12:38:14.446,0.0,0.0,0.0,0.0,0.000945,1.0,0.0,3.150193,-0.392938,0.05603,0.165148,-3.075713,2.408228,3.150193,-0.392938,0.05603,0.165148,-3.075713,2.408228,3.156571,-0.3379,0.05603,0.218801,-3.072362,2.408228,0.156929,0.181919,14.716547,66.93689,149.994379,0.183136,0.133332,929754.479583,150.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.015044,-0.002987,0.002229,0.021121,-0.020999,,,,,,150,50,False,"(150, 50, 1.0, False)",3.150193,1.6192140000000004,3.642258,1.0115219999999998,1.0115219999999998,0.5194569999999996,2.138671,399019.6308210375,0.5606330875846042,9.587106829406505,33.37
Sing,USC,250217 12:38:40.045,0.0,0.0,0.0,0.0,0.000945,2.0,0.0,3.203537,0.557464,0.09429,-1.018163,-2.814363,-1.112815,3.203537,0.557464,0.09429,-1.018163,-2.814363,-1.112815,3.18213,0.668926,0.09429,-0.919322,-2.848182,-1.112815,0.15691,0.181917,14.71668,66.955178,149.984259,0.183117,0.133321,929697.96875,150.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.014615,-0.002949,0.002278,0.021281,-0.021586,,,,,,150,50,False,"(150, 50, 2.0, False)",3.203537,1.6647740000000004,3.670978,1.0031019999999997,1.0031019999999997,0.5356609999999997,2.200435,398995.3782552083,0.576883807157966,5.454542954044268,33.37
Sing,USC,250217 12:39:05.642,0.0,0.0,0.0,0.0,0.000945,3.0,0.0,3.271961,1.518152,0.189221,-2.237587,-2.864017,-4.608869,3.271961,1.518152,0.189221,-2.237587,-2.864017,-4.608869,3.188023,1.687312,0.189221,-2.08463,-2.977198,-4.608869,0.156926,0.181981,14.717288,66.98173,150.017698,0.183191,0.133347,929831.324583,150.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.014533,-0.003058,0.00218,0.020011,-0.022397,,,,,,150,50,False,"(150, 50, 3.0, False)",3.271961,1.675977,3.779609,1.051816,1.051816,0.544168,2.220145,399052.61013353756,0.5818160203638382,6.494174935491747,33.37
Sing,USC,250217 12:39:31.242,0.0,0.0,0.0,0.0,0.000945,4.0,0.0,3.352764,2.512214,0.291231,-3.475917,-3.028266,-8.320675,3.352764,2.512214,0.291231,-3.475917,-3.028266,-8.320675,3.169354,2.739971,0.291231,-3.256209,-3.263358,-8.320675,0.156923,0.182028,14.716479,67.005688,150.028074,0.183199,0.133353,929773.952083,150.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.01745,-0.00305,0.002172,0.01922,-0.023321,,,,,,150,50,False,"(150, 50, 4.0, False)",3.352764,1.7444290000000002,3.837579,1.0465749999999998,1.0465749999999998,0.56176,2.3061890000000003,399027.9877689542,0.6043385062480574,6.770421793950144,33.37
Sing,USC,250217 12:39:56.848,0.0,0.0,0.0,0.0,0.000945,5.0,0.0,3.443831,3.615517,0.400602,-4.741683,-3.116653,-12.519004,3.443831,3.615517,0.400602,-4.741683,-3.116653,-12.519004,3.115614,3.901909,0.400602,-4.452005,-3.518058,-12.519004,0.156923,0.182017,14.716039,67.034567,150.012,0.183137,0.133335,929518.724583,150.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.01691,-0.003035,0.002208,0.018874,-0.02435,,,,,,150,50,False,"(150, 50, 5.0, False)",3.443831,1.7763680000000006,3.964612,1.0941219999999996,1.0941219999999996,0.5733409999999997,2.3497090000000003,398918.4526335375,0.6159514102380373,6.920909778140535,33.37
Sing,USC,250217 12:40:22.442,0.0,0.0,0.0,0.0,0.000945,6.0,-0.0,3.602423,4.79175,0.554546,-6.020346,-3.278829,-17.124958,3.602423,4.79175,0.554546,-6.020346,-3.278829,-17.124958,3.081814,5.142056,0.554546,-5.644635,-3.890165,-17.124958,0.156932,0.181976,14.715045,67.061288,150.043891,0.183196,0.13336,929582.7125,150.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.011373,-0.003022,0.002067,0.020429,-0.025868,,,,,,150,50,False,"(150, 50, 6.0, False)",3.602423,1.913818,4.087552,1.0868669999999998,1.0868669999999998,0.6017380000000001,2.515556,398945.91411458334,0.6592140760567243,7.032175457818125,33.37
Sing,USC,250217 11:19:16.759,0.0,0.0,0.0,0.0,0.000827,-1.0,0.0,9.356511,-5.81437,0.726262,2.875044,-10.460071,24.617556,9.356511,-5.81437,0.726262,2.875044,-10.460071,24.617556,9.253612,-5.976778,0.726262,2.692053,-10.508654,24.617556,0.156921,0.499594,14.680574,71.603381,249.948835,0.50283,0.221205,1521522.374167,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.014938,-0.003096,0.002176,0.020485,-0.061564,,,,,,250,70,False,"(250, 70, -1.0, False)",9.356511,4.129694000000001,10.104348,2.9873269999999996,2.9873269999999996,2.239489999999999,6.369184,652986.6855800041,0.6080945118287507,7.692249647568582,58.37
Sing,USC,250217 11:19:40.264,0.0,0.0,0.0,0.0,0.000827,0.0,0.0,9.257029,-3.223905,0.640898,1.44312,-9.284742,14.65598,9.257029,-3.223905,0.640898,1.44312,-9.284742,14.65598,9.257029,-3.223905,0.640898,1.44312,-9.284742,14.65598,0.156896,0.499625,14.678402,71.555651,249.959601,0.502846,0.221224,1521610.996667,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.011268,-0.003054,0.002164,0.022485,-0.061324,,,,,,250,70,False,"(250, 70, 0.0, False)",9.257029,4.1055589999999995,9.985799,2.9401200000000003,2.9401200000000003,2.2113499999999995,6.316908999999999,653024.7194029208,0.6030843934546625,8.00436679275599,58.37
Sing,USC,250217 11:20:03.756,0.0,0.0,0.0,0.0,0.000827,1.0,0.0,9.307384,-0.792816,0.695397,0.156256,-8.403689,5.563398,9.307384,-0.792816,0.695397,0.156256,-8.403689,5.563398,9.319803,-0.630259,0.695397,0.302896,-8.399682,5.563398,0.156916,0.499644,14.676639,71.505057,249.966554,0.502866,0.221241,1521740.203333,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.013743,-0.003089,0.002369,0.021847,-0.062082,,,,,,250,70,False,"(250, 70, 1.0, False)",9.307384,4.180681,9.947079,2.8831990000000003,2.8831990000000003,2.2435040000000006,6.4241850000000005,653080.1705970792,0.6133017943395462,10.475595850739643,58.37
Sing,USC,250217 11:20:27.262,0.0,0.0,0.0,0.0,0.000827,2.0,0.0,9.417892,1.555872,0.827452,-1.137192,-8.213259,-3.142552,9.417892,1.555872,0.827452,-1.137192,-8.213259,-3.142552,9.357856,1.883604,0.827452,-0.849861,-8.247944,-3.142552,0.156906,0.499763,14.678504,71.45935,249.966572,0.502969,0.221251,1522155.145,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.013938,-0.003133,0.002378,0.021792,-0.063451,,,,,,250,70,False,"(250, 70, 2.0, False)",9.417892,4.1938320000000004,10.051008,2.9285879999999995,2.9285879999999995,2.295472,6.489304000000001,653258.2497291667,0.6193916842426622,5.478134448077991,58.37
Sing,USC,250217 11:20:50.763,0.0,0.0,0.0,0.0,0.000827,3.0,0.0,9.556446,3.993124,1.000085,-2.619655,-8.321618,-12.119553,9.556446,3.993124,1.000085,-2.619655,-8.321618,-12.119553,9.334366,4.487798,1.000085,-2.180545,-8.447316,-12.119553,0.15692,0.499955,14.678967,71.41998,250.010072,0.503215,0.221297,1522721.4625,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.015742,-0.003126,0.002167,0.019765,-0.065334,,,,,,250,70,False,"(250, 70, 3.0, False)",9.556446,4.228568000000001,10.157594,2.9645129999999993,2.9645129999999993,2.363364999999999,6.591933,653501.2943229167,0.6288798440026537,6.4934389298537525,58.37
Sing,USC,250217 11:21:14.261,0.0,0.0,0.0,0.0,0.000827,4.0,0.0,9.697863,6.47103,1.251065,-4.109161,-8.637274,-21.341177,9.697863,6.47103,1.251065,-4.109161,-8.637274,-21.341177,9.222843,7.131756,1.251065,-3.496645,-8.902875,-21.341177,0.156918,0.500116,14.678503,71.372963,250.045735,0.503369,0.221339,1523074.0175,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.013413,-0.003103,0.002198,0.019193,-0.067253,,,,,,250,70,False,"(250, 70, 4.0, False)",9.697863,4.294212999999999,10.368729,3.0372580000000005,3.0372580000000005,2.3663920000000003,6.660604999999999,653652.5991770833,0.6352368481625573,6.7562900728323,58.37
Sing,USC,250217 11:21:37.762,0.0,0.0,0.0,0.0,0.000827,5.0,0.0,9.92982,9.036936,1.535076,-5.613086,-9.152556,-30.927684,9.92982,9.036936,1.535076,-5.613086,-9.152556,-30.927684,9.104413,9.867989,1.535076,-4.794029,-9.606941,-30.927684,0.156917,0.500058,14.677126,71.330166,250.029385,0.503317,0.221333,1523111.131667,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.015349,-0.003154,0.002133,0.019745,-0.069826,,,,,,250,70,False,"(250, 70, 5.0, False)",9.92982,4.537067,10.630307,3.04662,3.04662,2.346132999999999,6.8831999999999995,653668.5273404209,0.6565340554665572,6.880697285008989,58.37
Sing,USC,250217 11:22:01.259,0.0,0.0,0.0,0.0,0.000827,6.0,0.0,10.226275,11.788693,1.852384,-7.179011,-9.97188,-41.349929,10.226275,11.788693,1.852384,-7.179011,-9.97188,-41.349929,8.938,12.79305,1.852385,-6.097338,-10.667664,-41.349929,0.156916,0.500156,14.677526,71.280409,250.049698,0.50346,0.221362,1523529.691667,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.013397,-0.00305,0.00215,0.019291,-0.072907,,,,,,250,70,False,"(250, 70, 6.0, False)",10.226275,4.738027000000001,10.943359,3.1026659999999993,3.1026659999999993,2.3855819999999994,7.123609,653848.1593404209,0.679271778789072,6.9659256508192495,58.37
Sing,USC,250217 11:26:20.861,0.0,0.0,0.0,0.0,0.000866,-1.0,0.0,10.171164,-5.846809,0.705714,2.860619,-10.88558,24.805246,10.171164,-5.846809,0.705714,2.860619,-10.88558,24.805246,10.067575,-6.02343,0.705714,2.670204,-10.933846,24.805246,0.156918,0.500279,14.678546,70.706211,249.925367,0.503554,0.221371,1525847.53,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.012919,-0.003024,0.002307,0.019112,-0.067001,,,,,,250,90,False,"(250, 90, -1.0, False)",10.171164,4.129694000000001,10.104348,2.9873269999999996,2.9873269999999996,3.054142999999999,7.183837,654842.8982916668,0.6848869462304038,7.700860496440594,93.89
Sing,USC,250217 11:26:44.558,0.0,0.0,0.0,0.0,0.000866,0.0,0.0,10.054539,-3.258704,0.637117,1.44699,-9.662382,14.803085,10.054539,-3.258704,0.637117,1.44699,-9.662382,14.803085,10.05454,-3.258703,0.637117,1.44699,-9.662382,14.803085,0.156906,0.500388,14.676313,70.655223,249.968428,0.503666,0.22142,1526038.408333,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.013125,-0.002999,0.002527,0.01941,-0.066649,,,,,,250,90,False,"(250, 90, 0.0, False)",10.054539,4.1055589999999995,9.985799,2.9401200000000003,2.9401200000000003,3.0088600000000003,7.114419,654924.8169095792,0.6781180017221817,8.000962857217676,93.89
Sing,USC,250217 11:27:08.260,0.0,0.0,0.0,0.0,0.000866,1.0,0.0,10.117449,-0.813017,0.706301,0.135435,-8.731172,5.549206,10.117449,-0.813017,0.706301,0.135435,-8.731172,5.549206,10.130097,-0.636319,0.706301,0.287795,-8.727479,5.549206,0.15691,0.500548,14.678353,70.611766,249.965219,0.503759,0.221426,1526436.506667,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.011957,-0.003028,0.002286,0.020045,-0.067473,,,,,,250,90,False,"(250, 90, 1.0, False)",10.117449,4.180681,9.947079,2.8831990000000003,2.8831990000000003,3.0535690000000004,7.23425,655095.6674445876,0.6894125166136039,10.283782247685679,93.89
Sing,USC,250217 11:27:31.956,0.0,0.0,0.0,0.0,0.000866,2.0,0.0,10.235267,1.542231,0.841746,-1.169148,-8.595446,-3.18728,10.235267,1.542231,0.841746,-1.169148,-8.595446,-3.18728,10.175209,1.898497,0.841746,-0.868459,-8.631013,-3.18728,0.156887,0.500584,14.679402,70.571111,249.952677,0.503792,0.221424,1526702.278333,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.012662,-0.003054,0.002255,0.018895,-0.068904,,,,,,250,90,False,"(250, 90, 2.0, False)",10.235267,4.1938320000000004,10.051008,2.9285879999999995,2.9285879999999995,3.1128470000000004,7.306679000000001,655209.7277845792,0.6962692742225528,5.525001685869368,93.89
Sing,USC,250217 11:27:55.659,0.0,0.0,0.0,0.0,0.000866,3.0,0.0,10.373931,3.966576,1.03833,-2.65285,-8.725525,-12.146267,10.373931,3.966576,1.03833,-2.65285,-8.725525,-12.146267,10.152119,4.50407,1.03833,-2.192555,-8.852406,-12.146267,0.156917,0.50077,14.678788,70.53781,250.006296,0.50404,0.221478,1527200.6025,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.012284,-0.003035,0.002433,0.019387,-0.070778,,,,,,250,90,False,"(250, 90, 3.0, False)",10.373931,4.228568000000001,10.157594,2.9645129999999993,2.9645129999999993,3.1808500000000004,7.409418000000001,655423.5919062501,0.7057120976202689,6.520487443074329,93.89
Sing,USC,250217 11:28:19.358,0.0,0.0,0.0,0.0,0.000866,4.0,0.0,10.548778,6.459081,1.271754,-4.13582,-8.99101,-21.380107,10.548778,6.459081,1.271754,-4.13582,-8.99101,-21.380107,10.072519,7.179192,1.271754,-3.498564,-9.257608,-21.380107,0.15692,0.500952,14.680724,70.510778,250.035694,0.50421,0.22151,1527596.6575,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.012584,-0.003007,0.00213,0.019261,-0.072933,,,,,,250,90,False,"(250, 90, 4.0, False)",10.548778,4.294212999999999,10.368729,3.0372580000000005,3.0372580000000005,3.217307000000001,7.51152,655593.5655104168,0.7151956138041043,6.768418312914793,93.89
Sing,USC,250217 11:28:43.056,0.0,0.0,0.0,0.0,0.000866,5.0,0.0,10.7736,9.007478,1.565562,-5.627899,-9.561848,-30.959938,10.7736,9.007478,1.565562,-5.627899,-9.561848,-30.959938,9.94755,9.912182,1.565562,-4.773113,-10.015966,-30.959938,0.156914,0.501197,14.680936,70.482532,250.081209,0.504452,0.221556,1528112.67,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.011996,-0.003061,0.002225,0.020016,-0.075451,,,,,,250,90,False,"(250, 90, 5.0, False)",10.7736,4.537067,10.630307,3.04662,3.04662,3.1899129999999998,7.72698,655815.020875,0.7353573017577314,6.895470565308809,93.89
Sing,USC,250217 11:29:06.757,0.0,0.0,0.0,0.0,0.000866,6.0,-0.0,11.045979,11.737693,1.863615,-7.176782,-10.331519,-41.31842,11.045979,11.737693,1.863615,-7.176782,-10.331519,-41.31842,9.758545,12.828012,1.863615,-6.057529,-11.0251,-41.31842,0.156917,0.50107,14.681635,70.451755,250.029717,0.504301,0.221517,1528040.561667,250.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.01444,-0.003058,0.002177,0.020046,-0.078353,,,,,,250,90,False,"(250, 90, 6.0, False)",11.045979,4.738027000000001,10.943359,3.1026659999999993,3.1026659999999993,3.205286000000001,7.943313000000002,655784.0743820876,0.756171519041106,6.97848162823251,93.89
Sing,USC,250217 13:29:33.531,0.0,0.0,0.0,0.0,0.000827,-1.0,0.0,1.563395,-1.092524,-0.049578,2.276146,-2.097718,4.610712,1.563395,-1.092524,-0.049578,2.276146,-2.097718,4.610712,1.54409,-1.119642,-0.049578,2.239189,-2.137122,4.610712,0.080929,0.080891,14.724968,66.738648,99.986593,0.081456,0.088896,620554.479167,100.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.012406,-0.003066,0.001946,0.02041,-0.010323,,,,,,100,70,False,"(100, 70, -1.0, False)",1.563395,0.7241790000000001,1.661561,0.46869099999999997,0.46869099999999997,0.370525,1.0947040000000001,266321.2973091709,0.6451817801652812,7.678571973399821,58.37
Sing,USC,250217 13:30:00.330,0.0,0.0,0.0,0.0,0.000827,0.0,0.0,1.54261,-0.614636,-0.075617,1.188545,-1.706137,2.789892,1.54261,-0.614636,-0.075617,1.188545,-1.706137,2.789892,1.54261,-0.614636,-0.075617,1.188545,-1.706137,2.789892,0.080911,0.080865,14.725707,66.741272,99.973922,0.081434,0.088885,620458.84875,100.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.012591,-0.003168,0.001997,0.020771,-0.010239,,,,,,100,70,False,"(100, 70, 0.0, False)",1.54261,0.7485999999999999,1.650524,0.4509620000000001,0.4509620000000001,0.343048,1.091648,266280.255921875,0.6435544904469725,7.997429643995254,58.37
Sing,USC,250217 13:30:27.133,0.0,0.0,0.0,0.0,0.000827,1.0,0.0,1.547296,-0.178457,-0.093907,0.103579,-1.462662,1.135531,1.547296,-0.178457,-0.093907,0.103579,-1.462662,1.135531,1.550175,-0.151425,-0.093907,0.12909,-1.460631,1.135531,0.080946,0.080882,14.724717,66.74548,99.999016,0.081469,0.088907,620571.163333,100.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.011054,-0.003122,0.002181,0.020955,-0.010324,,,,,,100,70,False,"(100, 70, 1.0, False)",1.547296,0.729776,1.660416,0.46531999999999996,0.46531999999999996,0.35220000000000007,1.081976,266328.45759707916,0.6375785697556772,9.821384376441758,58.37
Sing,USC,250217 13:30:53.937,0.0,0.0,0.0,0.0,0.000827,2.0,0.0,1.570244,0.255635,-0.063626,-1.0147,-1.237105,-0.467329,1.570244,0.255635,-0.063626,-1.0147,-1.237105,-0.467329,1.560366,0.31028,-0.063626,-0.970908,-1.271764,-0.467329,0.080917,0.080841,14.722367,66.747205,99.989468,0.081445,0.088898,620439.150417,100.0,68.256863,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.012192,-0.003062,0.002034,0.021175,-0.01057,,,,,,100,70,False,"(100, 70, 2.0, False)",1.570244,0.7743009999999997,1.672303,0.4490010000000002,0.4490010000000002,0.3469420000000001,1.1212429999999998,266271.80205396254,0.6609122267135854,5.286443725102849,58.37
