# Base - Reduced Motor (Data loaded from a file)
# 734 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (79.9 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (ft/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°C),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,-6.795e-4,-0.135,-13.589,0.135,13.589,0,0,0,0,0,0,41.998,-88.006,32.162,112.529,0,0,0,1.521e4,3671,6.23,0.049,NaN,64.882,NaN,3.18e-4,1.812e4,86.081,-1.448e-5,1.282,-0.15,1.018,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.473e-5,5.157,130,90.012,0,0.328,15,1013,1116.762,0.01,0.002
0.02,0.001,0.236,23.57,0.236,23.57,0,0,0,0,0,0,41.998,-88.006,32.162,54.316,0,0,0,1.52e4,3668,6.229,0.049,NaN,64.882,NaN,3.617e-4,2.061e4,258.243,5.954e-5,1.24,0.477,0.976,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.554e-5,5.157,130,90.012,0,0.328,15,1013,1116.762,0.01,0.003
0.03,0.007,0.843,60.741,0.843,60.741,0,0,0,0,0,0,41.998,-88.006,32.162,21.257,0,0,0,1.52e4,3665,6.228,0.049,NaN,64.882,NaN,8.1e-4,4.616e4,430.405,8.206e-4,1.028,1.311,0.765,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.137e-5,5.157,130,90.012,0,0.328,15,1013,1116.762,0.01,0.004
0.04,0.02,1.821,97.927,1.821,97.927,0,0,0,0,0,0,41.998,-88.006,32.162,10.199,0,0,0,1.52e4,3663,6.227,0.049,NaN,64.882,NaN,0.002,9.448e4,602.567,0.003,0.893,1.067,0.629,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.975e-4,5.157,130,90.012,0,0.328,15,1013,1116.762,0.01,0.005
0.05,0.046,3.173,135.125,3.173,135.125,0,0,0,0,0,0,41.998,-88.006,32.162,5.901,0,0,0,1.519e4,3660,6.226,0.049,NaN,64.882,NaN,0.003,1.628e5,774.729,0.007,0.813,0.881,0.549,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.438e-4,5.157,130,90.012,0,0.328,15,1013,1116.762,0.01,0.007
# Event LIFTOFF occurred at t=0.06 seconds
0.06,0.085,4.82,164.77,4.82,164.77,0,0,0,0,0,0,41.998,-88.006,32.162,3.896,0,0,0,1.519e4,3654,6.225,0.049,NaN,64.843,NaN,0.004,2.466e5,911.697,0.014,0.762,0.792,0.498,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.223e-4,5.157,130,90.012,0,0.328,15,1013,1116.762,0.01,0.008
0.07,0.141,6.545,172.411,6.545,172.411,0,0,0,0,0,0,41.998,-88.006,32.162,2.865,0,0,0,1.518e4,3648,6.222,0.049,NaN,64.843,NaN,0.006,3.344e5,946.675,0.024,0.728,0.745,0.465,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.093e-4,5.157,130,90.012,0,0.328,15,1013,1116.762,0.01,0.01
0.08,0.217,8.33,178.665,8.33,178.665,0,0,0,0,0,0,41.998,-88.006,32.162,2.235,0,0,0,1.518e4,3641,6.22,0.049,NaN,64.843,NaN,0.007,4.254e5,975.189,0.038,0.704,0.715,0.441,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.029e-4,5.157,130,90.012,0,0.328,15,1013,1116.762,0.01,0.011
0.09,0.308,10.18,184.918,10.18,184.918,0,0,0,0,0,0,41.998,-88.006,32.162,1.833,0,0,0,1.517e4,3635,6.218,0.049,NaN,64.843,NaN,0.009,5.197e5,1003.703,0.055,0.686,0.693,0.422,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5.157,130,90.012,0,0.328,14.999,1013,1116.762,0.01,0.013
0.1,0.42,12.09,191.178,12.09,191.178,0,0,0,0,0,0,41.998,-88.006,32.162,1.547,0,0,0,1.516e4,3628,6.216,0.049,NaN,64.843,NaN,0.011,6.172e5,1032.216,0.076,0.671,0.676,0.407,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,5.157,130,90.012,0,0.328,14.999,1013,1116.759,0.01,0.014
0.11,0.551,14.065,197.444,14.065,197.444,0,0,0,0,0,0,41.998,-88.006,32.162,1.318,0,0,0,1.515e4,3621,6.213,0.049,NaN,64.803,NaN,0.013,7.179e5,1060.73,0.1,0.658,0.662,0.395,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,90.012,0,0.328,14.999,1013,1116.759,0.01,0.014
0.12,0.702,16.102,203.714,16.102,203.714,0,0,0,0,0,0,41.998,-88.006,32.162,1.146,0,0,0,1.515e4,3615,6.211,0.049,NaN,64.803,NaN,0.014,8.218e5,1089.244,0.129,0.648,0.65,0.384,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,90.012,0,0.328,14.999,1013,1116.759,0.01,0.015
0.13,0.873,18.202,209.987,18.202,209.987,0,0,0,0,0,0,41.998,-88.006,32.162,1.031,0,0,0,1.514e4,3608,6.209,0.049,NaN,64.803,NaN,0.016,9.289e5,1117.757,0.162,0.638,0.64,0.375,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,90.012,0,0.328,14.998,1013,1116.759,0.01,0.016
0.14,1.066,20.364,216.263,20.364,216.263,0,0,0,0,0,0,41.998,-88.006,32.162,0.917,0,0,0,1.514e4,3602,6.207,0.049,NaN,64.803,NaN,0.018,1.039e6,1146.271,0.2,0.63,0.632,0.366,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,90.012,0,0.328,14.998,1013,1116.759,0.01,0.017
0.15,1.28,22.589,222.546,22.589,222.546,0,0,0,0,0,0,41.998,-88.006,32.162,0.859,0,0,0,1.513e4,3595,6.204,0.049,NaN,64.764,NaN,0.02,1.153e6,1174.785,0.244,0.623,0.624,0.359,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,5.157,130,90.012,0,0.328,14.997,1013,1116.755,0.01,0.018
0.16,1.519,24.875,228.832,24.875,228.832,0,0,0,0,0,0,41.998,-88.006,32.162,0.745,0,0,0,1.512e4,3588,6.202,0.049,NaN,64.764,NaN,0.022,1.269e6,1203.299,0.292,0.616,0.617,0.352,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,0.328,14.997,1013,1116.755,0.01,0.018
0.17,1.778,27.228,235.125,27.228,235.125,0,0,0,0,0,0,41.998,-88.006,32.162,0.688,0,0,0,1.512e4,3582,6.2,0.049,NaN,64.764,NaN,0.024,1.389e6,1231.812,0.346,0.61,0.611,0.346,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,0.328,14.996,1013,1116.755,0.01,0.019
0.18,2.064,29.633,240.587,29.633,240.587,0,0,0,0,0,0,41.998,-88.006,32.162,0.63,0,0,0,1.511e4,3575,6.197,0.049,NaN,64.764,NaN,0.027,1.512e6,1256.453,0.406,0.604,0.605,0.341,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,0.328,14.996,1013,1116.752,0.01,0.02
0.19,2.372,32.041,241.014,32.041,241.014,0,0,0,0,0,0,41.998,-88.006,32.162,0.573,0,0,0,1.51e4,3567,6.195,0.049,NaN,64.724,NaN,0.029,1.635e6,1257.852,0.471,0.599,0.6,0.336,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,0.328,14.995,1013,1116.752,0.01,0.021
0.2,2.703,34.446,240.597,34.446,240.597,0,0,0,0,0,0,41.998,-88.006,32.162,0.573,0,0,0,1.509e4,3560,6.192,0.049,NaN,64.724,NaN,0.031,1.758e6,1255.378,0.54,0.595,0.595,0.331,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,0.328,14.995,1013,1116.752,0.01,0.022
0.21,3.061,36.847,240.18,36.847,240.18,0,0,0,0,0,0,41.998,-88.006,32.162,0.516,0,0,0,1.509e4,3552,6.189,0.049,NaN,64.724,NaN,0.033,1.88e6,1252.904,0.614,0.591,0.591,0.327,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,0.328,14.994,1013,1116.749,0.01,0.024
0.22,3.442,39.245,239.76,39.245,239.76,0,0,0,0,0,0,41.998,-88.006,32.162,0.458,0,0,0,1.508e4,3544,6.187,0.049,NaN,64.685,NaN,0.035,2.003e6,1250.431,0.692,0.587,0.587,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,0.328,14.993,1013,1116.749,0.01,0.025
0.23,3.845,41.637,239.341,41.637,239.341,0,0,0,0,0,0,41.998,-88.006,32.162,0.458,0,0,0,1.507e4,3537,6.184,0.049,NaN,64.685,NaN,0.037,2.125e6,1247.957,0.778,0.586,0.587,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,0.328,14.992,1013,1116.745,0.01,0.026
0.24,4.272,44.026,238.917,44.026,238.917,0,0,0,0,0,0,41.998,-88.006,32.162,0.401,0,0,0,1.506e4,3529,6.182,0.049,NaN,64.685,NaN,0.039,2.246e6,1245.483,0.87,0.586,0.587,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,5.157,130,90.012,0,0.328,14.992,1013,1116.745,0.01,0.027
0.25,4.724,46.411,238.494,46.411,238.494,0,0,0,0,0,0,41.998,-88.006,32.162,0.401,0,0,0,1.506e4,3522,6.179,0.049,NaN,64.685,NaN,0.042,2.368e6,1243.009,0.966,0.586,0.587,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,0.328,14.991,1013,1116.742,0.01,0.029
0.26,5.2,48.789,238.068,48.789,238.068,0,0,0,0,0,0,41.998,-88.006,32.162,0.401,0,0,0,1.505e4,3514,6.176,0.049,NaN,64.646,NaN,0.044,2.49e6,1240.535,1.068,0.587,0.587,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,0.328,14.99,1013,1116.742,0.01,0.03
0.27,5.702,51.165,237.641,51.165,237.641,0,0,0,0,0,0,41.998,-88.006,32.162,0.344,0,0,0,1.504e4,3507,6.174,0.049,NaN,64.646,NaN,0.046,2.611e6,1238.061,1.175,0.587,0.587,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,0.328,14.989,1013,1116.739,0.01,0.031
0.28,6.224,53.537,237.215,53.537,237.215,0,0,0,0,0,0,41.998,-88.006,32.162,0.344,0,0,0,1.503e4,3499,6.171,0.049,NaN,64.646,NaN,0.048,2.732e6,1235.587,1.286,0.587,0.587,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,0.328,14.988,1013,1116.736,0.01,0.032
0.29,6.772,55.906,236.781,55.906,236.781,0,0,0,0,0,0,41.998,-88.006,32.162,0.344,0,0,0,1.503e4,3492,6.168,0.049,NaN,64.606,NaN,0.05,2.852e6,1233.114,1.402,0.587,0.587,0.323,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,0.328,14.987,1013,1116.736,0.01,0.033
0.3,7.343,58.268,236.352,58.268,236.352,0,0,0,0,0,0,41.998,-88.006,32.162,0.344,0,0,0,1.502e4,3484,6.166,0.049,NaN,64.606,NaN,0.052,2.973e6,1230.64,1.523,0.587,0.587,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,0.328,14.985,1013,1116.732,0.01,0.034
0.31,7.936,60.627,236.02,60.627,236.02,0,0,0,0,0,0,41.998,-88.006,32.162,0.286,0,0,0,1.501e4,3477,6.163,0.049,NaN,64.606,NaN,0.054,3.093e6,1228.645,1.649,0.587,0.587,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,0.328,14.984,1013,1116.729,0.01,0.035
0.32,8.556,62.986,235.794,62.986,235.794,0,0,0,0,0,0,41.998,-88.006,32.162,0.286,0,0,0,1.5e4,3469,6.161,0.049,NaN,64.606,NaN,0.056,3.214e6,1227.128,1.78,0.587,0.587,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,0.328,14.983,1013,1116.729,0.01,0.036
0.33,9.196,65.341,235.564,65.341,235.564,0,0,0,0,0,0,41.998,-88.006,32.162,0.286,0,0,0,1.5e4,3462,6.158,0.049,NaN,64.567,NaN,0.059,3.334e6,1225.611,1.916,0.587,0.587,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,0.328,14.982,1013,1116.726,0.01,0.037
0.34,9.862,67.694,235.331,67.694,235.331,0,0,0,0,0,0,41.998,-88.006,32.162,0.286,0,0,0,1.499e4,3454,6.155,0.049,NaN,64.567,NaN,0.061,3.454e6,1224.095,2.056,0.587,0.587,0.322,0.144,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,0.328,14.98,1013,1116.722,0.01,0.037
0.35,10.551,70.043,235.102,70.043,235.102,0,0,0,0,0,0,41.998,-88.006,32.162,0.286,0,0,0,1.498e4,3447,6.153,0.049,NaN,64.567,NaN,0.063,3.573e6,1222.578,2.202,0.587,0.587,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,0.328,14.979,1013,1116.719,0.01,0.038
0.36,11.263,72.392,234.869,72.392,234.869,0,0,0,0,0,0,41.998,-88.006,32.162,0.286,0,0,0,1.497e4,3440,6.15,0.049,NaN,64.528,NaN,0.065,3.693e6,1221.061,2.352,0.587,0.587,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,0.328,14.978,1013,1116.716,0.01,0.039
0.37,11.998,74.738,234.633,74.738,234.633,0,0,0,0,0,0,41.998,-88.006,32.162,0.229,0,0,0,1.497e4,3432,6.148,0.049,NaN,64.528,NaN,0.067,3.813e6,1219.545,2.507,0.587,0.587,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,5.157,130,90.012,0,0.328,14.976,1013,1116.713,0.01,0.039
# Event LAUNCHROD occurred at t=0.38 seconds
0.38,12.759,77.08,234.4,77.08,234.4,0,0,0,0,0,0,41.998,-88.006,32.162,0.229,0,0,0,1.496e4,3425,6.145,0.049,NaN,64.528,NaN,0.069,3.932e6,1218.028,2.666,0.587,0.587,0.322,0.144,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,5.157,130,90.012,0,0.328,14.975,1013,1116.713,0.01,0.04
0.395,13.94,80.594,234.127,80.594,234.127,-6.414e-6,0,6.414e-6,-180.023,8.606e-4,0.059,41.998,-88.006,32.162,0.229,0,0.009,8.566e-6,1.495e4,3414,6.141,0.049,76.457,64.488,2.323,0.072,4.111e6,1216.132,2.915,0.587,0.587,0.322,0.144,0.121,0.046,0.107,2.203e-4,0,0,0,0,1.51e-7,0.01,5.157,130,90.012,0.172,0.328,14.972,1013,1116.706,0.015,0.041
0.418,15.814,85.85,233.711,85.85,233.711,-4.072e-5,0,4.072e-5,180.023,0.002,0.059,41.998,-88.006,32.162,0.229,0,0.024,-2.122e-6,1.493e4,3397,6.135,0.049,76.496,64.488,2.33,0.077,4.379e6,1213.289,3.308,0.587,0.587,0.322,0.144,0.121,0.043,0.1,4.599e-4,0,0,0,0,8.955e-7,0.01,5.157,130,90.012,0.049,0.328,14.969,1013,1116.699,0.023,0.041
0.451,18.842,93.73,233.691,93.73,233.691,-1.491e-4,0,1.491e-4,180.023,0.003,0.059,41.998,-88.006,32.162,0.172,0,0.049,-1.388e-4,1.491e4,3372,6.127,0.049,76.496,64.449,2.341,0.084,4.781e6,1211.812,3.944,0.587,0.587,0.322,0.144,0.121,0.039,0.09,-3.791e-4,0,0,0,0,2.97e-6,0.01,5.157,130,90.012,0.045,0.328,14.963,1013,1116.686,0.034,0.042
0.501,23.822,105.476,235.194,105.476,235.194,-4.318e-4,0,4.318e-4,180.023,0.007,0.049,41.998,-88.006,32.162,0.172,0,0.115,1.525e-5,1.487e4,3335,6.113,0.049,76.535,64.37,2.357,0.094,5.38e6,1216.671,4.996,0.588,0.588,0.322,0.144,0.121,0.033,0.079,-4.79e-4,0,0,0,0,7.611e-6,0.01,5.157,130,90.012,0.025,0.328,14.953,1012,1116.667,0.05,0.044
0.551,29.393,117.313,236.942,117.313,236.942,-8.376e-4,5.446e-8,8.376e-4,180.023,0.01,0.03,41.998,-88.006,32.162,0.172,0,0.115,-1.822e-4,1.483e4,3298,6.1,0.049,76.535,64.331,2.373,0.105,5.982e6,1222.746,6.183,0.588,0.588,0.322,0.144,0.121,0.029,0.067,3.721e-4,0,0,0,0,1.357e-5,0.013,5.157,130,90.012,0.018,0.328,14.942,1012,1116.647,0.05,0.045
0.601,35.558,129.239,238.661,129.239,238.661,-0.001,1.344e-7,0.001,179.966,0.01,0.003,41.998,-88.006,32.162,0.115,0,0.172,8.709e-5,1.479e4,3261,6.087,0.049,76.575,64.252,2.388,0.116,6.59e6,1228.75,7.506,0.588,0.588,0.322,0.144,0.122,0.024,0.057,-4.776e-4,0,0,0,0,2.016e-5,0.013,5.157,130,89.954,0.027,0.328,14.93,1012,1116.621,0.05,0.045
0.651,42.32,141.247,240.341,141.247,240.341,-0.002,3.386e-7,0.002,179.966,0.01,0.049,41.998,-88.006,32.162,0.115,0,0.229,-3.704e-4,1.476e4,3223,6.073,0.049,76.575,64.213,2.403,0.126,7.201e6,1234.689,8.97,0.589,0.589,0.322,0.144,0.122,0.02,0.048,-4.236e-5,0,0,0,0,2.676e-5,0.016,5.157,130,89.954,0.032,0.328,14.916,1012,1116.594,0.05,0.046
0.701,49.682,153.337,242.008,153.337,242.008,-0.002,7.464e-7,0.002,179.966,0.003,0.112,41.998,-88.006,32.162,0.057,0,0.286,-3.007e-4,1.472e4,3185,6.06,0.049,76.614,64.173,2.419,0.137,7.816e6,1240.633,10.577,0.589,0.589,0.322,0.145,0.122,0.016,0.039,-5.851e-5,0,0,0,0,3.27e-5,0.016,5.157,130,89.954,0.034,0.328,14.902,1011,1116.565,0.05,0.047
0.751,57.654,165.512,243.655,165.512,243.658,-0.002,1.454e-6,0.002,179.966,0.003,0.187,41.998,-88.006,32.162,0.057,0,0.286,2.844e-4,1.468e4,3148,6.046,0.049,76.614,64.094,2.434,0.148,8.435e6,1246.603,12.331,0.59,0.59,0.322,0.145,0.123,0.012,0.028,4.219e-4,0,0,0,0,3.725e-5,0.016,5.157,130,89.954,0.021,0.328,14.886,1011,1116.535,0.05,0.048
0.801,66.237,177.769,245.282,177.769,245.282,-0.002,2.423e-6,0.002,179.909,0.013,0.279,41.998,-88.006,32.162,0.04,0,0.344,-5.64e-4,1.464e4,3110,6.032,0.049,76.654,64.055,2.45,0.159,9.058e6,1252.577,14.233,0.59,0.59,0.322,0.145,0.123,0.008,0.02,8.449e-5,0,0,0,0,3.974e-5,0.02,5.157,130,89.954,0.011,0.328,14.869,1011,1116.499,0.05,0.061
0.851,75.433,190.102,246.801,190.102,246.804,-6.181e-4,3.547e-6,6.181e-4,179.68,0.033,0.384,41.998,-88.006,32.162,0.02,0,0.344,-4.029e-4,1.461e4,3071,6.018,0.049,76.654,63.976,2.465,0.17,9.684e6,1258.16,16.288,0.591,0.591,0.322,0.145,0.124,0.004,0.01,1.802e-4,0,0,0,0,3.984e-5,0.02,5.157,130,89.897,0.009,0.328,14.851,1011,1116.463,0.05,0.062
0.901,85.249,202.507,248.215,202.507,248.219,0.001,4.902e-6,0.001,0.172,0.052,0.495,41.998,-88.006,32.162,0.002,0,0.344,-0.002,1.457e4,3033,6.004,0.049,76.693,63.898,2.481,0.181,1.031e7,1263.389,18.496,0.591,0.591,0.322,0.145,0.124,3.322e-4,0.001,-4.926e-4,0,0,0,0,3.706e-5,0.023,5.157,130,89.897,0.015,0.328,14.831,1010,1116.427,0.05,0.062
0.951,95.686,214.98,249.551,214.98,249.551,0.003,6.611e-6,0.003,0.057,0.082,0.614,41.998,-88.006,32.162,0.016,0,-0.344,-0.001,1.453e4,2995,5.99,0.049,76.693,63.858,2.491,0.193,1.095e7,1268.372,20.861,0.592,0.592,0.321,0.146,0.125,0.003,0.008,1.762e-4,0,0,0,0,-3.15e-5,0.023,5.157,130,89.897,0.017,0.328,14.81,1010,1116.385,0.05,0.063
1.001,106.749,227.503,250.558,227.503,250.558,0.01,8.891e-6,0.01,0.053,0.115,0.732,41.998,-88.006,32.162,0.031,0,-0.344,-2.266e-4,1.449e4,2956,5.975,0.049,76.693,63.78,2.502,0.204,1.158e7,1272.019,23.381,0.593,0.593,0.321,0.146,0.125,0.006,0.015,3.517e-5,0,0,0,0,-2.405e-5,0.026,5.157,130,89.84,0.01,0.328,14.789,1009,1116.342,0.05,0.064
1.051,118.438,240.075,251.486,240.075,251.486,0.016,1.15e-5,0.016,0.04,0.154,0.84,41.998,-88.006,32.162,0.043,0,-0.286,2.985e-4,1.445e4,2917,5.961,0.048,76.654,63.74,2.513,0.215,1.222e7,1275.458,26.059,0.593,0.593,0.321,0.146,0.126,0.008,0.021,-1.123e-4,0,0,0,0,-1.586e-5,0.026,5.157,130,89.84,-6.944e-4,0.328,14.765,1009,1116.296,0.05,0.064
1.101,130.755,252.664,251.88,252.664,251.88,0.026,1.404e-5,0.026,0.032,0.197,0.928,41.998,-88.006,32.162,0.051,0,-0.229,2.268e-4,1.441e4,2879,5.946,0.048,76.654,63.661,2.524,0.226,1.285e7,1276.674,28.891,0.594,0.594,0.321,0.146,0.127,0.01,0.025,-1.213e-4,0,0,0,0,-8.264e-6,0.026,5.157,130,89.84,-0.001,0.328,14.741,1009,1116.247,0.05,0.065
1.151,143.704,265.256,251.847,265.256,251.847,0.036,1.655e-5,0.036,0.026,0.246,0.994,41.998,-88.006,32.162,0.055,0,-0.115,0.001,1.437e4,2840,5.932,0.048,76.654,63.622,2.537,0.238,1.349e7,1276.158,31.873,0.595,0.595,0.321,0.147,0.127,0.011,0.028,-3.208e-4,0,0,0,0,-2.819e-6,0.03,5.157,130,89.84,0.004,0.328,14.715,1008,1116.194,0.05,0.066
1.201,157.28,277.841,251.739,277.841,251.742,0.049,1.927e-5,0.049,0.022,0.299,1.024,41.998,-88.006,32.162,0.055,0,-0.035,1.487e-4,1.434e4,2801,5.917,0.048,76.693,63.543,2.55,0.249,1.413e7,1275.47,35.005,0.596,0.596,0.321,0.147,0.128,0.011,0.028,3.487e-4,0,0,0,0,-1.759e-7,0.03,5.157,130,89.84,0.014,0.328,14.688,1008,1116.142,0.05,0.067
1.251,171.486,290.413,251.447,290.413,251.45,0.066,2.287e-5,0.066,0.02,0.348,1.017,41.998,-88.006,32.162,0.049,0,0.057,5.328e-4,1.43e4,2762,5.902,0.048,76.693,63.465,2.565,0.26,1.476e7,1274.133,38.285,0.596,0.596,0.32,0.147,0.129,0.01,0.025,3.19e-6,0,0,0,0,6.011e-7,0.033,5.157,130,89.84,0.021,0.328,14.66,1007,1116.086,0.05,0.077
1.301,186.322,302.969,251.096,302.969,251.096,0.085,2.766e-5,0.085,0.019,0.397,0.968,41.998,-88.006,32.162,0.04,0,0.172,-0.001,1.426e4,2724,5.888,0.048,76.693,63.425,2.58,0.271,1.539e7,1272.685,41.713,0.597,0.597,0.32,0.148,0.13,0.008,0.021,-3.315e-4,0,0,0,0,3.296e-6,0.033,5.157,130,89.84,0.023,0.328,14.631,1007,1116.027,0.05,0.077
1.351,201.781,315.463,249.826,315.463,249.829,0.105,3.406e-5,0.105,0.018,0.443,0.876,41.998,-88.006,32.162,0.026,0,0.229,-5.567e-4,1.422e4,2685,5.873,0.048,76.732,63.346,2.596,0.283,1.602e7,1267.44,45.275,0.598,0.598,0.32,0.148,0.13,0.005,0.014,-5.199e-5,0,0,0,0,6.66e-6,0.033,5.157,130,89.84,0.025,0.328,14.6,1006,1115.968,0.05,0.078
1.401,217.864,327.864,247.969,327.864,247.972,0.128,4.163e-5,0.128,0.019,0.486,0.751,41.998,-88.006,32.162,0.011,0,0.286,-0.002,1.418e4,2647,5.858,0.048,76.732,63.268,2.612,0.294,1.665e7,1259.81,48.962,0.599,0.599,0.32,0.148,0.131,0.002,0.005,3.829e-4,0,0,0,0,8.936e-6,0.036,5.157,130,89.84,0.003,0.328,14.568,1005,1115.902,0.05,0.078
1.451,234.567,340.171,246.106,340.174,246.106,0.154,4.908e-5,0.154,0.018,0.518,0.614,41.998,-88.006,32.162,0.005,4.784e-7,-0.286,-0.01,1.414e4,2609,5.843,0.048,76.732,63.228,2.626,0.305,1.727e7,1252.329,52.771,0.6,0.6,0.32,0.149,0.132,9.133e-4,0.002,-3.658e-4,0,0,0,0,-8.556e-6,0.036,5.157,130,89.84,-0.043,0.328,14.535,1005,1115.837,0.05,0.079
1.501,251.88,352.392,244.327,352.395,244.327,0.18,5.407e-5,0.18,0.017,0.545,0.479,41.998,-88.006,32.162,0.018,-4.397e-7,-0.286,0.002,1.411e4,2571,5.828,0.048,76.732,63.15,2.638,0.316,1.788e7,1245.408,56.7,0.601,0.601,0.319,0.149,0.133,0.004,0.01,-1.34e-4,0,0,0,0,-6.233e-6,0.039,5.157,130,89.897,-0.115,0.328,14.501,1004,1115.768,0.05,0.079
1.551,269.803,364.524,242.526,364.524,242.526,0.21,5.469e-5,0.21,0.015,0.568,0.367,41.998,-88.006,32.162,0.028,0,-0.172,0.001,1.407e4,2534,5.814,0.048,76.732,63.11,2.65,0.327,1.849e7,1238.558,60.747,0.602,0.602,0.319,0.149,0.134,0.006,0.015,-4.203e-5,0,0,0,0,-2.89e-6,0.039,5.157,130,89.897,-0.172,0.328,14.465,1004,1115.699,0.05,0.08
